"code","address","locality","polling.places","voters","county","district"
"30143 ","West Point Administrative Building","Grandcess Yard",3,1441,"Montserrado",7
"30257 ","West Point Catholic School","Police Station/ West Point",1,451,"Montserrado",7
"30258 ","West Point Catholic School","Police Station/ West Point",2,727,"Montserrado",7
"30263 ","Liberia Electricity Corporation Head Office","Power Plant / West Point",5,2279,"Montserrado",7
"30369 ","Newport High School","Randall - Newport Streets",4,1706,"Montserrado",7
"30370 ","Family Nursing Center","Mamba Point",3,1373,"Montserrado",7
"30049 ","Our Lady Star Of The Sea","Central West Point",1,439,"Montserrado",7
"30414 ","Brighter Star International School","Rock Spring Valley",2,591,"Montserrado",8
"30409 ","G.w. Gibson High School","Capital By-pass",5,2088,"Montserrado",8
"30410 ","G.w. Gibson High School","Capital By-pass",5,2119,"Montserrado",8
"30411 ","Y.m.c.a Building","Crown Hill",2,575,"Montserrado",8
"30412 ","Y.m.c.a Building","Crown Hill",2,614,"Montserrado",8
"30413 ","Slipway Elementary School","Slipway",4,1910,"Montserrado",8
"30415 ","C.d. King Elem. School","Camp Johnson Road",4,1525,"Montserrado",8
"30416 ","C.d. King Elem. School","Camp Johnson Road",3,1381,"Montserrado",8
"30417 ","Soniwein Community Public School","Soniwein Community",6,2642,"Montserrado",8
"30425 ","Rally Time Market","Btc Area",4,1890,"Montserrado",8
"30426 ","Rally Time Market","Btc Area",4,1997,"Montserrado",8
"30408 ","Monrovia Demonstration Elem. School","Clay Street",3,1255,"Montserrado",8
"30355 ","Monrovia Free Pentecostal School","10th. Street, Sinkor",3,1348,"Montserrado",8
"30360 ","Lorma Quarter Elem. School","Buzzi Quarters",3,1219,"Montserrado",8
"30407 ","Monrovia Demonstration Elem. School","Clay Street",4,1586,"Montserrado",8
"30350 ","William C. Jones School","11th. Street, Sinkor",3,1233,"Montserrado",8
"30351 ","Nancy B. Doe Jorkpen Town Market","Plumkor",6,2575,"Montserrado",8
"30352 ","Christ & Selina Hook Memorial School","Plumkor",4,1568,"Montserrado",8
"30353 ","Vision Academy","Saye Town",4,1668,"Montserrado",8
"30354 ","Acfi Building","5th. Street, Sinkor",2,884,"Montserrado",8
"30359 ","Lorma Quarter Elem. School","Buzzi Quarters",3,1189,"Montserrado",8
"30347 ","William V.s. Tubman High School","12st. Street, Sinkor",3,1320,"Montserrado",8
"30361 ","Bassa Community High School","Bassa Community",4,1875,"Montserrado",8
"30362 ","New Jeruselam School","Jallah Town",4,1585,"Montserrado",8
"30363 ","University Of Liberia Monrovia Campus","University Of Liberia Main Campus",1,466,"Montserrado",8
"30364 ","University Of Liberia Monrovia Campus","University Of Liberia Main Campus",3,1035,"Montserrado",8
"30348 ","William V.s. Tubman High School","12st. Street, Sinkor",4,1900,"Montserrado",8
"30405 ","Child Foundation Academy","Fiama",3,1110,"Montserrado",9
"30395 ","Fiama Calvary Baptist School","Fiama",2,801,"Montserrado",9
"30396 ","Philip Perparatory School","Ica Community",3,1246,"Montserrado",9
"30397 ","Philip Perparatory School","Ica Community",3,1181,"Montserrado",9
"30398 ","St. Peter Lutheran School","14th Street, Sinkor",2,906,"Montserrado",9
"30399 ","St. Peter Lutheran School","14th Street, Sinkor",2,764,"Montserrado",9
"30400 ","Smythe Institue","16th Street, Sinkor",4,1905,"Montserrado",9
"30401 ","Calvary Baptish School","17th Street, Sinkor",3,1267,"Montserrado",9
"30402 ","Acfi Lacy Kofi Memorial Academy","People United Comm., 20th Street",3,1322,"Montserrado",9
"30406 ","Don Bosco Youth Center","New Matadi",5,2139,"Montserrado",9
"30404 ","New Matadi Community School","New Matadi",5,2218,"Montserrado",9
"30394 ","Fiama Calvary Baptist School","Fiama",2,810,"Montserrado",9
"30390 ","Wroto Town God Of Mercy School","Wroto Town",4,1927,"Montserrado",9
"30403 ","St. Mark School","Sinkor Airfield Community",4,1598,"Montserrado",9
"30379 ","H.b. William Royal School","Vamoma Community",2,922,"Montserrado",9
"30240 ","Apostlic Building Foundation School","Oldest Congo Town",3,1488,"Montserrado",9
"30393 ","Fiama Community School","Fiama",2,870,"Montserrado",9
"30378 ","Lutheran International School System","Raymond Field /fiama",3,1350,"Montserrado",9
"30392 ","Fiama Community School","Fiama",2,970,"Montserrado",9
"30380 ","Barnes Foundation School","Central Lakpazee",4,1551,"Montserrado",9
"30381 ","Barnes Foundation School","Central Lakpazee",3,1311,"Montserrado",9
"30382 ","Building For Tomorrow School","Central Lakpazee",2,858,"Montserrado",9
"30383 ","Building For Tomorrow School","Central Lakpazee",2,1001,"Montserrado",9
"30385 ","Nancy B. Doe Public School","Old Matad",2,955,"Montserrado",9
"30386 ","Sos Children Village","Old Matad",2,720,"Montserrado",9
"30387 ","Sos Children Village","Old Matad",2,525,"Montserrado",9
"30388 ","Emmanuel Temper School","Old Gsa Yard, 24th Street",3,1260,"Montserrado",9
"30389 ","Bright Stone Academy","Gbangaye Town",4,1979,"Montserrado",9
"30384 ","Nancy B. Doe Public School","Old Matad",3,1079,"Montserrado",9
"30349 ","A. Gienn Jr. High School","12st. Street, Sinkor",3,1085,"Montserrado",9
"30305 ","Bethel Temple African Glory Pentacostal Church","Tarr Town, Old Road",2,988,"Montserrado",10
"30174 ","People Institute Building","Key And Death Hole",3,1093,"Montserrado",10
"30233 ","Nippay Town Public School","Nippay Town",3,1380,"Montserrado",10
"30241 ","Fofana Islamic School","Oldest Congo Town",2,655,"Montserrado",10
"30242 ","Mason Center School","Oldest Congo Town",5,2034,"Montserrado",10
"30251 ","Peace Island Community School","Peace Island, Congo Town",4,1816,"Montserrado",10
"30252 ","Deolakeh Memorial Elem. & Jr. High School","Peace Island, Congo Town",4,1512,"Montserrado",10
"30291 ","Ford Madden Christian Academy","Smythe Road",4,1794,"Montserrado",10
"30304 ","Rebecca J. Wilson Elem. School","Tarr Town, Old Road",3,1391,"Montserrado",10
"30306 ","Amalca Cabral Estate Palava Hut","Amalca Cabral Estate, Old Road",5,2419,"Montserrado",10
"30173 ","Bethlehem Baptist School","Key And Death Hole",2,671,"Montserrado",10
"30063 ","Joe B. Tate School","Congo Town",3,1252,"Montserrado",10
"30292 ","Guildford George Tompkins Jr.& Sr. High School","Smythe Road",2,999,"Montserrado",10
"30060 ","Greater Works Academy","Chugbor",4,1916,"Montserrado",10
"30134 ","St. Andrew Lutheran School","Gaye Town Community",4,1966,"Montserrado",10
"30065 ","Wells-hairston School","Vp Road",3,1047,"Montserrado",10
"30025 ","Jhp Hope Academy","Catholic Hospital",3,1248,"Montserrado",10
"30061 ","Better Future Christian Institute","Chugbor",4,1520,"Montserrado",10
"30062 ","R.c. Lawson Institute","Congo Town",4,1802,"Montserrado",10
"30024 ","Faith Foundation","Catholic Hospital",4,1581,"Montserrado",10
"30004 ","Steve-ernest Memorial Christian Academy","Barchue Town",1,415,"Montserrado",10
"30066 ","Open Bible School","Congo Town Old Road",2,652,"Montserrado",10
"30067 ","Open Bible School","Congo Town Old Road",2,726,"Montserrado",10
"30077 ","A.g.m. School Building","Divine - Togba Camp",2,891,"Montserrado",10
"30078 ","Namuwa English & Arabic School","Divine - Togba Camp",4,1759,"Montserrado",10
"30064 ","Susan Berry School","Congo Town",4,1934,"Montserrado",10
"30133 ","Gaye Town Public School","Gaye Town Community",4,1848,"Montserrado",10
"30269 ","Samukal Community Center","Samukai Town, Caldwell",3,1020,"Montserrado",11
"30144 ","Lombardia International School System","Grass Field",2,973,"Montserrado",11
"30145 ","Lombardia International School System","Grass Field",2,805,"Montserrado",11
"30154 ","Duja School","J.e. Marshall",3,1176,"Montserrado",11
"30155 ","Jimmy Jolocon School","Supermarket Community",5,2335,"Montserrado",11
"30158 ","Seku Ibrahim Sheriff Elem. & Jr. High School","J.j.y. - Snow Hill",4,1814,"Montserrado",11
"30326 ","E.t.m.i School","Upper Caldwell",3,1031,"Montserrado",11
"30169 ","New Life Christian Academy","Kaba Town",6,2672,"Montserrado",11
"30074 ","(j & M) Jerbo & Martha Jr. High School","Day Break Mouth Open",4,1888,"Montserrado",11
"30168 ","Bardnersville Town Hall","Kaba Town",4,1809,"Montserrado",11
"30073 ","Bardnesville Public School","Behind The Town Hall, Dabwe Town, Bard",3,1390,"Montserrado",11
"30023 ","Caldwell Market","Caldwell Market",6,2860,"Montserrado",11
"30014 ","Shirley Kolmer Catholic School","Behwein Community, Bardnersville",4,1541,"Montserrado",11
"30013 ","Bardnersville Community Institute","Behwein Community, Bardnersville",3,1089,"Montserrado",11
"30009 ","Step Of Faith Academy"," Patience Shop Barnersville Road",3,1246,"Montserrado",11
"30008 ","Gardnersville Town Hall","Barnersville Road",5,2045,"Montserrado",11
"30007 ","E. Jonathan Goodridge School","Barnersville Estate",6,2494,"Montserrado",11
"30006 ","E. Jonathan Goodridge School","Barnersville Estate",5,2369,"Montserrado",11
"30079 ","Dixville Public School","Dixville A",2,855,"Montserrado",11
"30090 ","Grace Baptist Church School","Duan Town",5,2399,"Montserrado",11
"30295 ","Wesleyan School","Stephen Tolbert Estate",4,1680,"Montserrado",12
"30171 ","Star International Academy","Kesselly Boulevard",4,1576,"Montserrado",12
"30172 ","Wisdom Home Heritage Elem. School","Kesselly Boulevard",2,955,"Montserrado",12
"30216 ","St. Magarette School System","Mta",4,1710,"Montserrado",12
"30167 ","Euphemia Abdullia Primary Public School","Karduma Community, Johnsonville Road",2,851,"Montserrado",12
"30264 ","Ophanage/waci","Opp. Stephen Tolbert Estate, River View",2,529,"Montserrado",12
"30217 ","Liberia Christian Community College","Mta",5,2415,"Montserrado",12
"30281 ","Picoli Preparatory School","Shoe Factory",4,1913,"Montserrado",12
"30294 ","Special Project School","Stephen Tolbert Estate",3,1478,"Montserrado",12
"30282 ","Richand Hunter Elem & Jr.high School","Lprc Road, Shoe Factory",5,2417,"Montserrado",12
"30166 ","Euphemia Abdullia Primary Public School","Karduma Community, Johnsonville Road",2,793,"Montserrado",12
"30265 ","Maranatha A.g.m School","Opp. Stephen Tolbert Estate, River View",3,1035,"Montserrado",12
"30010 ","West African Christian Institute","Opp. Stephen Tolbert Estate, River View",2,607,"Montserrado",12
"30051 ","Wells-hairston School","Chicken Soup Factory",6,2574,"Montserrado",12
"30052 ","Wells-hairston School","Chicken Soup Factory",4,1876,"Montserrado",12
"30053 ","A.g.m. School","Chicken Soup Factory",4,1546,"Montserrado",12
"30055 ","Free Penticostal Global Mission Church","Opp. The Market/ Chicken Soup Factory",4,1762,"Montserrado",12
"30157 ","St. Philip School","Snow Hill",6,2959,"Montserrado",12
"30159 ","James Tue High School","J.j.y. - Snow Hill",3,1289,"Montserrado",12
"30164 ","Emmanuel Community Polytechnic Jr. & Sr. School","Dry Rice Market Community, Johnsonville",4,1683,"Montserrado",12
"30165 ","Emmanuel Community Polytechnic Jr. & Sr. School","Dry Rice Market Community, Johnsonville",3,1472,"Montserrado",12
"30054 ","Christain David Elem & Jr. High School","Chicken Soup Factory",2,944,"Montserrado",12
"30314 ","Salvation & Deliverance Christ Academy","Topoe Village",4,1890,"Montserrado",13
"30220 ","Christiana Comfort Bedell Preparatory School","New Georgia Estate",4,1993,"Montserrado",13
"30221 ","William Gabriel Kpolleh Memorial High School","New Georgia Estate",6,2987,"Montserrado",13
"30222 ","Jennie Prepartory School","New Georgia Estate",5,2070,"Montserrado",13
"30237 ","Kula Memorial Academy","Grass Field",4,1973,"Montserrado",13
"30238 ","Grace A.g.m School","Old Field Gulf/sign Board",3,1370,"Montserrado",13
"30239 ","Grace A.g.m. School","Old Field Gulf/sign Board",3,1036,"Montserrado",13
"30315 ","Henri W. Dennis Methodist School","Topoe Village",4,1523,"Montserrado",13
"30296 ","New Life School","Opp. Plank Field, Battery Factory",4,1788,"Montserrado",13
"30218 ","St. Michael Catholic High School","New Georgia Road",4,1851,"Montserrado",13
"30209 ","St. James Episcopal Church","Mangrove Island",2,653,"Montserrado",13
"30293 ","Freeway Baptist School","Iron Factory",2,930,"Montserrado",13
"30130 ","R & R Central","Free Port Community",5,1997,"Montserrado",13
"30012 ","Mother Kebbeh's Academy","Battery Factory",2,877,"Montserrado",13
"30219 ","St. Michael Catholic High School","New Georgia Road",4,1612,"Montserrado",13
"30058 ","Deaf Ministry Inc/ Elizabeth Silem School Of Hope"," Chocolate City B",3,1077,"Montserrado",13
"30056 ","Allen Bryant School","Chocolate City A",3,1342,"Montserrado",13
"30118 ","Flahn Town Community School","Flahn Town/opp. Topoe Village",3,1096,"Montserrado",13
"30057 ","Allen Bryant School","Chocolate City A",3,1241,"Montserrado",13
"30131 ","R & R Central","Free Port Community",4,1963,"Montserrado",13
"30146 ","Kula Memorial Academy","Grass Field",3,1453,"Montserrado",13
"30152 ","Freeway Baptish School","Iron Factory",2,782,"Montserrado",13
"30153 ","Freeway Baptish School","Iron Factory",2,928,"Montserrado",13
"30156 ","St. Michael's Catholic School","Supermarket Community",5,2349,"Montserrado",13
"30161 ","Trumpet Of Faith School","Jamaica Road",2,891,"Montserrado",13
"30059 ","Elizabeth Blunt Elem & Jr. High School"," Chocolate City B",2,874,"Montserrado",13
"30266 ","Marvia Sonu Elem. School","River View, Clara Town",3,1071,"Montserrado",14
"30267 ","Marvia Sonu Elem. School","River View, Clara Town",3,1101,"Montserrado",14
"30254 ","Timosa Elementary School","Patco Yard, Freeport",5,2101,"Montserrado",14
"30268 ","Marvia Sonu Elem. School","River View, Clara Town",2,920,"Montserrado",14
"30298 ","S.k.d. Community Elem. School","Struggle Community",3,1463,"Montserrado",14
"30300 ","Busroad Memorial Institute","Struggle Community",3,1234,"Montserrado",14
"30301 ","Busroad Memorial Institute","Struggle Community",2,955,"Montserrado",14
"30337 ","Vai Town Market Block Factory","Vai Town A",6,2758,"Montserrado",14
"30339 ","Imam Adullah Tunis School","Vai Town B",3,1276,"Montserrado",14
"30297 ","Maude Popla Memorial School","Struggle Community",5,2490,"Montserrado",14
"30253 ","Ophelia Hoff Saytuman School","Peugeot Garage, Clara Town",3,1115,"Montserrado",14
"30338 ","Imam Adullah Tunis School","Vai Town B",3,1280,"Montserrado",14
"30033 ","Clara Town Central High School","Central Clara Town Ii",3,1046,"Montserrado",14
"30299 ","S.k.d. Community Elem. School","Struggle Community",4,1504,"Montserrado",14
"30250 ","Paity Town Gas Station","Paity Town / Clara Town",2,670,"Montserrado",14
"30030 ","Central Clara Town Hut","Central Clara Town I",4,1996,"Montserrado",14
"30032 ","Fanina Isaac School","Central Clara Town I",4,1524,"Montserrado",14
"30034 ","Clara Town Central High School","Central Clara Town Ii",2,872,"Montserrado",14
"30035 ","James Doe Young School","Central Clara Town Ii",4,1979,"Montserrado",14
"30068 ","Mac Foundation School","Cow Factory",3,1452,"Montserrado",14
"30069 ","Mac Foundation School","Cow Factory",3,1366,"Montserrado",14
"30139 ","Savaco Community School","Giblata/ Via Town",5,2247,"Montserrado",14
"30150 ","Royal Foundation School","Hope Community/ Clara Town",2,809,"Montserrado",14
"30151 ","Royal Foundation School","Hope Community / Clara Town",2,997,"Montserrado",14
"30249 ","Paity Town Gas Station","Paity Town/ Clara Town",2,656,"Montserrado",14
"30031 ","Central Clara Town Hut","Central Clara Town I",4,1998,"Montserrado",14
"30441 ","St. Edward Catholic School","Central Logan Town",2,552,"Montserrado",15
"30187 ","Wesleyan Church","Little White Chapel",2,941,"Montserrado",15
"30160 ","Isaac G. Mccauley School","Jamaica Road",3,1340,"Montserrado",15
"30163 ","Boatswain Jr. High School","Jamaica Road",2,787,"Montserrado",15
"30176 ","Kabedu Bessi School","King Peter Town",2,668,"Montserrado",15
"30186 ","Donald N. K. Karanas","Little White Chapel",4,1606,"Montserrado",15
"30188 ","Myrae E. Simpson Communty School","Little White Chapel",5,2294,"Montserrado",15
"30327 ","Angeline W. Allison School","Upper Caldwell",5,2312,"Montserrado",15
"30437 ","Joanna Antor Elem. School","Zinc Camp / Logan Town",2,862,"Montserrado",15
"30438 ","Joanna Antor Elem. School","Zinc Camp / Logan Town",2,803,"Montserrado",15
"30136 ","Samuel T. Kun School","Gbandi Town /logan Town",3,1250,"Montserrado",15
"30440 ","St. Edward Catholic School","Central Logan Town",2,890,"Montserrado",15
"30162 ","Boatswain Jr. High School","Jamaica Road",2,763,"Montserrado",15
"30439 ","St. Edward Catholic School","Central Logan Town",2,901,"Montserrado",15
"30018 ","King Peter Town School","Bong Mines Bridge",2,641,"Montserrado",15
"30175 ","Kabedu Bessi School","King Peter Town",2,680,"Montserrado",15
"30135 ","Samuel T. Kun School","Gbandi Town/logan Town",3,1362,"Montserrado",15
"30015 ","Blamo Town Palava Hut","Blamo Town, Logan Town",3,1264,"Montserrado",15
"30017 ","Bong Mines Bridge Lutheran School","Bong Mines Bridge",1,461,"Montserrado",15
"30019 ","King Peter Town School","Bong Mines Bridge",2,558,"Montserrado",15
"30020 ","Caldwell New Georgia Public School","Caldwell Water Side",3,1451,"Montserrado",15
"30021 ","Sims Community School","Caldwell Community",6,2573,"Montserrado",15
"30041 ","Central Logan Town Market","Central Logan Town",2,827,"Montserrado",15
"30037 ","St. Matthew United Medothist School","Central Logan Town",3,1052,"Montserrado",15
"30038 ","St. Matthew United Medothist School","Central Logan Town",3,1047,"Montserrado",15
"30039 ","Life Terbanacle Int'l. School","Central Logan Town",3,1152,"Montserrado",15
"30040 ","Central Logan Town Market","Central Logan Town",3,1096,"Montserrado",15
"30027 ","Marantha Baptist School","Central Caldwell",8,3680,"Montserrado",15
"30016 ","Bong Mines Bridge Lutheran School","Bong Mines Bridge",1,459,"Montserrado",15
"30132 ","Logan Town New Testament Academy","Zinc Camp, Logan Town",2,962,"Montserrado",15
"30236 ","D. Tweh High School","Nyuan Town /new Kru Town",2,995,"Montserrado",16
"30235 ","D. Tweh High School","Nyuan Town/new Kru Town",3,1031,"Montserrado",16
"30234 ","D. Tweh High School","Nyuan Town/new Kru Town",3,1009,"Montserrado",16
"30212 ","Nkt Elem. & Jr. High School","Monboe Town West/new Kru Town",2,921,"Montserrado",16
"30211 ","Nkt Elem. & Jr. High School","Monboe Town West/new Kru Town",3,1061,"Montserrado",16
"30184 ","New Kru Town Jr. High School","Lagoon West / New Kru Town",1,416,"Montserrado",16
"30255 ","New Era School","Point Four Community",2,646,"Montserrado",16
"30318 ","Rev. Johnson W. T. Foundation School","Lmc Compound/ St. Paul Bridge",4,1580,"Montserrado",16
"30185 ","New Kru Town Jr. High School","Lagoon West / New Kru Town",1,503,"Montserrado",16
"30256 ","New Era School","Point Four Community",3,1325,"Montserrado",16
"30259 ","Bishop Nah Dixon School","Popo Beach A/ New Kru Town",4,1558,"Montserrado",16
"30260 ","Bishop Nah Dixon School","Popo Beach A / New Kru Town",3,1280,"Montserrado",16
"30261 ","Barclay Nyenfueh School","Popo Beach B / New Kru Town",2,997,"Montserrado",16
"30183 ","Momboe Town Community School","Lagoon East / New Kru Town",2,529,"Montserrado",16
"30316 ","St. Paul Bridge Elem. School","Tweh Farm",3,1020,"Montserrado",16
"30317 ","St. Paul Bridge Elem. School","Tweh Farm",2,549,"Montserrado",16
"30340 ","Triump Of God International School","Vicky Spot /logan Town",1,274,"Montserrado",16
"30044 ","Tomorrow Children Int'l","Central New Kru Town",3,1468,"Montserrado",16
"30182 ","New Kru Town Ag School","Lagoon East / New Kru Town",2,645,"Montserrado",16
"30070 ","Mark Richard Jr. High School","Crab Hole, St. Paul Bridge",3,1083,"Montserrado",16
"30022 ","Wesleyan Academy","Caldwell Community",2,990,"Montserrado",16
"30042 ","New Kru Town Adm. Building","Central New Kru Town",5,2280,"Montserrado",16
"30043 ","Tomorrow Children Int'l","Central New Kru Town",4,1596,"Montserrado",16
"30045 ","Greater Vision School","Central New Kru Town",4,1512,"Montserrado",16
"30071 ","Mark Richard Jr. High School","Crab Hole, St. Paul Bridge",3,1183,"Montserrado",16
"30080 ","Samuel Slewon Doe Institute","Duala Market",3,1283,"Montserrado",16
"30081 ","Victor Molu Institue","Duala Market",4,1593,"Montserrado",16
"30181 ","St. Thomas Elem. School","Lagoon East/ New Kru Town",2,858,"Montserrado",16
"30083 ","St. Mary High School","Duala Market",4,1780,"Montserrado",16
"30084 ","Diana E.davis High School","Duala Mombo Town - West",1,421,"Montserrado",16
"30085 ","Diana E.davis High School","Duala Mombo Town - West",2,524,"Montserrado",16
"30086 ","A.g.m. School","Duala Mombo Town - East",1,445,"Montserrado",16
"30087 ","A.g.m. School","Duala Mombo Town - East",2,828,"Montserrado",16
"30088 ","God Is Our Light School","Duala Mombo Town - East",2,809,"Montserrado",16
"30089 ","God Is Our Light School","Duala Mombo Town - East",2,874,"Montserrado",16
"30082 ","St. Mary High School","Duala Market",4,1939,"Montserrado",16
"06150 ","Won-a-nie School","Gbarnga Barrack",5,2446,"Bong",3
"06123 ","Wongbai Palava Hut","Wongbai",1,467,"Bong",3
"06121 ","Wainsue Public School","Wainsue",3,1290,"Bong",3
"06085 ","Melekei Palava Hut","Melekei",2,748,"Bong",3
"06075 ","Jinnepeleta Public School","Jinnepeleta Community",2,907,"Bong",3
"06074 ","Kpanyea Palava Hut","Kpanyea",2,841,"Bong",3
"06038 ","Gbelekpalah Public School","Gbelekpalah",1,489,"Bong",3
"06069 ","Voloblai Palava Hut","Voloblai",1,456,"Bong",3
"06037 ","Gbarnay Palava Hut","Gbarnay",1,364,"Bong",3
"06036 ","Gbarmue Public School","Gbarmue",3,1022,"Bong",3
"06152 ","John F. Barkalu School","Gbarnga",6,2720,"Bong",3
"06153 ","Gbarnga Sport Stadium","Millionare Quanters",6,2509,"Bong",3
"06155 ","Tubman Gary High School","Methodist Compound",6,2934,"Bong",3
"06156 ","Gbarnga Sunday Market","Gbarnga Sunday Market",6,2991,"Bong",3
"06035 ","Gbaota Public School","Gbaota",3,1097,"Bong",3
"06068 ","Kayata Sda Church","Kayata Town",2,821,"Bong",3
"06151 ","Gboveh High School","Gboveh High Community",5,2186,"Bong",3
"30357 ","Atherin School","Wilson Corner / Brewerville",3,1278,"Montserrado",17
"30356 ","Kpallah Public School","Kpallah Town / Brewerville",6,2519,"Montserrado",17
"30345 ","Isaac Tondo Public School","Jah Tondo / Brewerville",2,940,"Montserrado",17
"30343 ","A.g.m. Bible College","Ag Bible College Community / Brewervill",4,1577,"Montserrado",17
"30342 ","Zunnah Town Public School","Moulton Corner / Brewerville",1,110,"Montserrado",17
"30358 ","Bamasee Public School","Blamasee / Brewerville",4,1502,"Montserrado",17
"30336 ","Gbondoi Public School","Gbondol/ Upper Virginia",1,186,"Montserrado",17
"30418 ","Sawegbeh Public School","Sawegbeh / Brewerville",1,286,"Montserrado",17
"30341 ","Wesleyan School","Chase Town/ Brewerville",1,352,"Montserrado",17
"30365 ","Ricks Institute","Ricks Institute / Brewerville",2,695,"Montserrado",17
"30366 ","Billey Town Public School","Billey Town / Brewerville",2,967,"Montserrado",17
"30367 ","Cheesemanburg Elem. & Jr. High School","Quenyondee/ Cheesemanburg",1,458,"Montserrado",17
"30420 ","Gandema Public School","Gandema / Brewerville",1,340,"Montserrado",17
"30391 ","Kubono Public School","Kubono / Brewerville",1,404,"Montserrado",17
"30419 ","Kperkor Public School","Kperkor / Brewerville",1,328,"Montserrado",17
"30302 ","Pingi Town Arabic School","Pingie/ Clay Ashland",1,390,"Montserrado",17
"30344 ","Madison Public School","Parker Corner / Brewerville",4,1622,"Montserrado",17
"30377 ","Lott Carey Mission School","Lott Carey / Brewerville",6,2796,"Montserrado",17
"30198 ","Sarah Barclay Public School","Zaye Town/ Virgina",6,2547,"Montserrado",17
"30346 ","Old Triump Church Mission School","Central Brewerville",4,1567,"Montserrado",17
"30210 ","Millsburg Community Center","Central Millsburg",1,273,"Montserrado",17
"30011 ","W.d. Coleman High School","Central Clay Ashland",2,654,"Montserrado",17
"30026 ","Central Arthington Palava Hut","Cross Road, Central Arthington",2,605,"Montserrado",17
"30046 ","Royesville Public School","Royesville",1,381,"Montserrado",17
"30075 ","Neekon Public School","Neekon/ Arthington",1,341,"Montserrado",17
"30137 ","Jallabah Public School","Jawajeh/ Arthington",2,741,"Montserrado",17
"30199 ","Virginia Christian Academy","Hote Africa Road / Virgina",3,1473,"Montserrado",17
"30200 ","Banjor Public School Center","Banjor Old Road / Virgina",5,2469,"Montserrado",17
"30205 ","Gbarteah Palava Hut","Gbarteah Town / Virgina",3,1109,"Montserrado",17
"30208 ","Bamboo Town Public School","Bamboo Town Community / Virgina",1,286,"Montserrado",17
"30207 ","Fawe School Of Excellence","Red Hill / Virgina",3,1381,"Montserrado",17
"30076 ","Samie Public School","Samie/ Arthington",1,417,"Montserrado",17
"30206 ","Goyee Jr. High School","Kai Town / Virgina",1,500,"Montserrado",17
"30201 ","Virginia Public School","Central Virginia / Virgina",2,698,"Montserrado",17
"30204 ","Mango Town Clinic","Mango Town / Virgina",2,957,"Montserrado",17
"30001 ","Blahn Public School","Blahn Town/ Royesville",1,245,"Montserrado",17
"30203 ","Pamela Kay Elem.& Jr. High School","Red Hill Community / Virgina",7,2994,"Montserrado",17
"30005 ","Komah Public School","Kimba/clay Ashland",1,400,"Montserrado",17
"30202 ","Banjor United Community Center","Jartu Town / Virgina",4,1546,"Montserrado",17
"33078 ","Foundation Academic Day Care & Elem School","Ganta",4,1583,"Nimba",1
"33073 ","Ymca High School","Ganta",5,2078,"Nimba",1
"33132 ","George Dumber School","Nengben",3,1144,"Nimba",1
"33081 ","Ganta Rehab Palava Hut","Ganta",2,714,"Nimba",1
"33080 ","Liberty Christian Institute","Ganta",4,1665,"Nimba",1
"33079 ","Gbartu Quarter Palava Hut","Ganta",6,2926,"Nimba",1
"33188 ","Yelekoryee Public School","Yelekoryee",1,270,"Nimba",1
"33076 ","Geolando Public School","Ganta",7,3004,"Nimba",1
"33074 ","Yini High School","Ganta",4,1641,"Nimba",1
"33072 ","J.w. Pearlson School","Ganta",4,1966,"Nimba",1
"33071 ","Small Ganta Palava Hut","Ganta",2,936,"Nimba",1
"33069 ","Gbloyee United Methodist School","Ganta",5,2193,"Nimba",1
"33032 ","Pledehyee Public School","Pledehyee",1,329,"Nimba",1
"33077 ","Vision International School","Ganta",4,1585,"Nimba",1
"33075 ","Messiah Christian Academy","Ganta",5,2384,"Nimba",1
"33185 ","Duo Gorton Public School","Duo Gorton",2,673,"Nimba",2
"33146 ","Shirley Memorial High School","Sanniquellie",2,887,"Nimba",2
"33147 ","Dahnlorpa Community School","Sanniquellie",2,798,"Nimba",2
"33148 ","Bunah Suah's Compound","Sanniquellie",4,1865,"Nimba",2
"33149 ","St. Mary Elementary School","Sanniquellie",3,1405,"Nimba",2
"33154 ","Sehyi Kmpa Public School","Sehyi Kimpa",3,1019,"Nimba",2
"33155 ","Suakarzue Public School","Suakarzue",2,615,"Nimba",2
"33156 ","Sopea Public School","Sopea",2,537,"Nimba",2
"33167 ","Duo Tiayee Public School","Duo Tiayee",2,759,"Nimba",2
"33169 ","Kitoma Public School","Kitoma",2,571,"Nimba",2
"33183 ","Lehgain Public School","Lehgain",1,371,"Nimba",2
"33204 ","Sehyi-geh Baptist Compound","Sehyi-geh",2,646,"Nimba",2
"33203 ","Zolowee Public School","Zolowee",2,888,"Nimba",2
"33145 ","Martha Tubman Elementary School","Sanniquellie",4,1625,"Nimba",2
"33182 ","Busie Public School","Busie",2,937,"Nimba",2
"33017 ","Boaplay Public School","Boaplay",2,553,"Nimba",2
"33128 ","Mongbain Public School","Mongbain",2,942,"Nimba",2
"33022 ","Borsonnoh Public School","Borsonnoh",2,947,"Nimba",2
"33028 ","Tondin Public School","Tondin",2,608,"Nimba",2
"33029 ","Dingamon Public School","Dingamon",4,1508,"Nimba",2
"33040 ","Zuluyee Public School","Zuluyee",2,637,"Nimba",2
"33041 ","Gbedin Public School","Gbedin Camp #3",3,1269,"Nimba",2
"33052 ","Gbayee Public School","Gbayee",1,267,"Nimba",2
