"code","address","locality","polling.places","voters","county","district"
"03024 ","Gayah Hills Palava Hut","Gayah Hill",2,756,"Bomi",1
"03075 ","Court House, Moses Vincent Compound","Vai Town Ii",3,1419,"Bomi",1
"03074 ","Administrative Building","New Road",1,302,"Bomi",1
"03073 ","Yomo Town Public School","Yomo Town",1,192,"Bomi",1
"03072 ","Bomi Jr. High School","Gballasuah",2,833,"Bomi",1
"03071 ","C. H. Dewey High School","Joseph Town",2,548,"Bomi",1
"03070 ","Joseph Town Palava Hut","Joseph Town",2,803,"Bomi",1
"03069 ","Nyeila English & Arabic School","Nyeila",2,584,"Bomi",1
"03068 ","Jimina A. Wilson Public School","Damballa Town",2,856,"Bomi",1
"03067 ","Weakama Public School","Weakama",2,647,"Bomi",1
"03049 ","Zamian Town Palava Hut","Zamian",1,156,"Bomi",1
"03002 ","Barmo Palava Hut","Barmo",1,385,"Bomi",1
"03042 ","Sackie Town Hall","Sackie",1,419,"Bomi",1
"03076 ","Vai Town Cinema","Vai Town Iii",4,1621,"Bomi",1
"03023 ","Boiling Camp Town Hall","Boiling Camp",1,292,"Bomi",1
"03018 ","Bola Town Palava Hut","Bola",1,359,"Bomi",1
"03009 ","Dependent Camp Town Hall","Dependent Camp Town",1,394,"Bomi",1
"03008 ","Married Camp Town Hall","Married Camp",3,1071,"Bomi",1
"03007 ","Government Farm Senjeh Town Hall","Government Farm Old",1,425,"Bomi",1
"03006 ","Gba-jakeh Gba Public School","Gbah-jakeh",4,1590,"Bomi",1
"03005 ","Besao Palava Hut","Besao",2,863,"Bomi",1
"03004 ","Beajah Public School","Beajah",1,321,"Bomi",1
"03003 ","Beafinie Town Hall","Beafinie",1,488,"Bomi",1
"03001 ","Baima Palava Hut","Baima",1,174,"Bomi",1
"03047 ","Red Hill Palava Hut","Red Hill",1,475,"Bomi",1
"06066 ","Stephen-ta Palava Hut","Stephen-ta",1,408,"Bong",7
"06005 ","Beletanda Palava Hut","Beletanda",2,794,"Bong",7
"06009 ","Boryormah Palava Hut","Boryormah One",3,1162,"Bong",7
"06010 ","St. Paul Catholic School","Cephas Town",3,1027,"Bong",7
"06011 ","Borlarmu Public School","Degei",2,864,"Bong",7
"06012 ","Boudala Public School","Boduala",2,566,"Bong",7
"06029 ","Gbamokollieta Palava Hut","Gbamokollieta",2,736,"Bong",7
"06030 ","Wumai Palava Hut","Wumai Town",2,791,"Bong",7
"06061 ","Haindii Clinic","Haindii",4,1970,"Bong",7
"06067 ","Kankalan Public School","Kankalan Town",2,687,"Bong",7
"06070 ","Kelebei Public School","Kelebei",2,990,"Bong",7
"06076 ","Winnie-ta Public School","Winnie-ta",3,1007,"Bong",7
"06080 ","Gbonokalai Palava Hut","Gbonokalai Town",2,505,"Bong",7
"06126 ","Yarbayeh Public School","Yarbayeh Town",3,1002,"Bong",7
"06047 ","Gbo Gbo Ta Public School","Gbo Gbo Ta",2,832,"Bong",7
"06131 ","Zamkpe Yama Palava Hut","Zamkpe Yama",1,282,"Bong",7
"06087 ","Nuamue Public School","Nuamue I",1,452,"Bong",7
"06120 ","Volomeni Palava Hut","Volomeni Town",2,812,"Bong",7
"06119 ","Lawana Public School","Varnery Town",3,1440,"Bong",7
"06112 ","Samah Town Palava Hut","Samah",1,191,"Bong",7
"06098 ","Sanoyea Market","Sanoyea",4,1995,"Bong",7
"06097 ","Sanoyea Lutheran School","Sanoyea",3,1168,"Bong",7
"06095 ","Popota Public School","Popota",3,1186,"Bong",7
"06094 ","Piata Palava Hut","Piata",2,685,"Bong",7
"06090 ","Nancy B. Doe Elem. School","Nyean Town",3,1414,"Bong",7
"06089 ","Nyeablia Public School","Nyeablia Town",4,1591,"Bong",7
"06134 ","Gbalala Clinic","Gbalala Town",2,510,"Bong",7
"45022 ","Gbaryama Town Hall","Gbaryama",2,835,"Gbarpolu",1
"45061 ","Gbarquoita Town Hall","Guyan-ta",2,718,"Gbarpolu",1
"45060 ","Bopolu Central High School","Bopolu",6,2823,"Gbarpolu",1
"45053 ","Totoquelleh Public School","Totoquelleh",2,979,"Gbarpolu",1
"45049 ","Henry Town Palava Hut","Henry",6,2565,"Gbarpolu",1
"45010 ","Fallah Palava Hut","Fassah",1,287,"Gbarpolu",1
"45040 ","Nyeamah School","Nyeamah",1,344,"Gbarpolu",1
"45023 ","Gokallah Palava Hut","Gokallah",4,1594,"Gbarpolu",1
"45009 ","Bombomah Public School","Bombomah",2,623,"Gbarpolu",1
"45019 ","Gbarngay School","Gbarngay",2,865,"Gbarpolu",1
"45050 ","Manorwella Public School","Manorwella",1,199,"Gbarpolu",1
"45033 ","Gedema Public School","Gedema",2,853,"Gbarpolu",1
"45048 ","Tawalata Town Hall","Tawalata",1,269,"Gbarpolu",1
"45035 ","Moilakwelle School","Moilakwelle",2,830,"Gbarpolu",2
"45021 ","Gelekpasu School","Gelekpasu",1,386,"Gbarpolu",2
"45058 ","Boliah Town Hall","Boliah",1,310,"Gbarpolu",2
"45057 ","Nyailowai Town Hall","Nyailowai",2,508,"Gbarpolu",2
"45056 ","Zalakai School","Zalakai",2,611,"Gbarpolu",2
"45052 ","Kalata Town Hall","Kalata",1,458,"Gbarpolu",2
"45051 ","Tiggelee Town Hall","Tiggelee",1,288,"Gbarpolu",2
"45047 ","Kologbane Palava Hut","Kologbane A",2,924,"Gbarpolu",2
"45046 ","Gelengasiasu Town Hall","Gelengasiasu",1,401,"Gbarpolu",2
"45036 ","Belekpalumu Palava Hut","Belekpalumu",1,419,"Gbarpolu",2
"45029 ","Kpawolozu School","Kpawolozu",1,261,"Gbarpolu",2
"45012 ","Gatima Town Hall","Gatima",2,589,"Gbarpolu",2
"45030 ","Mavordor Palava Hut","Mavordor",1,387,"Gbarpolu",2
"45017 ","Fahnyapolu Town Hall","Fahnyapolu",1,433,"Gbarpolu",2
"45024 ","Palakwelle Palava Hut","Palakwelle",2,765,"Gbarpolu",2
"45042 ","Porkpa-ta School","Porkpa-ta",2,615,"Gbarpolu",2
"45015 ","Gbarkagborquoita Palava Hut","Gbarkagborquoita Town",2,532,"Gbarpolu",2
"45031 ","Kpayeakwelle Palava Hut","Kpayeakwelle",3,1078,"Gbarpolu",2
"45011 ","Fassamatown Palava Hut","Fassama",3,1347,"Gbarpolu",2
"45008 ","Belleh Yallah Public School","Belleh Yallah",2,795,"Gbarpolu",2
"45002 ","Baloma Town Hall","Baloma",2,579,"Gbarpolu",2
"45025 ","Gungbe-ta School","Gungbe-ta",1,289,"Gbarpolu",2
"45028 ","Kelleh Town Hall","Kelleh",1,305,"Gbarpolu",2
"45016 ","Gbarkorma School","Gbarkorma",1,147,"Gbarpolu",2
"45007 ","Beatoe Town","Beatoe",1,462,"Gbarpolu",3
"45001 ","Ballah Town Public School","Ballah-bassa",1,202,"Gbarpolu",3
"45005 ","Domanmana Town Hall","Domanmana",1,132,"Gbarpolu",3
"45004 ","Beathou Town Hall","Beathou",1,104,"Gbarpolu",3
"45006 ","Marma Town Hall","Mbama",1,236,"Gbarpolu",3
"45041 ","Camp Alpha Town Palava Hut","Camp Alpha",2,836,"Gbarpolu",3
"45003 ","Beaden Town Hall","Beaden",1,163,"Gbarpolu",3
"45059 ","Zuie School","Zuie",1,487,"Gbarpolu",3
"45054 ","Weasua Town Hall","Weasua",2,915,"Gbarpolu",3
"45045 ","Smith Public School","Smith",1,314,"Gbarpolu",3
"45043 ","Karnley Town Palava Hut","Karnley Town",2,690,"Gbarpolu",3
"45039 ","Nomodatanau Town Hall","Nomodatanau",3,1030,"Gbarpolu",3
"45038 ","Yangaya Town Hall","Yangaya",1,473,"Gbarpolu",3
"45037 ","Njaiboi Town Hall","Njaiboi Town Center",1,201,"Gbarpolu",3
"45055 ","Welequa Town Hall","Welequa",1,219,"Gbarpolu",3
"45044 ","Tarkpoimah Town Hall","Tarkpoimah",1,403,"Gbarpolu",3
"45013 ","Timba Town Palava Hut","Timba",1,335,"Gbarpolu",3
"45034 ","Vaye Town (weamawou) Public School","Vaye Town",2,706,"Gbarpolu",3
"45014 ","Amtel Camp Palava Hut","Amtel Camp Town",1,145,"Gbarpolu",3
"45018 ","Gbarma Centra High School","Gbarma",4,1936,"Gbarpolu",3
"45020 ","Gbelleta Public School","Gbelleta",2,580,"Gbarpolu",3
"45026 ","Galahun Town Hall","Galahun",1,65,"Gbarpolu",3
"45027 ","Bombohun Town Hall","Bombohun",1,62,"Gbarpolu",3
"45032 ","Kungbor Town Hall","Kungbor",2,904,"Gbarpolu",3
"09116 ","Somah Town Palava Hut","Somah",1,273,"Grand Bassa",1
"09175 ","Edina City Hall","Edina",1,474,"Grand Bassa",1
"09088 ","Zoe Town Palava Hut","Zoe",1,382,"Grand Bassa",1
"09091 ","Wrayn Town Palava Hut","Wrayn",1,152,"Grand Bassa",1
"09092 ","Betto Token Town Palava Hut","Betto Token",1,231,"Grand Bassa",1
"09093 ","Douweh Town Palava Hut","Douweh/wheeto Town",2,550,"Grand Bassa",1
"09100 ","Mondeh Town Palava Hut","Mondeh",1,300,"Grand Bassa",1
"09101 ","Norr Town Palava Hut","Norr Town",1,490,"Grand Bassa",1
"09102 ","Saul Village Palava Hut","Saul Village",1,451,"Grand Bassa",1
"09089 ","Little Bassa Town Palava Hut","Little Bassa",2,736,"Grand Bassa",1
"09117 ","Kutuahn School Building","Kutuahn",1,187,"Grand Bassa",1
"09118 ","Kpawetro Town Palava Hut","Kpawetro",1,321,"Grand Bassa",1
"09119 ","Whoo's Town Palava Hut","Whoo's",1,370,"Grand Bassa",1
"09122 ","Zuzohn Palava Hut","Zuzohn",1,221,"Grand Bassa",1
"09160 ","Kingsville Palava Hut","Kingsville",2,566,"Grand Bassa",1
"09161 ","Camp Mechlin Palava Hut","Camp Mechlin",2,621,"Grand Bassa",1
"09162 ","Centrel Lloydsville Adm. Building","Centrel Lloydsville",4,1643,"Grand Bassa",1
"09163 ","Wrakon Town Palava Hut","Wrakon",2,557,"Grand Bassa",1
"09169 ","Diggs Town Palava Hut","Diggs",1,361,"Grand Bassa",1
"09168 ","Bueh's Town Palava Hut","Bueh's",1,277,"Grand Bassa",1
"09090 ","Civil # 1 Compoound Administrative Building","Civil Compoound #1",3,1098,"Grand Bassa",1
"09087 ","Nuah Town Palava Hut","Nuah",1,339,"Grand Bassa",1
"09001 ","Kpaingba Town Palava Hut","Kpaingba",1,183,"Grand Bassa",1
"09002 ","Kamachea Town Palava Hut","Kamachea",1,425,"Grand Bassa",1
"09003 ","Paye Town Palava Hut","Paye",1,301,"Grand Bassa",1
"09010 ","Bokay Town Palava Hut","Bokay",4,1632,"Grand Bassa",1
"09011 ","Jeko Town Palava Hut","Jeko",1,245,"Grand Bassa",1
"09012 ","Owensgroove Administrative Building","Owensgroove",6,2493,"Grand Bassa",1
"09042 ","Gozohn Town Palava Hut","Gozohn",1,180,"Grand Bassa",1
"09043 ","Gbarkpeh Town Palava Hut","Gbarkpeh Town",2,560,"Grand Bassa",1
"09055 ","Neegeewein Elem. School","Neegeewein",3,1286,"Grand Bassa",1
"09056 ","Beon Town Palava Hut","Beon",2,568,"Grand Bassa",1
"09083 ","Gurlee Town Palava Hut","Gurlee",1,143,"Grand Bassa",1
"09060 ","Barclayville Town Palava Hut","Barclayville",2,874,"Grand Bassa",1
"09061 ","Doewein Town Palava Hut","Doewein",2,933,"Grand Bassa",1
"09062 ","Chuah Viankon Town Palava Hut","Chuah Viankon",2,584,"Grand Bassa",1
"09064 ","Bassa Point Town Palava Hut","Bassa Point",1,209,"Grand Bassa",1
"09065 ","Kro Town Palava Hut","Kro",1,456,"Grand Bassa",1
"09079 ","Zaye's Town Palava Hut","Zaye's",2,547,"Grand Bassa",1
"09080 ","Kanpue Town Palava Hut","Kanque",1,404,"Grand Bassa",1
"09081 ","Goesuah Town Palava Hut","Goesuah",2,613,"Grand Bassa",1
"09082 ","Jacob Larteh Town Palava Hut","Jacob Larteh",2,895,"Grand Bassa",1
"09057 ","Kpenzohn Village Palava Hut","Kpenzohn Village",1,473,"Grand Bassa",1
"09144 ","Keliby Palava Hut","Keliby Town",1,289,"Grand Bassa",2
"09143 ","Rev. Gardiner School","Picker Town",1,456,"Grand Bassa",2
"09140 ","Waka Town Palava Hut","Waka",3,1053,"Grand Bassa",2
"09139 ","Frazier Town Palava Hut","Frazier",2,642,"Grand Bassa",2
"09138 ","Fortsville School Building","Fortsville",3,1088,"Grand Bassa",2
"09137 ","Zekar Palava Hut","Zekar",1,182,"Grand Bassa",2
"09136 ","Passing Village Palava Hut","Passing Village",1,348,"Grand Bassa",2
"09145 ","Joseph M.n Gbadyu School","Taye Town",2,664,"Grand Bassa",2
"09103 ","Senyah Town Palava Hut","Senyah",2,985,"Grand Bassa",2
"09165 ","Zammie Town Palava Hut","Zammie",1,462,"Grand Bassa",2
"09104 ","Karngbopue Town Palava Hut","Karngbopue",1,457,"Grand Bassa",2
"09146 ","James Henry's Town Palava Hut","James Henry",2,810,"Grand Bassa",2
"09147 ","Barduah School Building","Barduah",2,527,"Grand Bassa",2
"09148 ","Blagbahn Palava Hut","Blagbahn",1,467,"Grand Bassa",2
"09149 ","Moncray Town Palava Hut","Moncray",2,717,"Grand Bassa",2
"09172 ","Juah Town School Building","Juah",2,720,"Grand Bassa",2
"09164 ","Gaye Gbokone Town Palava Hut","Gonnigar",1,378,"Grand Bassa",2
"09166 ","Zegar Town Palava Hut","Zegar",1,351,"Grand Bassa",2
"09167 ","Tutu Town School Building","Tutu",1,397,"Grand Bassa",2
"09170 ","Noway Town School Building","Noway",1,170,"Grand Bassa",2
"09078 ","Molon Town Palava Hut","Molon",2,517,"Grand Bassa",2
"09171 ","Bowine Town School Building","Bowine",1,182,"Grand Bassa",2
"09150 ","Wheigo Town Palava Hut","Wheigo",2,620,"Grand Bassa",2
"09036 ","Bohn Town Palava Hut","Bohn",1,401,"Grand Bassa",2
"09075 ","Daniel Town Palava Hut","Daniel",1,259,"Grand Bassa",2
"09173 ","Dennis Town Palava Hut","Dennis",1,188,"Grand Bassa",2
"09004 ","Belefanna Town Palava Hut","Belefanna",2,556,"Grand Bassa",2
"09005 ","Albert Town Palava Hut","Albert",1,293,"Grand Bassa",2
"09006 ","Charley Gio Town Palava Hut","Charley Gio",1,233,"Grand Bassa",2
"09025 ","Garneo Town Palava Hut","Garneo",2,827,"Grand Bassa",2
"09031 ","Gbanah Town Palava Hut","Gbanah",1,423,"Grand Bassa",2
"09035 ","Gborgar Town Palava Hut","Gborgar",1,335,"Grand Bassa",2
"09040 ","Boeglay Town Palava Hut","Boeglay",2,508,"Grand Bassa",2
"09041 ","Whergbo Town Palava Hut","Whergbo",1,446,"Grand Bassa",2
"09053 ","Kpelleh Zahn Town Palava Hut","Kpelleh Zahn",2,759,"Grand Bassa",2
"09054 ","Quejay Town Palava Hut","Quejay",2,613,"Grand Bassa",2
"09071 ","Tepenneh Town Palava Hut","Tepenneh",1,412,"Grand Bassa",2
"09074 ","Palapolu Town Palava Hut","Palapolu",1,298,"Grand Bassa",2
"09032 ","Jumoi Town Palava Hut","Jumoi",2,533,"Grand Bassa",2
"09072 ","Teekpor School Building","Teekpor",1,287,"Grand Bassa",2
"09058 ","Johnny Diggs Town Palava Hut","Johnny Diggs",1,457,"Grand Bassa",2
"09070 ","S.d.a Mission School Building","S.d.a Mission",1,381,"Grand Bassa",2
"09069 ","Kotarr Town Palava Hut","Kotarr",1,277,"Grand Bassa",2
"09067 ","Buahwein Town Palava Hut","Buahwein",1,149,"Grand Bassa",2
"09066 ","Ballahwein Town Palava Hut","Ballahwein",1,408,"Grand Bassa",2
"09063 ","Womia Town Palava Hut","Womia",1,478,"Grand Bassa",2
"09059 ","Jacob Town Palava Hut","Jacob",1,398,"Grand Bassa",2
"09068 ","Civil Compound # 2 Administrative Building","Civil Compound",3,1225,"Grand Bassa",2
"09073 ","Zahn Town Palava Hut","Zahn",2,608,"Grand Bassa",2
"09176 ","Central Paynesberry School Building","Paynesberry",1,160,"Grand Bassa",3
"09135 ","Upper Buchanan Clinic","Upper Buchanan Community",1,193,"Grand Bassa",3
"09152 ","Own Your Own Palava Hut","Own Your Own",1,328,"Grand Bassa",3
"09153 ","James Travis Elem. School","Pearchzohn",4,1661,"Grand Bassa",3
"09155 ","Watco Camp Palava Hut","Watco Camp",4,1969,"Grand Bassa",3
"09158 ","A.c.f.i. School Building","Gonnigar",5,2051,"Grand Bassa",3
"09174 ","Sahnwein Town School Building","Sahnwein",1,445,"Grand Bassa",3
"09127 ","Bassa High School","Tinway Town Community",5,2486,"Grand Bassa",3
"09134 ","P.c.s Christian Elem. School","Corn Farm Community",5,2044,"Grand Bassa",3
"09159 ","Four Houses Community School Building","Four Houses Community",1,380,"Grand Bassa",3
"09126 ","Korduah Community Hall","Sugar Cane Farm",3,1046,"Grand Bassa",3
"09129 ","Biafra Community Hall","Sayepue Community",5,2129,"Grand Bassa",3
"09133 ","Unification Pavillion","Fair Ground",5,2160,"Grand Bassa",3
"09125 ","Pillar Of Fire School","Otis Spot Community",3,1118,"Grand Bassa",3
"09123 ","Christian High School","Central Buchanan",2,852,"Grand Bassa",3
"09128 ","County Administrative Building","Dirt Hole Community",4,1896,"Grand Bassa",3
"09130 ","W.p.l Brumskine Methodist School","Old Field Community",3,1390,"Grand Bassa",3
"09131 ","Moore's Town Community Palava Hut","Moore's Town Community",2,684,"Grand Bassa",3
"09132 ","Gorzohn Community Hall","Gorzohn Community",5,2130,"Grand Bassa",3
"09124 ","Parish Day School","Preston/roberts Streets",4,1584,"Grand Bassa",3
"09085 ","Klehn Town Palava Hut","Klehn",2,747,"Grand Bassa",4
"09084 ","Sue Town Palava Hut","Sue",2,881,"Grand Bassa",4
"09097 ","James Zayway Town Palava Hut","James Zayway",2,573,"Grand Bassa",4
"09086 ","Voe Town Palava Hut","Voe",2,616,"Grand Bassa",4
"09094 ","Farnk Diggs Town Palava Hut","Farnk Diggs",2,934,"Grand Bassa",4
"09095 ","Pay-u-way Town Palava Hut","Pay-u-way",1,147,"Grand Bassa",4
"09096 ","Saynwrane Town Palava Hut","Saynwrane",1,253,"Grand Bassa",4
"09110 ","Bear-bear Camp Palava Hut","Bear -bear Camp",2,875,"Grand Bassa",4
"09111 ","Boeglay Town Palava Hut","Boeglay",2,532,"Grand Bassa",4
"09112 ","Estate 2 Bongolo Palava Hut","Estate 2 Bongolo",1,433,"Grand Bassa",4
"09114 ","Dirt Hole Camp Palava Hut","Dirt Hole Camp",3,1204,"Grand Bassa",4
"09115 ","Lac-head Office Palava Hut","Lac",6,2751,"Grand Bassa",4
"09015 ","Barseegiah School Building","Barseegiah",2,638,"Grand Bassa",4
"09051 ","Gaypuhole Town Palava Hut","Gaypuhole",1,488,"Grand Bassa",4
"09113 ","Gorzohn Old Camp Palava Hut","Gorzohn Old Camp",4,1670,"Grand Bassa",4
"09021 ","Frank Diggs Town Palava Hut","Frank Diggs",2,767,"Grand Bassa",4
"09017 ","Isaac Anjuah Town Palava Hut","Isaac Anjuah",2,577,"Grand Bassa",4
"09050 ","Sawthrow Town Palava Hut","Sawthrow",1,472,"Grand Bassa",4
"09018 ","Timbo Town Palava Hut","Timbo Giah",1,476,"Grand Bassa",4
"09020 ","Borbor Town Palava Hut","Borbor",2,513,"Grand Bassa",4
"09016 ","Manawon Town Palava Hut","Manawon",2,610,"Grand Bassa",4
"09026 ","Sam Town Palava Hut","Sam",2,559,"Grand Bassa",4
"09027 ","Boe Juah Town Palava Hut","Boe Juah Town",1,232,"Grand Bassa",4
"09028 ","Zuagar Town Palava Hut","Zuagar",2,513,"Grand Bassa",4
"09029 ","Gardee Town Palava Hut","Gardee",3,1313,"Grand Bassa",4
"09030 ","Civil Compound # 3 Administrative Building","Civil Compound",6,2494,"Grand Bassa",4
"09037 ","Desoe Town Palava Hut","Desoe",2,695,"Grand Bassa",4
"09038 ","Taylue Town Palava Hut","Taylue",2,600,"Grand Bassa",4
"09039 ","Kennedy Town Palava Hut","Kennedy",3,1088,"Grand Bassa",4
"09049 ","Charles Johnson Town Palava Hut","Charles Johnson",2,889,"Grand Bassa",4
"09019 ","Kporkon Town Palava Hut","Kporkon",2,877,"Grand Bassa",4
"03035 ","Fefehtown Public School","Fefehtown",2,550,"Bomi",2
"03052 ","Monnoh Town Hall","Monnoh Town",1,458,"Bomi",2
"03051 ","Zordee Palava Hut","Zordee",2,588,"Bomi",2
"03048 ","Beajojo’s Clinic","Beajojo’s Clinic",2,637,"Bomi",2
"03045 ","Vortor Town Palava Hut","Vortor",1,366,"Bomi",2
"03044 ","Government Farm Klay Palava Hut","Government Farm Klay",1,468,"Bomi",2
"03043 ","Klay Town Hall","Klay Town",4,1937,"Bomi",2
"03041 ","Manjama Palava Hut","Manjama",1,226,"Bomi",2
"03040 ","Malema Town Hall","Malema",3,1050,"Bomi",2
"03039 ","Gbakendu Palava Hut","Gbakendu",1,187,"Bomi",2
"03010 ","Beh Town Hall","Beh Town",2,849,"Bomi",2
"03036 ","Geveh Fahnsee Palava Hut","Geveh Fahnsee",1,230,"Bomi",2
"03011 ","Sass Town Public School","Sass Town",3,1381,"Bomi",2
"03033 ","Domagbamatina Palava Hut","Domagbamatina",1,297,"Bomi",2
"03032 ","Managbokai Palava Hut","Managbokai",1,395,"Bomi",2
"03031 ","Guie Town Hall","Guie",2,908,"Bomi",2
"03029 ","Golodee Lassana Public School","Golodee",2,578,"Bomi",2
"03028 ","Gohnzipo Town Hall","Gohnzipo",2,550,"Bomi",2
"03026 ","Goghen Palava Hut","Gogehn",2,606,"Bomi",2
"03014 ","Gbargbah Palava Hut","Gbargbah",2,673,"Bomi",2
"03013 ","Golodee Gayla Town Hall","Golodee Gayla Town",2,971,"Bomi",2
"03012 ","Barmon Palava Hut","Barmon Town",2,636,"Bomi",2
"03025 ","Gbaigbon Town Hall","Gbaigbon",1,439,"Bomi",2
"03037 ","Kowadee Palava Hut","Kowadee",1,121,"Bomi",2
"03027 ","Jawajeh Palava Hut","Jawajeh",2,636,"Bomi",2
"09109 ","Dayougar Town Palava Hut","Boe Town/dayougar",1,371,"Grand Bassa",5
"09098 ","Bor's Town Palava Hut","Bor's",2,958,"Grand Bassa",5
"09099 ","Sekepo/kru Town Palava Hut","Sekepo /kru",2,728,"Grand Bassa",5
"09105 ","Nyornbern Town Palava Hut","Nyornbern",3,1256,"Grand Bassa",5
"09106 ","Gargar Town Palava Hut","Gargar",1,221,"Grand Bassa",5
"09107 ","Food Crops Camp Palava Hut","Food Crops Camp",2,779,"Grand Bassa",5
"09108 ","Feetuah Town Palava Hut","Feetuah",2,700,"Grand Bassa",5
"09120 ","Compound # 4 Palava Hut","Compound",2,680,"Grand Bassa",5
"09121 ","Qwrakpo Palava Hut","Qwrakpo",2,626,"Grand Bassa",5
"09141 ","Daybay Town Palava Hut","Daybay",2,810,"Grand Bassa",5
"09142 ","Kay Kay Town Palava Hut","Kay Kay",1,317,"Grand Bassa",5
"09154 ","Diawhen Town Palava Hut","Diawhen",1,476,"Grand Bassa",5
"09157 ","Yarweah Village Palava Hut","Yarwea Village",1,327,"Grand Bassa",5
"09077 ","Gbeeyah Town Palava Hut","Gbeeyah",2,900,"Grand Bassa",5
"09151 ","Big Joe Town Administrative Building","Big Joe",2,549,"Grand Bassa",5
"09007 ","Libinc Old Camp Palava Hut","Libinc Old Camp",3,1250,"Grand Bassa",5
"09156 ","Old Lady Market Palava Hut","Old Lady Market",2,599,"Grand Bassa",5
"09076 ","Mentee Town Palava Hut","Mentee",1,296,"Grand Bassa",5
"09009 ","Behn Town Palava Hut","Behn",4,1729,"Grand Bassa",5
"09013 ","Zondo Town School Building","Zondo",3,1122,"Grand Bassa",5
"09014 ","Zardo-gbone Town Palava Hut","Zardo-gbone",2,928,"Grand Bassa",5
"09022 ","Trodain Town Palava Hut","Trodain",1,337,"Grand Bassa",5
"09023 ","Korkor David Town Palava Hut","Korkor David",2,688,"Grand Bassa",5
"09024 ","Seeko Camp Palava Hut","Seeko Camp",1,354,"Grand Bassa",5
"09052 ","Benzohn Town Palava Hut","Benzohn",2,856,"Grand Bassa",5
"09034 ","Boe-wee Palava Hut","Boe-wee",1,326,"Grand Bassa",5
"09044 ","Sendeh-pie-kon Town Palava Hut","Sendeh-pie-kon",1,285,"Grand Bassa",5
"09045 ","Gio Town School Buliding","Gio",4,1593,"Grand Bassa",5
"09046 ","Geebeor Town Palava Hut","Geebeor",2,865,"Grand Bassa",5
"09047 ","Gboinyee Tarr Town Palava Hut","Gboinyee",2,557,"Grand Bassa",5
"09048 ","Paye Town Palava Hut","Paye",2,909,"Grand Bassa",5
"09033 ","Bannie Town Palava Hut","Bannie Glaygbo",1,277,"Grand Bassa",5
"09008 ","Debbah Town Palava Hut","Debbah",2,650,"Grand Bassa",5
"12035 ","Weajue Public School","Weajue",3,1404,"Grand Cape Mount",1
"12036 ","Managorduah Town Hall","Managorduah(a)",2,554,"Grand Cape Mount",1
"12037 ","Varguaye Public School","Varguaye",1,391,"Grand Cape Mount",1
"12042 ","Camp Israel School Building","Camp Israel",1,263,"Grand Cape Mount",1
"12043 ","Fulah Camp Town Hall","Fulah Camp",1,274,"Grand Cape Mount",1
"12045 ","Mecca Public School","Mecca",2,691,"Grand Cape Mount",1
"12055 ","Tahn Town Public School","Tahn Town",2,992,"Grand Cape Mount",1
"12057 ","Marbon Dorley Town Public School","Marbon Dorley Town",1,311,"Grand Cape Mount",1
"12023 ","Bombor Old Town Hall","Bombor Old Town",2,572,"Grand Cape Mount",1
"12044 ","Marbon Wanga Town Hall","Marbon Wanga",1,341,"Grand Cape Mount",1
"12056 ","Lofa Bridge Public School","Lofa Bridge",4,1683,"Grand Cape Mount",1
"12007 ","Kongo Town Hall","Kongo",3,1285,"Grand Cape Mount",1
"12022 ","Butter Hill Public School","Butter Hill",2,558,"Grand Cape Mount",1
"12051 ","Varkianway I Town Hall","Varkianway I",2,748,"Grand Cape Mount",1
"12006 ","Kawelahun Town Hall","Kawelahun",2,647,"Grand Cape Mount",1
"12013 ","Keita Town Hall","Keita",1,256,"Grand Cape Mount",1
"12005 ","Fornor Town Hall","Fornor",1,390,"Grand Cape Mount",1
"12014 ","Behgondor Public School","Behgondor",2,808,"Grand Cape Mount",1
"12015 ","Gold Camp Public School","Gold Camp (a)",3,1070,"Grand Cape Mount",1
"12016 ","Bamballa Public School","Bamballa Town (a)",4,1918,"Grand Cape Mount",1
"12017 ","Laah Town Hall","Laah Town",2,541,"Grand Cape Mount",1
"12020 ","Jenne Mana Public School","Jenne Mana",2,544,"Grand Cape Mount",1
"12021 ","Small Benduma Town Hall","Small Benduma",1,458,"Grand Cape Mount",1
"12002 ","Largor Public School","Largor",2,560,"Grand Cape Mount",1
"12061 ","Senii Town Hall","Senii Town",2,608,"Grand Cape Mount",2
"12040 ","Mandina Public School","Mandina",5,2159,"Grand Cape Mount",2
"12041 ","Gbah Foboi Public School","Gbah Foboi",4,1580,"Grand Cape Mount",2
"12053 ","Sembehum Public School","Sembehum",1,310,"Grand Cape Mount",2
"12054 ","Latia Public School","Latia",1,454,"Grand Cape Mount",2
"12064 ","Islamic Model","Grassfield, Robertsport",3,1109,"Grand Cape Mount",2
"12060 ","Bomboja Public School","Bomboja Town",2,721,"Grand Cape Mount",2
"12063 ","Robertsport High School","Robertsport",3,1003,"Grand Cape Mount",2
"12031 ","Mecca Community School","Mecca",1,469,"Grand Cape Mount",2
"12059 ","Kanga Public School","Kanga Town",2,850,"Grand Cape Mount",2
"12012 ","Kpeneji Town Hall","Kpeneji I",2,960,"Grand Cape Mount",2
"12032 ","Zaway Public School","Zaway",1,268,"Grand Cape Mount",2
"12030 ","Jundu Town Hall","Jundu",2,887,"Grand Cape Mount",2
"12029 ","Sinje Public School","Sinje (a)",4,1786,"Grand Cape Mount",2
