"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",10 ,"",Invalid Ballots: ,19,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",18 ,"",Valid Votes + Invalid Ballots: ,572,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",2,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",8,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",8,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",163,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",6,"","","","","","","","","",""
"",Valid Votes: ,"","",283,"","","","","","","","","",""
"",Invalid Votes: ,"","",27,"","","","","","","","","",""
"",Total Votes: ,"","",310,"","","","","","","","","",""
Precinct: 42004 ,Polling Place: ,1 ,"","","","","",Total: 538 ,Age 18-27: 37.9% ,Age 48-57: ,"","",6.9%,""
"Public School , JOQUIKEN, River Gee ","","","","","","","",Males: 56.9% Females: 43.1% ,Age 28-37: 32.5% Age 38-47: 14.9% ,Age 58-67: Age 68+: ,"","",5.0%2.8%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 3","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",3 ,"CHEA, Christian Snorteh (LP) ","",12 ,"BROOKS, Joseph T. (FDP) ","","","","","",19
"BRUMSKINE, Charles Walker (LP) ","","","",3 ,"CHEAPOO, SR., Chea  (UDA) ","",10 ,"DOEBO, Alfred P. T. (NDM) ","","","","","",21
"CONNEH, Sekou Damate (PRODEM) ","","","",1 ,"CHERUE, Frederick Doe (COTOL) ","",174 ,"QUAYE, William C. (CDC) ","","","","","",157
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DALMEIDA, Clara A. (LP) ","",13 ,"TARLESSON, Josephus N. (LDP) ","","","","","",15
"FARHAT, David M. (FDP) ","","","",1 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",12 ,"TIPAYSON, J. Tarty (COTOL) ","","","","","",105
"JALLAH, Armah Zolu (NPL) ","","","",2 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",16 ,"TOE, Albert S. (LP) ","","","","","",4
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",15 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",11 ,"",Valid Votes: ,"","","","",321
"KIADII, George Momodu (NATVIPOL) ","","","",1 ,"JOHNSON, Samuel C. F. (NDPL) ","",10 ,"",Invalid Votes: ,"","","","",23
"KIEH, JR., George Klay (NDM) ","","","",0 ,"MORLEE, Nathan Victor (CDC) ","",190 ,"",Total Votes: ,"","","","",344
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",85,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",0 ,"SLOBERT, SR., Anthony W.C. (UP) ","",28,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"VINTON, Regina Saytue (CDC) ","",25,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",0 ,"WESSEH, Conmany B. (UP) ","",14,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"WILLIAMS, Nathaniel J. (LDP) ","",13,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"",Valid Votes: ,613,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",5 ,"",Invalid Ballots: ,0,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,613,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",1,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",7,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",280,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",3,"","","","","","","","","",""
"",Valid Votes: ,"","",322,"","","","","","","","","",""
"",Invalid Votes: ,"","",24,"","","","","","","","","",""
"",Total Votes: ,"","",346,"","","","","","","","","",""
Precinct: 42004 ,Polling Place: ,2 ,"","","","","",Total: 519 ,Age 18-27: 38.2% ,Age 48-57: ,"","",8.1%,""
"Public School , JOQUIKEN, River Gee ","","","","","","","",Males: 55.9% Females: 44.1% ,Age 28-37: 30.3% Age 38-47: 13.7% ,Age 58-67: Age 68+: ,"","",7.3%2.5%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 3","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",0 ,"CHEA, Christian Snorteh (LP) ","",24 ,"BROOKS, Joseph T. (FDP) ","","","","","",9
"BRUMSKINE, Charles Walker (LP) ","","","",3 ,"CHEAPOO, SR., Chea  (UDA) ","",19 ,"DOEBO, Alfred P. T. (NDM) ","","","","","",30
"CONNEH, Sekou Damate (PRODEM) ","","","",1 ,"CHERUE, Frederick Doe (COTOL) ","",178 ,"QUAYE, William C. (CDC) ","","","","","",124
"DIVINE, SR., Samuel Raymond (Ind) ","","","",1 ,"DALMEIDA, Clara A. (LP) ","",6 ,"TARLESSON, Josephus N. (LDP) ","","","","","",86
"FARHAT, David M. (FDP) ","","","",0 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",9 ,"TIPAYSON, J. Tarty (COTOL) ","","","","","",78
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",15 ,"TOE, Albert S. (LP) ","","","","","",8
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",12 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",30 ,"",Valid Votes: ,"","","","",335
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"JOHNSON, Samuel C. F. (NDPL) ","",19 ,"",Invalid Votes: ,"","","","",0
"KIEH, JR., George Klay (NDM) ","","","",1 ,"MORLEE, Nathan Victor (CDC) ","",110 ,"",Total Votes: ,"","","","",335
"KORTO, Joseph D. Z. (LERP) ","","","",2 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",148,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",0 ,"SLOBERT, SR., Anthony W.C. (UP) ","",22,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"VINTON, Regina Saytue (CDC) ","",22,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",12 ,"WESSEH, Conmany B. (UP) ","",30,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"WILLIAMS, Nathaniel J. (LDP) ","",10,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"",Valid Votes: ,642,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",5 ,"",Invalid Ballots: ,0,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",1 ,"",Valid Votes + Invalid Ballots: ,642,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",3,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",5,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",300,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",347,"","","","","","","","","",""
"",Invalid Votes: ,"","",14,"","","","","","","","","",""
"",Total Votes: ,"","",361,"","","","","","","","","",""
Precinct: 42005 ,Polling Place: ,1 ,"","","","","",Total: 543 ,Age 18-27: 40.7% ,Age 48-57: ,"","",10.1%,""
"Public School , PUTUKEN, River Gee ","","","","","","","",Males: 49.2% Females: 50.8% ,Age 28-37: 21.5% Age 38-47: 12.0% ,Age 58-67: Age 68+: ,"","",9.2%6.4%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 2","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",6 ,"CHEA, Christian Snorteh (LP) ","",24 ,"CHEA, Johnson Toe (UP) ","","","","","",34
"BRUMSKINE, Charles Walker (LP) ","","","",11 ,"CHEAPOO, SR., Chea  (UDA) ","",12 ,"FORPOH, JR., George Tee (COTOL) ","","","","","",95
"CONNEH, Sekou Damate (PRODEM) ","","","",9 ,"CHERUE, Frederick Doe (COTOL) ","",248 ,"SEAH, Elijah Flahn (APD) ","","","","","",27
"DIVINE, SR., Samuel Raymond (Ind) ","","","",3 ,"DALMEIDA, Clara A. (LP) ","",4 ,"SWEN, Curtis Chenekan (FAPL) ","","","","","",312
"FARHAT, David M. (FDP) ","","","",3 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",10 ,"TEH, SR., Daniel Butty (LP) ","","","","","",8
"JALLAH, Armah Zolu (NPL) ","","","",1 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",12 ,"",Valid Votes: ,"","","","",476
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",24 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",22 ,"",Invalid Votes: ,"","","","",4
"KIADII, George Momodu (NATVIPOL) ","","","",2 ,"JOHNSON, Samuel C. F. (NDPL) ","",14 ,"",Total Votes: ,"","","","",480
"KIEH, JR., George Klay (NDM) ","","","",3 ,"MORLEE, Nathan Victor (CDC) ","",11,"","","","","","",""
"KORTO, Joseph D. Z. (LERP) ","","","",2 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",21,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",0 ,"SLOBERT, SR., Anthony W.C. (UP) ","",50,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",2 ,"VINTON, Regina Saytue (CDC) ","",5,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",1 ,"WESSEH, Conmany B. (UP) ","",171,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",1 ,"WILLIAMS, Nathaniel J. (LDP) ","",3,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",1 ,"",Valid Votes: ,607,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",27 ,"",Invalid Ballots: ,11,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",13 ,"",Valid Votes + Invalid Ballots: ,618,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",17,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",6,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",65,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",149,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",3,"","","","","","","","","",""
"",Valid Votes: ,"","",349,"","","","","","","","","",""
"",Invalid Votes: ,"","",23,"","","","","","","","","",""
"",Total Votes: ,"","",372,"","","","","","","","","",""
Precinct: 42005 ,Polling Place: ,2 ,"","","","","",Total: 544 ,Age 18-27: 40.8% ,Age 48-57: ,"","",9.0%,""
"Public School , PUTUKEN, River Gee ","","","","","","","",Males: 49.6% Females: 50.4% ,Age 28-37: 24.3% Age 38-47: 14.2% ,Age 58-67: Age 68+: ,"","",6.4%5.3%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 2","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",3 ,"CHEA, Christian Snorteh (LP) ","",26 ,"CHEA, Johnson Toe (UP) ","","","","","",55
"BRUMSKINE, Charles Walker (LP) ","","","",16 ,"CHEAPOO, SR., Chea  (UDA) ","",11 ,"FORPOH, JR., George Tee (COTOL) ","","","","","",93
"CONNEH, Sekou Damate (PRODEM) ","","","",10 ,"CHERUE, Frederick Doe (COTOL) ","",299 ,"SEAH, Elijah Flahn (APD) ","","","","","",11
"DIVINE, SR., Samuel Raymond (Ind) ","","","",2 ,"DALMEIDA, Clara A. (LP) ","",9 ,"SWEN, Curtis Chenekan (FAPL) ","","","","","",15
"FARHAT, David M. (FDP) ","","","",3 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",9 ,"TEH, SR., Daniel Butty (LP) ","","","","","",13
"JALLAH, Armah Zolu (NPL) ","","","",3 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",12 ,"",Valid Votes: ,"","","","",187
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",16 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",39 ,"",Invalid Votes: ,"","","","",23
"KIADII, George Momodu (NATVIPOL) ","","","",3 ,"JOHNSON, Samuel C. F. (NDPL) ","",17 ,"",Total Votes: ,"","","","",210
"KIEH, JR., George Klay (NDM) ","","","",3 ,"MORLEE, Nathan Victor (CDC) ","",21,"","","","","","",""
"KORTO, Joseph D. Z. (LERP) ","","","",1 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",19,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",1 ,"SLOBERT, SR., Anthony W.C. (UP) ","",71,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"VINTON, Regina Saytue (CDC) ","",8,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",1 ,"WESSEH, Conmany B. (UP) ","",75,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"WILLIAMS, Nathaniel J. (LDP) ","",8,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"",Valid Votes: ,624,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",29 ,"",Invalid Ballots: ,33,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",8 ,"",Valid Votes + Invalid Ballots: ,657,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",11,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",5,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",62,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",130,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",307,"","","","","","","","","",""
"",Invalid Votes: ,"","",67,"","","","","","","","","",""
"",Total Votes: ,"","",374,"","","","","","","","","",""
Precinct: 42006 ,Polling Place: ,1 ,"","","","","",Total: 511 ,Age 18-27: 47.6% ,Age 48-57: ,"","",10.4%,""
"Public School , JARKAKEN, River Gee ","","","","","","","",Males: 47.2% Females: 52.8% ,Age 28-37: 18.8% Age 38-47: 11.7% ,Age 58-67: Age 68+: ,"","",7.0%4.5%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 3","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",5 ,"CHEA, Christian Snorteh (LP) ","",183 ,"BROOKS, Joseph T. (FDP) ","","","","","",7
"BRUMSKINE, Charles Walker (LP) ","","","",11 ,"CHEAPOO, SR., Chea  (UDA) ","",15 ,"DOEBO, Alfred P. T. (NDM) ","","","","","",0
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"CHERUE, Frederick Doe (COTOL) ","",300 ,"QUAYE, William C. (CDC) ","","","","","",6
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DALMEIDA, Clara A. (LP) ","",2 ,"TARLESSON, Josephus N. (LDP) ","","","","","",176
"FARHAT, David M. (FDP) ","","","",1 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",5 ,"TIPAYSON, J. Tarty (COTOL) ","","","","","",161
"JALLAH, Armah Zolu (NPL) ","","","",1 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",4 ,"TOE, Albert S. (LP) ","","","","","",1
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",34 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",8 ,"",Valid Votes: ,"","","","",351
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"JOHNSON, Samuel C. F. (NDPL) ","",2 ,"",Invalid Votes: ,"","","","",12
"KIEH, JR., George Klay (NDM) ","","","",1 ,"MORLEE, Nathan Victor (CDC) ","",24 ,"",Total Votes: ,"","","","",363
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",16,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",1 ,"SLOBERT, SR., Anthony W.C. (UP) ","",3,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",1 ,"VINTON, Regina Saytue (CDC) ","",3,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",4 ,"WESSEH, Conmany B. (UP) ","",35,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",1 ,"WILLIAMS, Nathaniel J. (LDP) ","",3,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"",Valid Votes: ,603,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",51 ,"",Invalid Ballots: ,4,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,607,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",1,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",14,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",24,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",196,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",3,"","","","","","","","","",""
"",Valid Votes: ,"","",349,"","","","","","","","","",""
"",Invalid Votes: ,"","",14,"","","","","","","","","",""
"",Total Votes: ,"","",363,"","","","","","","","","",""
Precinct: 42006 ,Polling Place: ,2 ,"","","","","",Total: 493 ,Age 18-27: 48.5% ,Age 48-57: ,"","",9.7%,""
"Public School , JARKAKEN, River Gee ","","","","","","","",Males: 46.7% Females: 53.3% ,Age 28-37: 19.9% Age 38-47: 11.2% ,Age 58-67: Age 68+: ,"","",6.5%4.3%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 3","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",0 ,"CHEA, Christian Snorteh (LP) ","",232 ,"BROOKS, Joseph T. (FDP) ","","","","","",3
"BRUMSKINE, Charles Walker (LP) ","","","",13 ,"CHEAPOO, SR., Chea  (UDA) ","",5 ,"DOEBO, Alfred P. T. (NDM) ","","","","","",1
"CONNEH, Sekou Damate (PRODEM) ","","","",1 ,"CHERUE, Frederick Doe (COTOL) ","",288 ,"QUAYE, William C. (CDC) ","","","","","",4
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DALMEIDA, Clara A. (LP) ","",1 ,"TARLESSON, Josephus N. (LDP) ","","","","","",211
"FARHAT, David M. (FDP) ","","","",0 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",1 ,"TIPAYSON, J. Tarty (COTOL) ","","","","","",124
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",3 ,"TOE, Albert S. (LP) ","","","","","",1
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",34 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",4 ,"",Valid Votes: ,"","","","",344
"KIADII, George Momodu (NATVIPOL) ","","","",1 ,"JOHNSON, Samuel C. F. (NDPL) ","",3 ,"",Invalid Votes: ,"","","","",6
"KIEH, JR., George Klay (NDM) ","","","",0 ,"MORLEE, Nathan Victor (CDC) ","",2 ,"",Total Votes: ,"","","","",350
"KORTO, Joseph D. Z. (LERP) ","","","",2 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",7,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",0 ,"SLOBERT, SR., Anthony W.C. (UP) ","",3,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"VINTON, Regina Saytue (CDC) ","",1,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",4 ,"WESSEH, Conmany B. (UP) ","",53,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"WILLIAMS, Nathaniel J. (LDP) ","",0,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",1 ,"",Valid Votes: ,603,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",58 ,"",Invalid Ballots: ,14,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,617,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",3,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",15,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",207,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",339,"","","","","","","","","",""
"",Invalid Votes: ,"","",13,"","","","","","","","","",""
"",Total Votes: ,"","",352,"","","","","","","","","",""
Precinct: 42006 ,Polling Place: ,3 ,"","","","","",Total: 489 ,Age 18-27: 49.7% ,Age 48-57: ,"","",8.8%,""
"Public School , JARKAKEN, River Gee ","","","","","","","",Males: 49.7% Females: 50.3% ,Age 28-37: 20.2% Age 38-47: 11.0% ,Age 58-67: Age 68+: ,"","",7.2%3.1%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 3","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",8 ,"CHEA, Christian Snorteh (LP) ","",192 ,"BROOKS, Joseph T. (FDP) ","","","","","",19
"BRUMSKINE, Charles Walker (LP) ","","","",28 ,"CHEAPOO, SR., Chea  (UDA) ","",25 ,"DOEBO, Alfred P. T. (NDM) ","","","","","",14
"CONNEH, Sekou Damate (PRODEM) ","","","",15 ,"CHERUE, Frederick Doe (COTOL) ","",205 ,"QUAYE, William C. (CDC) ","","","","","",27
"DIVINE, SR., Samuel Raymond (Ind) ","","","",6 ,"DALMEIDA, Clara A. (LP) ","",7 ,"TARLESSON, Josephus N. (LDP) ","","","","","",142
"FARHAT, David M. (FDP) ","","","",9 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",9 ,"TIPAYSON, J. Tarty (COTOL) ","","","","","",76
"JALLAH, Armah Zolu (NPL) ","","","",6 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",14 ,"TOE, Albert S. (LP) ","","","","","",8
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",35 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",22 ,"",Valid Votes: ,"","","","",286
"KIADII, George Momodu (NATVIPOL) ","","","",1 ,"JOHNSON, Samuel C. F. (NDPL) ","",8 ,"",Invalid Votes: ,"","","","",38
"KIEH, JR., George Klay (NDM) ","","","",3 ,"MORLEE, Nathan Victor (CDC) ","",9 ,"",Total Votes: ,"","","","",324
"KORTO, Joseph D. Z. (LERP) ","","","",1 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",3,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",1 ,"SLOBERT, SR., Anthony W.C. (UP) ","",8,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",2 ,"VINTON, Regina Saytue (CDC) ","",3,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",5 ,"WESSEH, Conmany B. (UP) ","",19,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",1 ,"WILLIAMS, Nathaniel J. (LDP) ","",7,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",2 ,"",Valid Votes: ,531,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",26 ,"",Invalid Ballots: ,23,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",1 ,"",Valid Votes + Invalid Ballots: ,554,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",1,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",1,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",15,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",115,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",283,"","","","","","","","","",""
"",Invalid Votes: ,"","",40,"","","","","","","","","",""
"",Total Votes: ,"","",323,"","","","","","","","","",""
Precinct: 42006 ,Polling Place: ,4 ,"","","","","",Total: 540 ,Age 18-27: 47.4% ,Age 48-57: ,"","",10.2%,""
"Public School , JARKAKEN, River Gee ","","","","","","","",Males: 46.5% Females: 53.5% ,Age 28-37: 18.9% Age 38-47: 13.1% ,Age 58-67: Age 68+: ,"","",6.3%4.1%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 3","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",2 ,"CHEA, Christian Snorteh (LP) ","",239 ,"BROOKS, Joseph T. (FDP) ","","","","","",5
"BRUMSKINE, Charles Walker (LP) ","","","",11 ,"CHEAPOO, SR., Chea  (UDA) ","",12 ,"DOEBO, Alfred P. T. (NDM) ","","","","","",11
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"CHERUE, Frederick Doe (COTOL) ","",324 ,"QUAYE, William C. (CDC) ","","","","","",12
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DALMEIDA, Clara A. (LP) ","",2 ,"TARLESSON, Josephus N. (LDP) ","","","","","",176
"FARHAT, David M. (FDP) ","","","",2 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",2 ,"TIPAYSON, J. Tarty (COTOL) ","","","","","",150
"JALLAH, Armah Zolu (NPL) ","","","",2 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",4 ,"TOE, Albert S. (LP) ","","","","","",4
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",46 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",15 ,"",Valid Votes: ,"","","","",358
"KIADII, George Momodu (NATVIPOL) ","","","",1 ,"JOHNSON, Samuel C. F. (NDPL) ","",6 ,"",Invalid Votes: ,"","","","",18
