"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",40 ,"",Invalid Ballots: ,0,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",15 ,"",Valid Votes + Invalid Ballots: ,633,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",3,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",1,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",20,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",183,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",356,"","","","","","","","","",""
"",Invalid Votes: ,"","",6,"","","","","","","","","",""
"",Total Votes: ,"","",362,"","","","","","","","","",""
Precinct: 42001 ,Polling Place: ,3 ,"","","","","",Total: 532 ,Age 18-27: 42.7% ,Age 48-57: ,"","",8.3%,""
"Public School , KANWEAKEN, River Gee ","","","","","","","",Males: 48.7% Females: 51.3% ,Age 28-37: 28.4% Age 38-47: 11.7% ,Age 58-67: Age 68+: ,"","",6.6%2.4%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 2","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",6 ,"CHEA, Christian Snorteh (LP) ","",22 ,"CHEA, Johnson Toe (UP) ","","","","","",120
"BRUMSKINE, Charles Walker (LP) ","","","",48 ,"CHEAPOO, SR., Chea  (UDA) ","",14 ,"FORPOH, JR., George Tee (COTOL) ","","","","","",142
"CONNEH, Sekou Damate (PRODEM) ","","","",1 ,"CHERUE, Frederick Doe (COTOL) ","",233 ,"SEAH, Elijah Flahn (APD) ","","","","","",9
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DALMEIDA, Clara A. (LP) ","",16 ,"SWEN, Curtis Chenekan (FAPL) ","","","","","",4
