"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"NOAH, Mac Sonkarley (LP) ","",27,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",13 ,"SENNEH, Peter S. T. (NDPL) ","",7,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",2 ,"WUOR, Emma Kou (COTOL) ","",58,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0 ,"YUAN, SR., Harry Targehn (UP) ","",79,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",14 ,"",Valid Votes: ,475,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0 ,"",Invalid Ballots: ,16,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",7 ,"",Valid Votes + Invalid Ballots: ,491,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",5,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",4,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",53,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",256,"","","","","","","","","",""
"",Invalid Votes: ,"",13,"","","","","","","","","",""
"",Total Votes: ,"",269,"","","","","","","","","",""
Precinct: 33051 ,Polling Place: ,1 ,"","","","",Total: 316 ,Age 18-27: 27.2% ,Age 48-57: ,"","",10.8%,""
"Zeerun Tow n Public School, Zeerun Tow n, Nimba ","","","","","","",Males: 48.4% Females: 51.6% ,Age 28-37: 23.4% Age 38-47: 23.7% ,Age 58-67: Age 68+: ,"","",5.7%9.2%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Nimba ,"","","Nimba, Electoral District 7","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",4 ,"BARTUAH, Benedict Zuah (UDA) ","",12 ,"GAYE, Edwin Power (Ind) ","","","","","",107
"BRUMSKINE, Charles Walker (LP) ","","",26 ,"DOGOLEA, Mary Siaway (RULP) ","",40 ,"GRUPEE, Melvis Mentee (APD) ","","","","","",16
"CONNEH, Sekou Damate (PRODEM) ","","",1 ,"DOKIE, Josephus Saye (LP) ","",16 ,"ROGERS, James Mentor (LP) ","","","","","",15
"DIVINE, SR., Samuel Raymond (Ind) ","","",3 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",19 ,"SAYWAHN, Stanely Bueh (CDC) ","","","","","",6
"FARHAT, David M. (FDP) ","","",0 ,"JOHNSON, Prince Yormie (Ind) ","",15 ,"WILES, Michael M. (NDPL) ","","","","","",5
"JALLAH, Armah Zolu (NPL) ","","",0 ,"KOAH, Evans Vaye (Ind) ","",47 ,"ZARLEE, David N. (NPP) ","","","","","",90
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",17 ,"KROMAH, Ansumana Fassu (UDA) ","",13 ,"ZAYEE, SR., Moses B. (COTOL) ","","","","","",9
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"KRUAH, SR., Cooper W. (APD) ","",88 ,"",Valid Votes: ,"","","","",248
"KIEH, JR., George Klay (NDM) ","","",1 ,"LUO, Harrison Dologbean (NPP) ","",23 ,"",Invalid Votes: ,"","","","",3
"KORTO, Joseph D. Z. (LERP) ","","",1 ,"MANTEIN, Nyah  (UP) ","",64 ,"",Total Votes: ,"","","","",251
"KPOTO, Robert Momo (ULD) ","","",0 ,"MYERS, Prince B. (NPP) ","",38,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"NOAH, Mac Sonkarley (LP) ","",24,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",8 ,"SENNEH, Peter S. T. (NDPL) ","",15,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",1 ,"WUOR, Emma Kou (COTOL) ","",31,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",1 ,"YUAN, SR., Harry Targehn (UP) ","",38,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",7 ,"",Valid Votes: ,483,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",2 ,"",Invalid Ballots: ,1,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",3 ,"",Valid Votes + Invalid Ballots: ,484,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",21,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",34,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",117,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",3,"","","","","","","","","",""
"",Valid Votes: ,"",250,"","","","","","","","","",""
"",Invalid Votes: ,"",1,"","","","","","","","","",""
"",Total Votes: ,"",251,"","","","","","","","","",""
Precinct: 33052 ,Polling Place: ,1 ,"","","","",Total: 220 ,Age 18-27: 25.5% ,Age 48-57: ,"","",15.5%,""
"Wantoe Tow n Public School, Wantoe Tow n , Nimba ","","","","","","",Males: 50.5% Females: 49.5% ,Age 28-37: 23.2% Age 38-47: 22.7% ,Age 58-67: Age 68+: ,"","",5.5%7.7%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Nimba ,"","","Nimba, Electoral District 7","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",4 ,"BARTUAH, Benedict Zuah (UDA) ","",4 ,"GAYE, Edwin Power (Ind) ","","","","","",31
"BRUMSKINE, Charles Walker (LP) ","","",19 ,"DOGOLEA, Mary Siaway (RULP) ","",26 ,"GRUPEE, Melvis Mentee (APD) ","","","","","",23
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"DOKIE, Josephus Saye (LP) ","",13 ,"ROGERS, James Mentor (LP) ","","","","","",60
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",17 ,"SAYWAHN, Stanely Bueh (CDC) ","","","","","",34
"FARHAT, David M. (FDP) ","","",1 ,"JOHNSON, Prince Yormie (Ind) ","",15 ,"WILES, Michael M. (NDPL) ","","","","","",7
"JALLAH, Armah Zolu (NPL) ","","",1 ,"KOAH, Evans Vaye (Ind) ","",20 ,"ZARLEE, David N. (NPP) ","","","","","",10
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",18 ,"KROMAH, Ansumana Fassu (UDA) ","",14 ,"ZAYEE, SR., Moses B. (COTOL) ","","","","","",3
"KIADII, George Momodu (NATVIPOL) ","","",1 ,"KRUAH, SR., Cooper W. (APD) ","",75 ,"",Valid Votes: ,"","","","",168
"KIEH, JR., George Klay (NDM) ","","",1 ,"LUO, Harrison Dologbean (NPP) ","",11 ,"",Invalid Votes: ,"","","","",8
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"MANTEIN, Nyah  (UP) ","",41 ,"",Total Votes: ,"","","","",176
"KPOTO, Robert Momo (ULD) ","","",0 ,"MYERS, Prince B. (NPP) ","",42,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"NOAH, Mac Sonkarley (LP) ","",16,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0 ,"SENNEH, Peter S. T. (NDPL) ","",11,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"WUOR, Emma Kou (COTOL) ","",10,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0 ,"YUAN, SR., Harry Targehn (UP) ","",17,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",0 ,"",Valid Votes: ,332,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",1 ,"",Invalid Ballots: ,9,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",31 ,"",Valid Votes + Invalid Ballots: ,341,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",2,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",97,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",1,"","","","","","","","","",""
"",Valid Votes: ,"",177,"","","","","","","","","",""
"",Invalid Votes: ,"",0,"","","","","","","","","",""
"",Total Votes: ,"",177,"","","","","","","","","",""
Precinct: 33053 ,Polling Place: ,1 ,"","","","",Total: 51 ,Age 18-27: 37.3% ,Age 48-57: ,"","",5.9%,""
"Barlaw in Tow n Public School, Barlaw in Tow n, Nimba ","","","","","","",Males: 49.0% Females: 51.0% ,Age 28-37: 33.3% Age 38-47: 13.7% ,Age 58-67: Age 68+: ,"","",3.9%5.9%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Nimba ,"","","Nimba, Electoral District 7","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",0 ,"BARTUAH, Benedict Zuah (UDA) ","",3 ,"GAYE, Edwin Power (Ind) ","","","","","",8
"BRUMSKINE, Charles Walker (LP) ","","",0 ,"DOGOLEA, Mary Siaway (RULP) ","",14 ,"GRUPEE, Melvis Mentee (APD) ","","","","","",8
"CONNEH, Sekou Damate (PRODEM) ","","",1 ,"DOKIE, Josephus Saye (LP) ","",1 ,"ROGERS, James Mentor (LP) ","","","","","",12
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",3 ,"SAYWAHN, Stanely Bueh (CDC) ","","","","","",7
"FARHAT, David M. (FDP) ","","",0 ,"JOHNSON, Prince Yormie (Ind) ","",2 ,"WILES, Michael M. (NDPL) ","","","","","",2
"JALLAH, Armah Zolu (NPL) ","","",0 ,"KOAH, Evans Vaye (Ind) ","",7 ,"ZARLEE, David N. (NPP) ","","","","","",6
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",0 ,"KROMAH, Ansumana Fassu (UDA) ","",3 ,"ZAYEE, SR., Moses B. (COTOL) ","","","","","",3
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"KRUAH, SR., Cooper W. (APD) ","",2 ,"",Valid Votes: ,"","","","",46
"KIEH, JR., George Klay (NDM) ","","",0 ,"LUO, Harrison Dologbean (NPP) ","",1 ,"",Invalid Votes: ,"","","","",0
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"MANTEIN, Nyah  (UP) ","",10 ,"",Total Votes: ,"","","","",46
"KPOTO, Robert Momo (ULD) ","","",1 ,"MYERS, Prince B. (NPP) ","",16,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"NOAH, Mac Sonkarley (LP) ","",11,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0 ,"SENNEH, Peter S. T. (NDPL) ","",5,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"WUOR, Emma Kou (COTOL) ","",9,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0 ,"YUAN, SR., Harry Targehn (UP) ","",3,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",0 ,"",Valid Votes: ,90,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0 ,"",Invalid Ballots: ,0,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",0 ,"",Valid Votes + Invalid Ballots: ,90,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",1,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",44,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",47,"","","","","","","","","",""
"",Invalid Votes: ,"",0,"","","","","","","","","",""
"",Total Votes: ,"",47,"","","","","","","","","",""
Precinct: 33054 ,Polling Place: ,1 ,"","","","",Total: 99 ,Age 18-27: 30.3% ,Age 48-57: ,"","",8.1%,""
"Troyar Tow n Public School, Troyar Tow n, Nimba ","","","","","","",Males: 58.6% Females: 41.4% ,Age 28-37: 26.3% Age 38-47: 22.2% ,Age 58-67: Age 68+: ,"","",7.1%6.1%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Nimba ,"","","Nimba, Electoral District 7","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",0 ,"BARTUAH, Benedict Zuah (UDA) ","",0 ,"GAYE, Edwin Power (Ind) ","","","","","",6
"BRUMSKINE, Charles Walker (LP) ","","",63 ,"DOGOLEA, Mary Siaway (RULP) ","",7 ,"GRUPEE, Melvis Mentee (APD) ","","","","","",3
"CONNEH, Sekou Damate (PRODEM) ","","",1 ,"DOKIE, Josephus Saye (LP) ","",43 ,"ROGERS, James Mentor (LP) ","","","","","",54
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",14 ,"SAYWAHN, Stanely Bueh (CDC) ","","","","","",4
"FARHAT, David M. (FDP) ","","",0 ,"JOHNSON, Prince Yormie (Ind) ","",1 ,"WILES, Michael M. (NDPL) ","","","","","",2
"JALLAH, Armah Zolu (NPL) ","","",0 ,"KOAH, Evans Vaye (Ind) ","",3 ,"ZARLEE, David N. (NPP) ","","","","","",3
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",1 ,"KROMAH, Ansumana Fassu (UDA) ","",1 ,"ZAYEE, SR., Moses B. (COTOL) ","","","","","",2
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"KRUAH, SR., Cooper W. (APD) ","",4 ,"",Valid Votes: ,"","","","",74
"KIEH, JR., George Klay (NDM) ","","",0 ,"LUO, Harrison Dologbean (NPP) ","",0 ,"",Invalid Votes: ,"","","","",3
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"MANTEIN, Nyah  (UP) ","",5 ,"",Total Votes: ,"","","","",77
"KPOTO, Robert Momo (ULD) ","","",0 ,"MYERS, Prince B. (NPP) ","",2,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"NOAH, Mac Sonkarley (LP) ","",25,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0 ,"SENNEH, Peter S. T. (NDPL) ","",4,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"WUOR, Emma Kou (COTOL) ","",30,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",1 ,"YUAN, SR., Harry Targehn (UP) ","",1,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",2 ,"",Valid Votes: ,140,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0 ,"",Invalid Ballots: ,1,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",1 ,"",Valid Votes + Invalid Ballots: ,141,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",1,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",0,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",9,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",79,"","","","","","","","","",""
"",Invalid Votes: ,"",0,"","","","","","","","","",""
"",Total Votes: ,"",79,"","","","","","","","","",""
Precinct: 33055 ,Polling Place: ,1 ,"","","","",Total: 325 ,Age 18-27: 34.2% ,Age 48-57: ,"",12.0%,""
"Gogbor Tow n Palava Hut, Gogbor Tow n, Nimba ","","","","","","",Males: 50.8% Females: 49.2% ,Age 28-37: 24.3% Age 38-47: 21.5% ,Age 58-67: Age 68+: ,"",3.7%4.0%,""
"","","","","",Senate ,"","",House of Representatives,"","","",""
President and Vice-President ,"","","","",Nimba ,"","","Nimba, Electoral District 7","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",2 ,"BARTUAH, Benedict Zuah (UDA) ","",14 ,"GAYE, Edwin Power (Ind) ","","","","",27
"BRUMSKINE, Charles Walker (LP) ","","",81 ,"DOGOLEA, Mary Siaway (RULP) ","",36 ,"GRUPEE, Melvis Mentee (APD) ","","","","",11
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"DOKIE, Josephus Saye (LP) ","",52 ,"ROGERS, James Mentor (LP) ","","","","",78
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",35 ,"SAYWAHN, Stanely Bueh (CDC) ","","","","",36
"FARHAT, David M. (FDP) ","","",0 ,"JOHNSON, Prince Yormie (Ind) ","",14 ,"WILES, Michael M. (NDPL) ","","","","",6
"JALLAH, Armah Zolu (NPL) ","","",1 ,"KOAH, Evans Vaye (Ind) ","",20 ,"ZARLEE, David N. (NPP) ","","","","",35
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",1 ,"KROMAH, Ansumana Fassu (UDA) ","",12 ,"ZAYEE, SR., Moses B. (COTOL) ","","","","",14
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"KRUAH, SR., Cooper W. (APD) ","",9 ,"",Valid Votes: ,"","","",207
"KIEH, JR., George Klay (NDM) ","","",1 ,"LUO, Harrison Dologbean (NPP) ","",15 ,"",Invalid Votes: ,"","","",9
"KORTO, Joseph D. Z. (LERP) ","","",1 ,"MANTEIN, Nyah  (UP) ","",20 ,"",Total Votes: ,"","","",216
"","","","","","","",Notes from County Office:,"","","","",""
"KPOTO, Robert Momo (ULD) ","","",0 ,"MYERS, Prince B. (NPP) ","",44 ,There was an excess of one vote obtained in the total votes because the ,"","","","",""
"","","","","","","",polling staff and the LNP who didn't register their voted in the center.,"","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",1 ,"NOAH, Mac Sonkarley (LP) ","",51,"","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",5 ,"SENNEH, Peter S. T. (NDPL) ","",18,"","","","","",""
"MORLU, John Sembe (UDA) ","","",1 ,"WUOR, Emma Kou (COTOL) ","",40,"","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",1 ,"YUAN, SR., Harry Targehn (UP) ","",6,"","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",17 ,"",Valid Votes: ,386,"","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",1 ,"",Invalid Ballots: ,11,"","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",0 ,"",Valid Votes + Invalid Ballots: ,397,"","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0,"","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",2,"","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",94,"","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","",""
"",Valid Votes: ,"",209,"","","","","","","","",""
"",Invalid Votes: ,"",11,"","","","","","","","",""
"",Total Votes: ,"",220,"","","","","","","","",""
Precinct: 33056 ,Polling Place: ,1 ,"","","","",Total: 58 ,Age 18-27: 25.9% ,Age 48-57: ,"","",13.8%,""
"Gborninew en Public School, Gborninew en, Nimba ","","","","","","",Males: 55.2% Females: 44.8% ,Age 28-37: 24.1% Age 38-47: 13.8% ,Age 58-67: Age 68+: ,"","",8.6%13.8%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Nimba ,"","","Nimba, Electoral District 7","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",0 ,"BARTUAH, Benedict Zuah (UDA) ","",1 ,"GAYE, Edwin Power (Ind) ","","","","","",28
"BRUMSKINE, Charles Walker (LP) ","","",37 ,"DOGOLEA, Mary Siaway (RULP) ","",3 ,"GRUPEE, Melvis Mentee (APD) ","","","","","",2
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"DOKIE, Josephus Saye (LP) ","",21 ,"ROGERS, James Mentor (LP) ","","","","","",20
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",11 ,"SAYWAHN, Stanely Bueh (CDC) ","","","","","",1
"FARHAT, David M. (FDP) ","","",0 ,"JOHNSON, Prince Yormie (Ind) ","",0 ,"WILES, Michael M. (NDPL) ","","","","","",2
"JALLAH, Armah Zolu (NPL) ","","",0 ,"KOAH, Evans Vaye (Ind) ","",1 ,"ZARLEE, David N. (NPP) ","","","","","",4
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",12 ,"KROMAH, Ansumana Fassu (UDA) ","",1 ,"ZAYEE, SR., Moses B. (COTOL) ","","","","","",1
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"KRUAH, SR., Cooper W. (APD) ","",35 ,"",Valid Votes: ,"","","","",58
"KIEH, JR., George Klay (NDM) ","","",0 ,"LUO, Harrison Dologbean (NPP) ","",3 ,"",Invalid Votes: ,"","","","",0
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"MANTEIN, Nyah  (UP) ","",3 ,"",Total Votes: ,"","","","",58
"KPOTO, Robert Momo (ULD) ","","",0 ,"MYERS, Prince B. (NPP) ","",21,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"NOAH, Mac Sonkarley (LP) ","",13,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0 ,"SENNEH, Peter S. T. (NDPL) ","",0,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"WUOR, Emma Kou (COTOL) ","",0,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0 ,"YUAN, SR., Harry Targehn (UP) ","",2,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",0 ,"",Valid Votes: ,115,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0 ,"",Invalid Ballots: ,0,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",0 ,"",Valid Votes + Invalid Ballots: ,115,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",0,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",10,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",59,"","","","","","","","","",""
"",Invalid Votes: ,"",0,"","","","","","","","","",""
"",Total Votes: ,"",59,"","","","","","","","","",""
Notes from County Office:,"","","","","","","","","","","","",""
The total number of votes exceeds the number of registered voters by ,"","","","","","","","","","","","",""
one vote because provision is made for the LNP and polling Staff to vote ,"","","","","","","","","","","","",""
at their deployed centers even though they aren't registered to vote their.,"","","","","","","","","","","","",""
Precinct: 33057 ,Polling Place: ,1 ,"","","","","",Total: 254 ,Age 18-27: 45.3% ,Age 48-57: ,"","",4.3%,""
"Gbarplay Public School, Harabo Tow n, Nimba ","","","","","","","",Males: 49.2% Females: 50.8% ,Age 28-37: 16.9% Age 38-47: 11.4% ,Age 58-67: Age 68+: ,"","",7.9%14.2%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Nimba ,"","","Nimba, Electoral District 7","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",0 ,"BARTUAH, Benedict Zuah (UDA) ","",0 ,"GAYE, Edwin Power (Ind) ","","","","","",4
"BRUMSKINE, Charles Walker (LP) ","","","",14 ,"DOGOLEA, Mary Siaway (RULP) ","",5 ,"GRUPEE, Melvis Mentee (APD) ","","","","","",49
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DOKIE, Josephus Saye (LP) ","",0 ,"ROGERS, James Mentor (LP) ","","","","","",13
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",27 ,"SAYWAHN, Stanely Bueh (CDC) ","","","","","",0
"FARHAT, David M. (FDP) ","","","",0 ,"JOHNSON, Prince Yormie (Ind) ","",160 ,"WILES, Michael M. (NDPL) ","","","","","",0
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"KOAH, Evans Vaye (Ind) ","",31 ,"ZARLEE, David N. (NPP) ","","","","","",110
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",32 ,"KROMAH, Ansumana Fassu (UDA) ","",1 ,"ZAYEE, SR., Moses B. (COTOL) ","","","","","",2
"KIADII, George Momodu (NATVIPOL) ","","","",3 ,"KRUAH, SR., Cooper W. (APD) ","",15 ,"",Valid Votes: ,"","","","",178
"KIEH, JR., George Klay (NDM) ","","","",0 ,"LUO, Harrison Dologbean (NPP) ","",3 ,"",Invalid Votes: ,"","","","",2
"KORTO, Joseph D. Z. (LERP) ","","","",36 ,"MANTEIN, Nyah  (UP) ","",4 ,"",Total Votes: ,"","","","",180
"KPOTO, Robert Momo (ULD) ","","","",6 ,"MYERS, Prince B. (NPP) ","",34,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",1 ,"NOAH, Mac Sonkarley (LP) ","",72,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",7 ,"SENNEH, Peter S. T. (NDPL) ","",0,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"WUOR, Emma Kou (COTOL) ","",0,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"YUAN, SR., Harry Targehn (UP) ","",4,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",5 ,"",Valid Votes: ,356,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0 ,"",Invalid Ballots: ,1,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,357,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",12,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",1,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",62,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",179,"","","","","","","","","",""
"",Invalid Votes: ,"","",2,"","","","","","","","","",""
"",Total Votes: ,"","",181,"","","","","","","","","",""
Precinct: 33058 ,Polling Place: ,1 ,"","","","","",Total: 224 ,Age 18-27: 29.0% ,Age 48-57: ,"","",8.9%,""
"Teah Tow n Public school, Teah Tow n, Nimba ","","","","","","","",Males: 55.4% Females: 44.6% ,Age 28-37: 26.8% Age 38-47: 22.3% ,Age 58-67: Age 68+: ,"","",6.3%6.7%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Nimba ,"","","Nimba, Electoral District 7","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",3 ,"BARTUAH, Benedict Zuah (UDA) ","",10 ,"GAYE, Edwin Power (Ind) ","","","","","",24
"BRUMSKINE, Charles Walker (LP) ","","","",21 ,"DOGOLEA, Mary Siaway (RULP) ","",33 ,"GRUPEE, Melvis Mentee (APD) ","","","","","",16
