"KIADII, George Momodu (NATVIPOL) ",,,1,"KERMUE, Melee I. L. (NPP) ",,26,,"Invalid Votes: ",,,,10,,
"KIEH, JR., George Klay (NDM) ",,,1,"LAKE, Delores Zoe (UP) ",,38,,"Total Votes: ",,,,350,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"RICHARDS, Paul Mhulbah (LP) ",,16,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,"SAMUELS, Fata S. (NDPL) ",,28,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,4,"SEESEE, Lasana Abraham (Ind) ",,8,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,21,"SIAKOR, Franklin Obed (Ind) ",,210,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,"SIRLEAF, Lassana M. (PRODEM) ",,3,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,"TOKPAH, Molley O. K. (CDC) ",,52,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,7,"WOKPEH, Lysander B. (FAPL) ",,13,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,1,,"Valid Votes: ",613,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,4,,"Invalid Ballots: ",0,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,11,,"Valid Votes + Invalid Ballots: ",613,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,216,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,28,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,6,,,,,,,,,,,
,"Valid Votes: ",,329,,,,,,,,,,,
,"Invalid Votes: ",,0,,,,,,,,,,,
,"Total Votes: ",,329,,,,,,,,,,,
"Precinct: 06035 ","Polling Place: ",1,,,,,,"Total: 498 ","Age 18-27: 36.1% ","Age 48-57: ",,,"9.0%",
"SKT Market hall, Sgt. Kollie Tow nw , Bong ",,,,,,,,"Males: 51.2% Females: 48.8% ","Age 28-37: 27.1% Age 38-47: 18.9% ","Age 58-67: Age 68+: ",,,"3.0%5.8%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bong ",,,"Bong, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,0,"CORNORMIA, SR., Joseph N. (COTOL) ",,9,"BONDO, G. Samuel K.S. (LP) ",,,,,,42
"BRUMSKINE, Charles Walker (LP) ",,,,32,"DAVIES, Olive Quita (CDC) ",,11,"CLINTON, Joseph Orendor (UP) ",,,,,,23
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"DOLO, Othello F. (PRODEM) ",,4,"COOPER, Viola Nyamah (COTOL) ",,,,,,61
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"HOWARD-TAYLOR, Jewel Ceaineh (NPP) ",,241,"DENNIS, Oretha Tinapu (LPL) ",,,,,,129
"FARHAT, David M. (FDP) ",,,,2,"JACKSON, Ranney Banama (COTOL) ",,26,"RENNIE, Charles S. (UDA) ",,,,,,42
"JALLAH, Armah Zolu (NPL) ",,,,0,"KAMARA, Mustapha A. (UP) ",,11,"TUCKER, Larwuson M. (CDC) ",,,,,,58
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,11,"KERKULA, SR., Martin Fahnlon (LP) ",,2,,"Valid Votes: ",,,,,355
"KIADII, George Momodu (NATVIPOL) ",,,,0,"KERMUE, Melee I. L. (NPP) ",,10,,"Invalid Votes: ",,,,,21
"KIEH, JR., George Klay (NDM) ",,,,0,"LAKE, Delores Zoe (UP) ",,11,,"Total Votes: ",,,,,376
"KORTO, Joseph D. Z. (LERP) ",,,,1,"RICHARDS, Paul Mhulbah (LP) ",,6,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,0,"SAMUELS, Fata S. (NDPL) ",,19,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,5,"SEESEE, Lasana Abraham (Ind) ",,2,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,15,"SIAKOR, Franklin Obed (Ind) ",,210,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"SIRLEAF, Lassana M. (PRODEM) ",,8,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"TOKPAH, Molley O. K. (CDC) ",,48,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,12,"WOKPEH, Lysander B. (FAPL) ",,3,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes: ",621,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,"Invalid Ballots: ",10,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,4,,"Valid Votes + Invalid Ballots: ",631,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,247,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,38,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,3,,,,,,,,,,
,"Valid Votes: ",,,372,,,,,,,,,,
,"Invalid Votes: ",,,4,,,,,,,,,,
,"Total Votes: ",,,376,,,,,,,,,,
"Precinct: 06035 ","Polling Place: ",2,,,,,,"Total: 488 ","Age 18-27: 35.2% ","Age 48-57: ",,,"7.2%",
"SKT Market hall, Sgt. Kollie Tow nw , Bong ",,,,,,,,"Males: 49.6% Females: 50.4% ","Age 28-37: 26.0% Age 38-47: 17.4% ","Age 58-67: Age 68+: ",,,"7.8%6.4%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bong ",,,"Bong, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,1,"CORNORMIA, SR., Joseph N. (COTOL) ",,9,"BONDO, G. Samuel K.S. (LP) ",,,,,,44
"BRUMSKINE, Charles Walker (LP) ",,,,38,"DAVIES, Olive Quita (CDC) ",,12,"CLINTON, Joseph Orendor (UP) ",,,,,,25
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"DOLO, Othello F. (PRODEM) ",,7,"COOPER, Viola Nyamah (COTOL) ",,,,,,60
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"HOWARD-TAYLOR, Jewel Ceaineh (NPP) ",,322,"DENNIS, Oretha Tinapu (LPL) ",,,,,,147
"FARHAT, David M. (FDP) ",,,,0,"JACKSON, Ranney Banama (COTOL) ",,10,"RENNIE, Charles S. (UDA) ",,,,,,47
"JALLAH, Armah Zolu (NPL) ",,,,0,"KAMARA, Mustapha A. (UP) ",,10,"TUCKER, Larwuson M. (CDC) ",,,,,,73
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,17,"KERKULA, SR., Martin Fahnlon (LP) ",,7,,"Valid Votes: ",,,,,396
"KIADII, George Momodu (NATVIPOL) ",,,,0,"KERMUE, Melee I. L. (NPP) ",,26,,"Invalid Votes: ",,,,,12
"KIEH, JR., George Klay (NDM) ",,,,1,"LAKE, Delores Zoe (UP) ",,18,,"Total Votes: ",,,,,408
"KORTO, Joseph D. Z. (LERP) ",,,,0,"RICHARDS, Paul Mhulbah (LP) ",,14,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,1,"SAMUELS, Fata S. (NDPL) ",,19,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,4,"SEESEE, Lasana Abraham (Ind) ",,4,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,26,"SIAKOR, Franklin Obed (Ind) ",,255,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"SIRLEAF, Lassana M. (PRODEM) ",,10,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"TOKPAH, Molley O. K. (CDC) ",,31,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,12,"WOKPEH, Lysander B. (FAPL) ",,9,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes: ",763,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,2,,"Invalid Ballots: ",3,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,4,,"Valid Votes + Invalid Ballots: ",766,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,254,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,40,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,4,,,,,,,,,,
,"Valid Votes: ",,,407,,,,,,,,,,
,"Invalid Votes: ",,,3,,,,,,,,,,
,"Total Votes: ",,,410,,,,,,,,,,
"Precinct: 06035 ","Polling Place: ",3,,,,,,"Total: 492 ","Age 18-27: 32.5% ","Age 48-57: ",,,"9.3%",
"SKT Market hall, Sgt. Kollie Tow nw , Bong ",,,,,,,,"Males: 52.4% Females: 47.6% ","Age 28-37: 28.0% Age 38-47: 16.7% ","Age 58-67: Age 68+: ",,,"5.9%7.5%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bong ",,,"Bong, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,3,"CORNORMIA, SR., Joseph N. (COTOL) ",,17,"BONDO, G. Samuel K.S. (LP) ",,,,,,64
"BRUMSKINE, Charles Walker (LP) ",,,,32,"DAVIES, Olive Quita (CDC) ",,19,"CLINTON, Joseph Orendor (UP) ",,,,,,27
"CONNEH, Sekou Damate (PRODEM) ",,,,3,"DOLO, Othello F. (PRODEM) ",,7,"COOPER, Viola Nyamah (COTOL) ",,,,,,72
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"HOWARD-TAYLOR, Jewel Ceaineh (NPP) ",,254,"DENNIS, Oretha Tinapu (LPL) ",,,,,,86
"FARHAT, David M. (FDP) ",,,,0,"JACKSON, Ranney Banama (COTOL) ",,24,"RENNIE, Charles S. (UDA) ",,,,,,53
"JALLAH, Armah Zolu (NPL) ",,,,0,"KAMARA, Mustapha A. (UP) ",,20,"TUCKER, Larwuson M. (CDC) ",,,,,,83
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,10,"KERKULA, SR., Martin Fahnlon (LP) ",,18,,"Valid Votes: ",,,,,385
"KIADII, George Momodu (NATVIPOL) ",,,,0,"KERMUE, Melee I. L. (NPP) ",,34,,"Invalid Votes: ",,,,,12
"KIEH, JR., George Klay (NDM) ",,,,0,"LAKE, Delores Zoe (UP) ",,23,,"Total Votes: ",,,,,397
"KORTO, Joseph D. Z. (LERP) ",,,,0,"RICHARDS, Paul Mhulbah (LP) ",,19,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,0,"SAMUELS, Fata S. (NDPL) ",,26,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,8,"SEESEE, Lasana Abraham (Ind) ",,11,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,33,"SIAKOR, Franklin Obed (Ind) ",,198,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"SIRLEAF, Lassana M. (PRODEM) ",,16,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"TOKPAH, Molley O. K. (CDC) ",,42,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,6,"WOKPEH, Lysander B. (FAPL) ",,7,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes: ",735,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,3,,"Invalid Ballots: ",5,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,11,,"Valid Votes + Invalid Ballots: ",740,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,218,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,49,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,6,,,,,,,,,,
,"Valid Votes: ",,,384,,,,,,,,,,
,"Invalid Votes: ",,,13,,,,,,,,,,
,"Total Votes: ",,,397,,,,,,,,,,
"Precinct: 06036 ","Polling Place: ",1,,,,,,"Total: 538 ","Age 18-27: 33.3% ","Age 48-57: ",,,"10.6%",
"Kankalan Palava Hut, Kankalan Tow n, Bong ",,,,,,,,"Males: 47.8% Females: 52.2% ","Age 28-37: 21.4% Age 38-47: 22.3% ","Age 58-67: Age 68+: ",,,"5.2%7.2%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bong ",,,"Bong, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,27,"CORNORMIA, SR., Joseph N. (COTOL) ",,43,"BARCLAY, Corpu G. (UP) ",,,,,,214
"BRUMSKINE, Charles Walker (LP) ",,,,29,"DAVIES, Olive Quita (CDC) ",,50,"CIAPHA, Wayfa Florence (APD) ",,,,,,19
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"DOLO, Othello F. (PRODEM) ",,23,"GBOLOR, Joseph Fonuham (COTOL) ",,,,,,17
"DIVINE, SR., Samuel Raymond (Ind) ",,,,3,"HOWARD-TAYLOR, Jewel Ceaineh (NPP) ",,139,"JOHNSON, George Kponwonwoe (CDC) ",,,,,,10
"FARHAT, David M. (FDP) ",,,,3,"JACKSON, Ranney Banama (COTOL) ",,38,"KAINE, Moses Boye (LPL) ",,,,,,0
"JALLAH, Armah Zolu (NPL) ",,,,4,"KAMARA, Mustapha A. (UP) ",,53,"LOMAX, Emmanuel A. (NPP) ",,,,,,19
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,157,"KERKULA, SR., Martin Fahnlon (LP) ",,28,"POPE, Etta N. (LP) ",,,,,,10
"KIADII, George Momodu (NATVIPOL) ",,,,3,"KERMUE, Melee I. L. (NPP) ",,18,"TEHMEH, Momo B.H. (Ind) ",,,,,,2
"KIEH, JR., George Klay (NDM) ",,,,0,"LAKE, Delores Zoe (UP) ",,111,,"Valid Votes: ",,,,,291
"KORTO, Joseph D. Z. (LERP) ",,,,2,"RICHARDS, Paul Mhulbah (LP) ",,15,,"Invalid Votes: ",,,,,22
"KPOTO, Robert Momo (ULD) ",,,,1,"SAMUELS, Fata S. (NDPL) ",,20,,"Total Votes: ",,,,,313
"KROMAH, Alhaji G. V. (ALCOP) ",,,,1,"SEESEE, Lasana Abraham (Ind) ",,2,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,10,"SIAKOR, Franklin Obed (Ind) ",,19,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"SIRLEAF, Lassana M. (PRODEM) ",,6,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"TOKPAH, Molley O. K. (CDC) ",,9,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,3,"WOKPEH, Lysander B. (FAPL) ",,8,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes: ",582,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,2,,"Invalid Ballots: ",11,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,2,,"Valid Votes + Invalid Ballots: ",593,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,23,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,16,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,287,,,,,,,,,,
,"Invalid Votes: ",,,31,,,,,,,,,,
,"Total Votes: ",,,318,,,,,,,,,,
"Precinct: 06037 ","Polling Place: ",1,,,,,,"Total: 512 ","Age 18-27: 27.1% ","Age 48-57: ",,,"9.4%",
"Zulu Hill Palava Hut, Zulu Hills , Bong ",,,,,,,,"Males: 44.9% Females: 55.1% ","Age 28-37: 25.2% Age 38-47: 22.3% ","Age 58-67: Age 68+: ",,,"5.7%10.4%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bong ",,,"Bong, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,7,"CORNORMIA, SR., Joseph N. (COTOL) ",,19,"BARCLAY, Corpu G. (UP) ",,,,,,232
"BRUMSKINE, Charles Walker (LP) ",,,,9,"DAVIES, Olive Quita (CDC) ",,20,"CIAPHA, Wayfa Florence (APD) ",,,,,,5
"CONNEH, Sekou Damate (PRODEM) ",,,,4,"DOLO, Othello F. (PRODEM) ",,10,"GBOLOR, Joseph Fonuham (COTOL) ",,,,,,3
"DIVINE, SR., Samuel Raymond (Ind) ",,,,3,"HOWARD-TAYLOR, Jewel Ceaineh (NPP) ",,117,"JOHNSON, George Kponwonwoe (CDC) ",,,,,,9
"FARHAT, David M. (FDP) ",,,,2,"JACKSON, Ranney Banama (COTOL) ",,16,"KAINE, Moses Boye (LPL) ",,,,,,1
"JALLAH, Armah Zolu (NPL) ",,,,1,"KAMARA, Mustapha A. (UP) ",,128,"LOMAX, Emmanuel A. (NPP) ",,,,,,7
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,131,"KERKULA, SR., Martin Fahnlon (LP) ",,10,"POPE, Etta N. (LP) ",,,,,,3
"KIADII, George Momodu (NATVIPOL) ",,,,0,"KERMUE, Melee I. L. (NPP) ",,21,"TEHMEH, Momo B.H. (Ind) ",,,,,,7
"KIEH, JR., George Klay (NDM) ",,,,1,"LAKE, Delores Zoe (UP) ",,117,,"Valid Votes: ",,,,,267
"KORTO, Joseph D. Z. (LERP) ",,,,1,"RICHARDS, Paul Mhulbah (LP) ",,9,,"Invalid Votes: ",,,,,2
"KPOTO, Robert Momo (ULD) ",,,,0,"SAMUELS, Fata S. (NDPL) ",,9,,"Total Votes: ",,,,,269
"KROMAH, Alhaji G. V. (ALCOP) ",,,,0,"SEESEE, Lasana Abraham (Ind) ",,4,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,4,"SIAKOR, Franklin Obed (Ind) ",,14,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"SIRLEAF, Lassana M. (PRODEM) ",,4,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,"TOKPAH, Molley O. K. (CDC) ",,5,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,13,"WOKPEH, Lysander B. (FAPL) ",,4,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes: ",507,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,"Invalid Ballots: ",3,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,10,,"Valid Votes + Invalid Ballots: ",510,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,68,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,10,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,267,,,,,,,,,,
,"Invalid Votes: ",,,3,,,,,,,,,,
,"Total Votes: ",,,270,,,,,,,,,,
"Precinct: 06038 ","Polling Place: ",1,,,,,,"Total: 502 ","Age 18-27: 24.1% ","Age 48-57: ",,"19.1%",,
"Haindii Palava Hut, Haindii, Bong ",,,,,,,,"Males: 49.8% Females: 50.2% ","Age 28-37: 22.7% Age 38-47: 16.5% ","Age 58-67: Age 68+: ",,"9.6%8.0%",,
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bong ",,,"Bong, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,23,"CORNORMIA, SR., Joseph N. (COTOL) ",,48,"BARCLAY, Corpu G. (UP) ",,,,,,286
"BRUMSKINE, Charles Walker (LP) ",,,,34,"DAVIES, Olive Quita (CDC) ",,29,"CIAPHA, Wayfa Florence (APD) ",,,,,,9
"CONNEH, Sekou Damate (PRODEM) ",,,,2,"DOLO, Othello F. (PRODEM) ",,9,"GBOLOR, Joseph Fonuham (COTOL) ",,,,,,1
"DIVINE, SR., Samuel Raymond (Ind) ",,,,3,"HOWARD-TAYLOR, Jewel Ceaineh (NPP) ",,206,"JOHNSON, George Kponwonwoe (CDC) ",,,,,,1
"FARHAT, David M. (FDP) ",,,,3,"JACKSON, Ranney Banama (COTOL) ",,18,"KAINE, Moses Boye (LPL) ",,,,,,2
"JALLAH, Armah Zolu (NPL) ",,,,4,"KAMARA, Mustapha A. (UP) ",,122,"LOMAX, Emmanuel A. (NPP) ",,,,,,4
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,174,"KERKULA, SR., Martin Fahnlon (LP) ",,32,"POPE, Etta N. (LP) ",,,,,,56
"KIADII, George Momodu (NATVIPOL) ",,,,5,"KERMUE, Melee I. L. (NPP) ",,41,"TEHMEH, Momo B.H. (Ind) ",,,,,,4
"KIEH, JR., George Klay (NDM) ",,,,0,"LAKE, Delores Zoe (UP) ",,115,,"Valid Votes: ",,,,,363
"KORTO, Joseph D. Z. (LERP) ",,,,0,"RICHARDS, Paul Mhulbah (LP) ",,22,,"Invalid Votes: ",,,,,8
"KPOTO, Robert Momo (ULD) ",,,,0,"SAMUELS, Fata S. (NDPL) ",,10,,"Total Votes: ",,,,,371
"KROMAH, Alhaji G. V. (ALCOP) ",,,,1,"SEESEE, Lasana Abraham (Ind) ",,2,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,5,"SIAKOR, Franklin Obed (Ind) ",,11,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"SIRLEAF, Lassana M. (PRODEM) ",,2,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,"TOKPAH, Molley O. K. (CDC) ",,3,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,5,"WOKPEH, Lysander B. (FAPL) ",,5,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes: ",675,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,"Invalid Ballots: ",3,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,4,,"Valid Votes + Invalid Ballots: ",678,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,72,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,23,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,2,,,,,,,,,,
,"Valid Votes: ",,,362,,,,,,,,,,
,"Invalid Votes: ",,,11,,,,,,,,,,
,"Total Votes: ",,,373,,,,,,,,,,
"Precinct: 06038 ","Polling Place: ",2,,,,,,"Total: 474 ","Age 18-27: 28.1% ","Age 48-57: ",,,"18.8%",
"Haindii Palava Hut, Haindii, Bong ",,,,,,,,"Males: 49.2% Females: 50.8% ","Age 28-37: 22.2% Age 38-47: 15.4% ","Age 58-67: Age 68+: ",,,"9.9%5.7%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bong ",,,"Bong, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,14,"CORNORMIA, SR., Joseph N. (COTOL) ",,60,"BARCLAY, Corpu G. (UP) ",,,,,,232
"BRUMSKINE, Charles Walker (LP) ",,,,43,"DAVIES, Olive Quita (CDC) ",,35,"CIAPHA, Wayfa Florence (APD) ",,,,,,7
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"DOLO, Othello F. (PRODEM) ",,12,"GBOLOR, Joseph Fonuham (COTOL) ",,,,,,5
"DIVINE, SR., Samuel Raymond (Ind) ",,,,10,"HOWARD-TAYLOR, Jewel Ceaineh (NPP) ",,236,"JOHNSON, George Kponwonwoe (CDC) ",,,,,,2
"FARHAT, David M. (FDP) ",,,,3,"JACKSON, Ranney Banama (COTOL) ",,25,"KAINE, Moses Boye (LPL) ",,,,,,1
"JALLAH, Armah Zolu (NPL) ",,,,4,"KAMARA, Mustapha A. (UP) ",,26,"LOMAX, Emmanuel A. (NPP) ",,,,,,0
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,116,"KERKULA, SR., Martin Fahnlon (LP) ",,8,"POPE, Etta N. (LP) ",,,,,,85
"KIADII, George Momodu (NATVIPOL) ",,,,2,"KERMUE, Melee I. L. (NPP) ",,58,"TEHMEH, Momo B.H. (Ind) ",,,,,,1
"KIEH, JR., George Klay (NDM) ",,,,6,"LAKE, Delores Zoe (UP) ",,62,,"Valid Votes: ",,,,,333
"KORTO, Joseph D. Z. (LERP) ",,,,0,"RICHARDS, Paul Mhulbah (LP) ",,27,,"Invalid Votes: ",,,,,25
"KPOTO, Robert Momo (ULD) ",,,,0,"SAMUELS, Fata S. (NDPL) ",,31,,"Total Votes: ",,,,,358
"KROMAH, Alhaji G. V. (ALCOP) ",,,,1,"SEESEE, Lasana Abraham (Ind) ",,4,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,6,"SIAKOR, Franklin Obed (Ind) ",,4,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"SIRLEAF, Lassana M. (PRODEM) ",,6,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,3,"TOKPAH, Molley O. K. (CDC) ",,9,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,4,"WOKPEH, Lysander B. (FAPL) ",,2,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes: ",605,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,2,,"Invalid Ballots: ",9,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,6,,"Valid Votes + Invalid Ballots: ",614,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,99,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,22,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,4,,,,,,,,,,
,"Valid Votes: ",,,347,,,,,,,,,,
,"Invalid Votes: ",,,13,,,,,,,,,,
,"Total Votes: ",,,360,,,,,,,,,,
"Precinct: 06038 ","Polling Place: ",3,,,,,,"Total: 484 ","Age 18-27: 26.0% ","Age 48-57: ",,,"19.6%",
"Haindii Palava Hut, Haindii, Bong ",,,,,,,,"Males: 47.7% Females: 52.3% ","Age 28-37: 21.1% Age 38-47: 17.8% ","Age 58-67: Age 68+: ",,,"7.9%7.6%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bong ",,,"Bong, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,19,"CORNORMIA, SR., Joseph N. (COTOL) ",,63,"BARCLAY, Corpu G. (UP) ",,,,,,218
"BRUMSKINE, Charles Walker (LP) ",,,,50,"DAVIES, Olive Quita (CDC) ",,47,"CIAPHA, Wayfa Florence (APD) ",,,,,,11
"CONNEH, Sekou Damate (PRODEM) ",,,,3,"DOLO, Othello F. (PRODEM) ",,22,"GBOLOR, Joseph Fonuham (COTOL) ",,,,,,2
