"CONNEH, Sekou Damate (PRODEM) ",,,2,"DOLO, Othello F. (PRODEM) ",,5,"COOPER, Viola Nyamah (COTOL) ",,,,,,112,
"DIVINE, SR., Samuel Raymond (Ind) ",,,2,"HOWARD-TAYLOR, Jewel Ceaineh (NPP) ",,245,"DENNIS, Oretha Tinapu (LPL) ",,,,,,22,
"FARHAT, David M. (FDP) ",,,2,"JACKSON, Ranney Banama (COTOL) ",,18,"RENNIE, Charles S. (UDA) ",,,,,,18,
"JALLAH, Armah Zolu (NPL) ",,,0,"KAMARA, Mustapha A. (UP) ",,6,"TUCKER, Larwuson M. (CDC) ",,,,,,5,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,5,"KERKULA, SR., Martin Fahnlon (LP) ",,8,,"Valid Votes: ",,,,,304,
"KIADII, George Momodu (NATVIPOL) ",,,0,"KERMUE, Melee I. L. (NPP) ",,175,,"Invalid Votes: ",,,,,57,
"KIEH, JR., George Klay (NDM) ",,,0,"LAKE, Delores Zoe (UP) ",,6,,"Total Votes: ",,,,,361,
"KORTO, Joseph D. Z. (LERP) ",,,0,"RICHARDS, Paul Mhulbah (LP) ",,10,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,"SAMUELS, Fata S. (NDPL) ",,22,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,"SEESEE, Lasana Abraham (Ind) ",,2,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,3,"SIAKOR, Franklin Obed (Ind) ",,21,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,"SIRLEAF, Lassana M. (PRODEM) ",,10,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,1,"TOKPAH, Molley O. K. (CDC) ",,14,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,9,"WOKPEH, Lysander B. (FAPL) ",,3,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,2,,"Valid Votes: ",561,,,,,,,,
