,"Valid Votes: ",,298,,,,,,,,,,,
,"Invalid Votes: ",,19,,,,,,,,,,,
,"Total Votes: ",,317,,,,,,,,,,,
"Precinct: 12008 ","Polling Place: ",2,,,,,"Total: 417 Age 18-27: 32.1% ","Age 48-57: ",,,"10.1%",,,
"Gononamalan Public School, Gonolo, Grand Cape Mount ",,,,,,,"Males: 45.8% Age 28-37: 25.2% Females: 54.2% Age 38-47: 16.3% ","Age 58-67: Age 68+: ",,,"8.9%7.4%",,,
,,,,,"Senate ",,"House of Representatives",,,,,,,
"President and Vice-President ",,,,,"Grand Cape Mount ",,"Grand Cape Mount, Electoral District 3",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,3,"BONDOKAI, III, J. Siafa (NDPL) ",,11,"FAHNBULLEH, Ennish Lamie (UP) ",,,,,,20,
"BRUMSKINE, Charles Walker (LP) ",,,5,"DAVID, Mambu George (UP) ",,11,"KIAHON, Clarence C. (LDP) ",,,,,,1,
"CONNEH, Sekou Damate (PRODEM) ",,,1,"FAHNBULLEH, Ma-John T. (LP) ",,16,"KIAZOLU, Mohammed Abdurahman (NPP) ",,,,,,22,
"DIVINE, SR., Samuel Raymond (Ind) ",,,2,"FREEMAN, Arthur Bamoley (LDP) ",,14,"MOHAMMED, J. Dinne (NRP) ",,,,,,8,
"FARHAT, David M. (FDP) ",,,2,"GBANA, Edison T. Vaanii (LP) ",,14,"SMITH, Oliver Siafa (CDC) ",,,,,,6,
"JALLAH, Armah Zolu (NPL) ",,,0,"GRAY, M. Kdaiia (CDC) ",,8,"SONII, Baindu  (LP) ",,,,,,9,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,13,"KAMARA, Jenneh M. (CDC) ",,5,"SONII, Mambu Mahamudu (Ind) ",,,,,,147,
"KIADII, George Momodu (NATVIPOL) ",,,12,"MASSALAY, Abel Momolu (NPP) ",,185,"WARE, SR., Mohammed Abraham (COTOL) ",,,,,,43,
"KIEH, JR., George Klay (NDM) ",,,0,"MOMO, James Kormah (NPP) ",,56,"ZOLUDUA, SR., Edwin Boakai (ULD) ",,,,,,2,
"KORTO, Joseph D. Z. (LERP) ",,,1,"PAASEWE, Varney  (COTOL) ",,88,"Valid Votes: ",,,,,,258,
"KPOTO, Robert Momo (ULD) ",,,2,"SHERMAN, Rudolph Emmett (COTOL) ",,61,"Invalid Votes: ",,,,,,26,
"KROMAH, Alhaji G. V. (ALCOP) ",,,6,,"Valid Votes: ",469,"Total Votes: ",,,,,,284,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Invalid Ballots: ",7,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,"Valid Votes + Invalid Ballots: ",476,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,195,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,0,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,2,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,17,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,7,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,2,,,,,,,,,,,
,"Valid Votes: ",,270,,,,,,,,,,,
,"Invalid Votes: ",,15,,,,,,,,,,,
,"Total Votes: ",,285,,,,,,,,,,,
"Precinct: 12009 ","Polling Place: ",1,,,,,"Total: 317 Age 18-27: 35.3% ","Age 48-57: ",,,"10.4%",,,
"Fomba public School, Fomba, Grand Cape Mount ",,,,,,,"Males: 43.5% Age 28-37: 20.2% Females: 56.5% Age 38-47: 16.7% ","Age 58-67: Age 68+: ",,,"8.8%8.5%",,,
,,,,,"Senate ",,"House of Representatives",,,,,,,
"President and Vice-President ",,,,,"Grand Cape Mount ",,"Grand Cape Mount, Electoral District 3",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BONDOKAI, III, J. Siafa (NDPL) ",,4,"FAHNBULLEH, Ennish Lamie (UP) ",,,,,,2,
"BRUMSKINE, Charles Walker (LP) ",,,2,"DAVID, Mambu George (UP) ",,4,"KIAHON, Clarence C. (LDP) ",,,,,,0,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"FAHNBULLEH, Ma-John T. (LP) ",,7,"KIAZOLU, Mohammed Abdurahman (NPP) ",,,,,,30,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"FREEMAN, Arthur Bamoley (LDP) ",,3,"MOHAMMED, J. Dinne (NRP) ",,,,,,8,
"FARHAT, David M. (FDP) ",,,1,"GBANA, Edison T. Vaanii (LP) ",,2,"SMITH, Oliver Siafa (CDC) ",,,,,,0,
"JALLAH, Armah Zolu (NPL) ",,,0,"GRAY, M. Kdaiia (CDC) ",,5,"SONII, Baindu  (LP) ",,,,,,0,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,7,"KAMARA, Jenneh M. (CDC) ",,1,"SONII, Mambu Mahamudu (Ind) ",,,,,,14,
"KIADII, George Momodu (NATVIPOL) ",,,2,"MASSALAY, Abel Momolu (NPP) ",,167,"WARE, SR., Mohammed Abraham (COTOL) ",,,,,,175,
"KIEH, JR., George Klay (NDM) ",,,0,"MOMO, James Kormah (NPP) ",,24,"ZOLUDUA, SR., Edwin Boakai (ULD) ",,,,,,1,
"KORTO, Joseph D. Z. (LERP) ",,,0,"PAASEWE, Varney  (COTOL) ",,69,"Valid Votes: ",,,,,,230,
"KPOTO, Robert Momo (ULD) ",,,0,"SHERMAN, Rudolph Emmett (COTOL) ",,76,"Invalid Votes: ",,,,,,6,
"KROMAH, Alhaji G. V. (ALCOP) ",,,2,,"Valid Votes: ",362,"Total Votes: ",,,,,,236,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,7,,"Invalid Ballots: ",2,,,,,,,,
"MORLU, John Sembe (UDA) ",,,1,,"Valid Votes + Invalid Ballots: ",364,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,205,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,1,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,1,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,3,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,232,,,,,,,,,,,
,"Invalid Votes: ",,5,,,,,,,,,,,
,"Total Votes: ",,237,,,,,,,,,,,
"Precinct: 12010 ","Polling Place: ",1,,,,,"Total: 601 Age 18-27: 38.6% ","Age 48-57: ",,,"8.8%",,,
"Robers City Hall, Robersport City, Grand Cape Mount ",,,,,,,"Males: 56.2% Age 28-37: 23.6% Females: 43.9% Age 38-47: 19.0% ","Age 58-67: Age 68+: ",,,"5.8%4.3%",,,
,,,,,"Senate ",,"House of Representatives",,,,,,,
"President and Vice-President ",,,,,"Grand Cape Mount ",,"Grand Cape Mount, Electoral District 3",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,2,"BONDOKAI, III, J. Siafa (NDPL) ",,11,"FAHNBULLEH, Ennish Lamie (UP) ",,,,,,76,
"BRUMSKINE, Charles Walker (LP) ",,,14,"DAVID, Mambu George (UP) ",,32,"KIAHON, Clarence C. (LDP) ",,,,,,3,
"CONNEH, Sekou Damate (PRODEM) ",,,2,"FAHNBULLEH, Ma-John T. (LP) ",,14,"KIAZOLU, Mohammed Abdurahman (NPP) ",,,,,,18,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"FREEMAN, Arthur Bamoley (LDP) ",,5,"MOHAMMED, J. Dinne (NRP) ",,,,,,14,
"FARHAT, David M. (FDP) ",,,4,"GBANA, Edison T. Vaanii (LP) ",,20,"SMITH, Oliver Siafa (CDC) ",,,,,,75,
"JALLAH, Armah Zolu (NPL) ",,,1,"GRAY, M. Kdaiia (CDC) ",,83,"SONII, Baindu  (LP) ",,,,,,17,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,43,"KAMARA, Jenneh M. (CDC) ",,77,"SONII, Mambu Mahamudu (Ind) ",,,,,,22,
"KIADII, George Momodu (NATVIPOL) ",,,0,"MASSALAY, Abel Momolu (NPP) ",,217,"WARE, SR., Mohammed Abraham (COTOL) ",,,,,,187,
"KIEH, JR., George Klay (NDM) ",,,0,"MOMO, James Kormah (NPP) ",,39,"ZOLUDUA, SR., Edwin Boakai (ULD) ",,,,,,14,
"KORTO, Joseph D. Z. (LERP) ",,,0,"PAASEWE, Varney  (COTOL) ",,152,"Valid Votes: ",,,,,,426,
"KPOTO, Robert Momo (ULD) ",,,1,"SHERMAN, Rudolph Emmett (COTOL) ",,158,"Invalid Votes: ",,,,,,37,
"KROMAH, Alhaji G. V. (ALCOP) ",,,1,,"Valid Votes: ",808,"Total Votes: ",,,,,,463,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,2,,"Invalid Ballots: ",14,,,,,,,,
"MORLU, John Sembe (UDA) ",,,1,,"Valid Votes + Invalid Ballots: ",822,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,2,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,259,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,1,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,1,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,5,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,107,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,446,,,,,,,,,,,
,"Invalid Votes: ",,20,,,,,,,,,,,
,"Total Votes: ",,466,,,,,,,,,,,
"Precinct: 12010 ","Polling Place: ",2,,,,,"Total: 598 Age 18-27: 39.6% ","Age 48-57: ",,,"7.0%",,,
"Robers City Hall, Robersport City, Grand Cape Mount ",,,,,,,"Males: 51.8% Age 28-37: 27.3% Females: 48.2% Age 38-47: 17.4% ","Age 58-67: Age 68+: ",,,"5.9%2.8%",,,
,,,,,"Senate ",,"House of Representatives",,,,,,,
"President and Vice-President ",,,,,"Grand Cape Mount ",,"Grand Cape Mount, Electoral District 3",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,1,"BONDOKAI, III, J. Siafa (NDPL) ",,10,"FAHNBULLEH, Ennish Lamie (UP) ",,,,,,70,
"BRUMSKINE, Charles Walker (LP) ",,,23,"DAVID, Mambu George (UP) ",,27,"KIAHON, Clarence C. (LDP) ",,,,,,4,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"FAHNBULLEH, Ma-John T. (LP) ",,17,"KIAZOLU, Mohammed Abdurahman (NPP) ",,,,,,27,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"FREEMAN, Arthur Bamoley (LDP) ",,11,"MOHAMMED, J. Dinne (NRP) ",,,,,,14,
"FARHAT, David M. (FDP) ",,,4,"GBANA, Edison T. Vaanii (LP) ",,18,"SMITH, Oliver Siafa (CDC) ",,,,,,80,
"JALLAH, Armah Zolu (NPL) ",,,0,"GRAY, M. Kdaiia (CDC) ",,86,"SONII, Baindu  (LP) ",,,,,,19,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,39,"KAMARA, Jenneh M. (CDC) ",,72,"SONII, Mambu Mahamudu (Ind) ",,,,,,34,
"KIADII, George Momodu (NATVIPOL) ",,,2,"MASSALAY, Abel Momolu (NPP) ",,226,"WARE, SR., Mohammed Abraham (COTOL) ",,,,,,201,
"KIEH, JR., George Klay (NDM) ",,,0,"MOMO, James Kormah (NPP) ",,36,"ZOLUDUA, SR., Edwin Boakai (ULD) ",,,,,,6,
"KORTO, Joseph D. Z. (LERP) ",,,0,"PAASEWE, Varney  (COTOL) ",,152,"Valid Votes: ",,,,,,455,
"KPOTO, Robert Momo (ULD) ",,,0,"SHERMAN, Rudolph Emmett (COTOL) ",,180,"Invalid Votes: ",,,,,,37,
"KROMAH, Alhaji G. V. (ALCOP) ",,,1,,"Valid Votes: ",835,"Total Votes: ",,,,,,492,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,4,,"Invalid Ballots: ",14,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,"Valid Votes + Invalid Ballots: ",849,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,4,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,293,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,2,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,1,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,112,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,1,,,,,,,,,,,
,"Valid Votes: ",,487,,,,,,,,,,,
,"Invalid Votes: ",,16,,,,,,,,,,,
,"Total Votes: ",,503,,,,,,,,,,,
"Precinct: 12010 ","Polling Place: ",3,,,,,"Total: 570 Age 18-27: 36.1% ","Age 48-57: ",,,"9.6%",,,
"Robers City Hall, Robersport City, Grand Cape Mount ",,,,,,,"Males: 52.3% Age 28-37: 27.4% Females: 47.9% Age 38-47: 16.8% ","Age 58-67: Age 68+: ",,,"4.9%5.3%",,,
,,,,,"Senate ",,"House of Representatives",,,,,,,
"President and Vice-President ",,,,,"Grand Cape Mount ",,"Grand Cape Mount, Electoral District 3",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,3,"BONDOKAI, III, J. Siafa (NDPL) ",,8,"FAHNBULLEH, Ennish Lamie (UP) ",,,,,,69,
"BRUMSKINE, Charles Walker (LP) ",,,18,"DAVID, Mambu George (UP) ",,36,"KIAHON, Clarence C. (LDP) ",,,,,,7,
"CONNEH, Sekou Damate (PRODEM) ",,,1,"FAHNBULLEH, Ma-John T. (LP) ",,14,"KIAZOLU, Mohammed Abdurahman (NPP) ",,,,,,28,
"DIVINE, SR., Samuel Raymond (Ind) ",,,1,"FREEMAN, Arthur Bamoley (LDP) ",,8,"MOHAMMED, J. Dinne (NRP) ",,,,,,10,
"FARHAT, David M. (FDP) ",,,3,"GBANA, Edison T. Vaanii (LP) ",,20,"SMITH, Oliver Siafa (CDC) ",,,,,,90,
"JALLAH, Armah Zolu (NPL) ",,,0,"GRAY, M. Kdaiia (CDC) ",,89,"SONII, Baindu  (LP) ",,,,,,26,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,41,"KAMARA, Jenneh M. (CDC) ",,63,"SONII, Mambu Mahamudu (Ind) ",,,,,,34,
"KIADII, George Momodu (NATVIPOL) ",,,2,"MASSALAY, Abel Momolu (NPP) ",,202,"WARE, SR., Mohammed Abraham (COTOL) ",,,,,,144,
"KIEH, JR., George Klay (NDM) ",,,1,"MOMO, James Kormah (NPP) ",,36,"ZOLUDUA, SR., Edwin Boakai (ULD) ",,,,,,5,
"KORTO, Joseph D. Z. (LERP) ",,,0,"PAASEWE, Varney  (COTOL) ",,117,"Valid Votes: ",,,,,,413,
"KPOTO, Robert Momo (ULD) ",,,1,"SHERMAN, Rudolph Emmett (COTOL) ",,121,"Invalid Votes: ",,,,,,30,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,,"Valid Votes: ",714,"Total Votes: ",,,,,,443,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,1,,"Invalid Ballots: ",36,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,"Valid Votes + Invalid Ballots: ",750,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,4,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,237,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,1,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,1,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,4,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,110,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,1,,,,,,,,,,,
,"Valid Votes: ",,430,,,,,,,,,,,
,"Invalid Votes: ",,22,,,,,,,,,,,
,"Total Votes: ",,452,,,,,,,,,,,
"Precinct: 12011 ","Polling Place: ",1,,,,,"Total: 218 Age 18-27: 30.7% ","Age 48-57: ",,,"10.1%",,,
"Sembehum Tow n Hall , Sembuhum, Grand Cape Mount ",,,,,,,"Males: 43.1% Age 28-37: 23.9% Females: 56.9% Age 38-47: 14.7% ","Age 58-67: Age 68+: ",,,"8.3%12.4%",,,
,,,,,"Senate ",,"House of Representatives",,,,,,,
"President and Vice-President ",,,,,"Grand Cape Mount ",,"Grand Cape Mount, Electoral District 3",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BONDOKAI, III, J. Siafa (NDPL) ",,0,"FAHNBULLEH, Ennish Lamie (UP) ",,,,,,8,
"BRUMSKINE, Charles Walker (LP) ",,,1,"DAVID, Mambu George (UP) ",,2,"KIAHON, Clarence C. (LDP) ",,,,,,0,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"FAHNBULLEH, Ma-John T. (LP) ",,0,"KIAZOLU, Mohammed Abdurahman (NPP) ",,,,,,22,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"FREEMAN, Arthur Bamoley (LDP) ",,3,"MOHAMMED, J. Dinne (NRP) ",,,,,,0,
"FARHAT, David M. (FDP) ",,,0,"GBANA, Edison T. Vaanii (LP) ",,3,"SMITH, Oliver Siafa (CDC) ",,,,,,2,
"JALLAH, Armah Zolu (NPL) ",,,0,"GRAY, M. Kdaiia (CDC) ",,1,"SONII, Baindu  (LP) ",,,,,,1,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,4,"KAMARA, Jenneh M. (CDC) ",,2,"SONII, Mambu Mahamudu (Ind) ",,,,,,107,
"KIADII, George Momodu (NATVIPOL) ",,,12,"MASSALAY, Abel Momolu (NPP) ",,188,"WARE, SR., Mohammed Abraham (COTOL) ",,,,,,50,
"KIEH, JR., George Klay (NDM) ",,,0,"MOMO, James Kormah (NPP) ",,27,"ZOLUDUA, SR., Edwin Boakai (ULD) ",,,,,,1,
"KORTO, Joseph D. Z. (LERP) ",,,0,"PAASEWE, Varney  (COTOL) ",,17,"Valid Votes: ",,,,,,191,
"KPOTO, Robert Momo (ULD) ",,,0,"SHERMAN, Rudolph Emmett (COTOL) ",,10,"Invalid Votes: ",,,,,,4,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,,"Valid Votes: ",253,"Total Votes: ",,,,,,195,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,4,,"Invalid Ballots: ",3,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,"Valid Votes + Invalid Ballots: ",256,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,171,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,1,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,4,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,197,,,,,,,,,,,
,"Invalid Votes: ",,3,,,,,,,,,,,
,"Total Votes: ",,200,,,,,,,,,,,
"Precinct: 12012 ","Polling Place: ",1,,,,,"Total: 453 Age 18-27: 30.5% ","Age 48-57: ",,,"9.1%",,,
"Latia Tow n Hall , Latia Tow n, Grand Cape Mount ",,,,,,,"Males: 41.3% Age 28-37: 23.4% Females: 58.7% Age 38-47: 20.1% ","Age 58-67: Age 68+: ",,,"9.5%7.5%",,,
,,,,,"Senate ",,"House of Representatives",,,,,,,
"President and Vice-President ",,,,,"Grand Cape Mount ",,"Grand Cape Mount, Electoral District 3",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BONDOKAI, III, J. Siafa (NDPL) ",,0,"FAHNBULLEH, Ennish Lamie (UP) ",,,,,,3,
"BRUMSKINE, Charles Walker (LP) ",,,1,"DAVID, Mambu George (UP) ",,0,"KIAHON, Clarence C. (LDP) ",,,,,,0,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"FAHNBULLEH, Ma-John T. (LP) ",,1,"KIAZOLU, Mohammed Abdurahman (NPP) ",,,,,,17,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"FREEMAN, Arthur Bamoley (LDP) ",,0,"MOHAMMED, J. Dinne (NRP) ",,,,,,1,
"FARHAT, David M. (FDP) ",,,1,"GBANA, Edison T. Vaanii (LP) ",,17,"SMITH, Oliver Siafa (CDC) ",,,,,,3,
"JALLAH, Armah Zolu (NPL) ",,,0,"GRAY, M. Kdaiia (CDC) ",,2,"SONII, Baindu  (LP) ",,,,,,1,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,5,"KAMARA, Jenneh M. (CDC) ",,4,"SONII, Mambu Mahamudu (Ind) ",,,,,,119,
"KIADII, George Momodu (NATVIPOL) ",,,1,"MASSALAY, Abel Momolu (NPP) ",,356,"WARE, SR., Mohammed Abraham (COTOL) ",,,,,,224,
"KIEH, JR., George Klay (NDM) ",,,0,"MOMO, James Kormah (NPP) ",,9,"ZOLUDUA, SR., Edwin Boakai (ULD) ",,,,,,3,
"KORTO, Joseph D. Z. (LERP) ",,,0,"PAASEWE, Varney  (COTOL) ",,20,"Valid Votes: ",,,,,,371,
"KPOTO, Robert Momo (ULD) ",,,1,"SHERMAN, Rudolph Emmett (COTOL) ",,24,"Invalid Votes: ",,,,,,9,
"KROMAH, Alhaji G. V. (ALCOP) ",,,1,,"Valid Votes: ",433,"Total Votes: ",,,,,,380,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,4,,"Invalid Ballots: ",2,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,"Valid Votes + Invalid Ballots: ",435,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,3,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,359,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,1,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,0,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,3,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,380,,,,,,,,,,,
,"Invalid Votes: ",,5,,,,,,,,,,,
,"Total Votes: ",,385,,,,,,,,,,,
"Precinct: 12013 ","Polling Place: ",1,,,,,"Total: 492 Age 18-27: 35.6% ","Age 48-57: ",,,"10.4%",,,
"Than public School, Than Tow n, Grand Cape Mount ",,,,,,,"Males: 52.0% Age 28-37: 20.3% Females: 48.0% Age 38-47: 19.5% ","Age 58-67: Age 68+: ",,,"7.3%6.9%",,,
,,,,,"Senate ",,"House of Representatives",,,,,,,
"President and Vice-President ",,,,,"Grand Cape Mount ",,"Grand Cape Mount, Electoral District 2",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BONDOKAI, III, J. Siafa (NDPL) ",,14,"BLAKE, Jeremiah Dennis (LP) ",,,,,,8,
"BRUMSKINE, Charles Walker (LP) ",,,0,"DAVID, Mambu George (UP) ",,4,"DARBLO, SR., Matthew V. Z. (COTOL) ",,,,,,269,
"CONNEH, Sekou Damate (PRODEM) ",,,11,"FAHNBULLEH, Ma-John T. (LP) ",,3,"FAHNBULLEH, Bai Borbor (Ind) ",,,,,,0,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"FREEMAN, Arthur Bamoley (LDP) ",,0,"KANNEH, Satta Sheriff (RULP) ",,,,,,2,
"FARHAT, David M. (FDP) ",,,0,"GBANA, Edison T. Vaanii (LP) ",,3,"MADAVE, James Momodu (ULD) ",,,,,,0,
"JALLAH, Armah Zolu (NPL) ",,,0,"GRAY, M. Kdaiia (CDC) ",,4,"METZGER, Frederick Kelkeh (NPP) ",,,,,,11,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,38,"KAMARA, Jenneh M. (CDC) ",,2,"QUAYE, SR., Philip Momoh (UP) ",,,,,,18,
"KIADII, George Momodu (NATVIPOL) ",,,0,"MASSALAY, Abel Momolu (NPP) ",,30,"SELLU, I, Abraham Dassama Johnson (CDC) ",,,,,,17,
"KIEH, JR., George Klay (NDM) ",,,0,"MOMO, James Kormah (NPP) ",,284,"SHERIFF, JR., Momo Francis (NRP) ",,,,,,2,
"KORTO, Joseph D. Z. (LERP) ",,,0,"PAASEWE, Varney  (COTOL) ",,46,"Valid Votes: ",,,,,,327,
"KPOTO, Robert Momo (ULD) ",,,0,"SHERMAN, Rudolph Emmett (COTOL) ",,15,"Invalid Votes: ",,,,,,3,
"KROMAH, Alhaji G. V. (ALCOP) ",,,4,,"Valid Votes: ",405,"Total Votes: ",,,,,,330,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,10,,"Invalid Ballots: ",3,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,"Valid Votes + Invalid Ballots: ",408,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,1,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,220,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,2,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,9,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,2,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,1,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,31,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,329,,,,,,,,,,,
,"Invalid Votes: ",,4,,,,,,,,,,,
,"Total Votes: ",,333,,,,,,,,,,,
"Precinct: 12013 ","Polling Place: ",2,,,,,"Total: 496 Age 18-27: 34.5% ","Age 48-57: ",,,"11.1%",,,
