"President and Vice-President ",,,,,,"Maryland ",,"Maryland, Electoral District 2",,,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,,2,"BALLOUT, JR., John Akel (UP) ",,90,"BROWN, Wilmont Yeabay (FAPL) ",,,,,20,
"BRUMSKINE, Charles Walker (LP) ",,,,26,"BEDELL, Anthony S. Wloflo (NDPL) ",,76,"CARR, SR., Abraham Tye (LP) ",,,,,58,
"CONNEH, Sekou Damate (PRODEM) ",,,,2,"BREWER, JR., Robert Alexandeer (NDPL) ",,19,"CHAMBERS, Bhofal  (UP) ",,,,,99,
"DIVINE, SR., Samuel Raymond (Ind) ",,,,2,"CLARK, Wilfred Ernest (COTOL) ",,16,"JOHNSON, Nathaniel Namuh (CDC) ",,,,,27,
"FARHAT, David M. (FDP) ",,,,2,"CLARK-WAH, Theodosia Minikon (APD) ",,17,"WILSON, Nathaniel C. (NDPL) ",,,,,41,
"JALLAH, Armah Zolu (NPL) ",,,,0,"COX, SR., James Lamark (LP) ",,19,"WILSON, Samuel S. T. (COTOL) ",,,,,7,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,44,"FOLEE, Eric Deiojue Kitue (CDC) ",,45,,"Valid Votes: ",,,,252,
"KIADII, George Momodu (NATVIPOL) ",,,,0,"GOE, Mason Chumue (APD) ",,42,,"Invalid Votes: ",,,,27,
"KIEH, JR., George Klay (NDM) ",,,,3,"HUTCHINS, Alexander Mcknight (RULP) ",,16,,"Total Votes: ",,,,279,
"KORTO, Joseph D. Z. (LERP) ",,,,0,"JEFFY, Paul R. (LP) ",,21,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,1,"MUSU-SCOTT, Gloria Maya (UP) ",,50,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,1,"NEUFVILLE, E. Danny (CDC) ",,28,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,1,"RAGLAND, Willie Dalleh (COTOL) ",,13,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"TOOMEY, J. Kla (NPP) ",,3,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,2,,"Valid Votes: ",455,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,6,,"Invalid Ballots: ",16,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,2,,"Valid Votes + Invalid Ballots: ",471,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,6,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,43,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,112,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,256,,,,,,,,,,
,"Invalid Votes: ",,,24,,,,,,,,,,
,"Total Votes: ",,,280,,,,,,,,,,
"Precinct: 27041 ","Polling Place: ",1,,,,,,"Total: 498 ","Age 18-27: 56.0% ","Age 48-57: ",,,"6.0%",
"Pleebo III, Grand Public School, Maryland ",,,,,,,,"Males: 55.4% Females: 44.6% ","Age 28-37: 21.5% Age 38-47: 12.7% ","Age 58-67: Age 68+: ",,,"3.2%0.6%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Maryland ",,"Maryland, Electoral District 2",,,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,1,"BALLOUT, JR., John Akel (UP) ",,129,"BROWN, Wilmont Yeabay (FAPL) ",,,,,,23
"BRUMSKINE, Charles Walker (LP) ",,,,20,"BEDELL, Anthony S. Wloflo (NDPL) ",,102,"CARR, SR., Abraham Tye (LP) ",,,,,,42
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"BREWER, JR., Robert Alexandeer (NDPL) ",,42,"CHAMBERS, Bhofal  (UP) ",,,,,,135
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"CLARK, Wilfred Ernest (COTOL) ",,13,"JOHNSON, Nathaniel Namuh (CDC) ",,,,,,26
"FARHAT, David M. (FDP) ",,,,1,"CLARK-WAH, Theodosia Minikon (APD) ",,14,"WILSON, Nathaniel C. (NDPL) ",,,,,,61
"JALLAH, Armah Zolu (NPL) ",,,,3,"COX, SR., James Lamark (LP) ",,28,"WILSON, Samuel S. T. (COTOL) ",,,,,,17
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,56,"FOLEE, Eric Deiojue Kitue (CDC) ",,33,,"Valid Votes: ",,,,,304
"KIADII, George Momodu (NATVIPOL) ",,,,2,"GOE, Mason Chumue (APD) ",,27,,"Invalid Votes: ",,,,,14
"KIEH, JR., George Klay (NDM) ",,,,0,"HUTCHINS, Alexander Mcknight (RULP) ",,19,,"Total Votes: ",,,,,318
"KORTO, Joseph D. Z. (LERP) ",,,,0,"JEFFY, Paul R. (LP) ",,31,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,69,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,2,"NEUFVILLE, E. Danny (CDC) ",,47,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,2,"RAGLAND, Willie Dalleh (COTOL) ",,15,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"TOOMEY, J. Kla (NPP) ",,4,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",573,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,7,,"Invalid Ballots: ",3,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,4,,"Valid Votes + Invalid Ballots: ",576,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,8,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,61,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,148,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,317,,,,,,,,,,
,"Invalid Votes: ",,,4,,,,,,,,,,
,"Total Votes: ",,,321,,,,,,,,,,
"Precinct: 27041 ","Polling Place: ",2,,,,,,"Total: 503 ","Age 18-27: 52.5% ","Age 48-57: ",,,"8.2%",
"Pleebo III, Grand Public School, Maryland ",,,,,,,,"Males: 56.5% Females: 43.5% ","Age 28-37: 21.1% Age 38-47: 12.1% ","Age 58-67: Age 68+: ",,,"4.8%1.4%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Maryland ",,"Maryland, Electoral District 2",,,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"BALLOUT, JR., John Akel (UP) ",,124,"BROWN, Wilmont Yeabay (FAPL) ",,,,,,27
"BRUMSKINE, Charles Walker (LP) ",,,,24,"BEDELL, Anthony S. Wloflo (NDPL) ",,102,"CARR, SR., Abraham Tye (LP) ",,,,,,45
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"BREWER, JR., Robert Alexandeer (NDPL) ",,29,"CHAMBERS, Bhofal  (UP) ",,,,,,118
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"CLARK, Wilfred Ernest (COTOL) ",,21,"JOHNSON, Nathaniel Namuh (CDC) ",,,,,,42
"FARHAT, David M. (FDP) ",,,,0,"CLARK-WAH, Theodosia Minikon (APD) ",,23,"WILSON, Nathaniel C. (NDPL) ",,,,,,41
"JALLAH, Armah Zolu (NPL) ",,,,2,"COX, SR., James Lamark (LP) ",,29,"WILSON, Samuel S. T. (COTOL) ",,,,,,18
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,46,"FOLEE, Eric Deiojue Kitue (CDC) ",,38,,"Valid Votes: ",,,,,291
"KIADII, George Momodu (NATVIPOL) ",,,,1,"GOE, Mason Chumue (APD) ",,30,,"Invalid Votes: ",,,,,31
"KIEH, JR., George Klay (NDM) ",,,,1,"HUTCHINS, Alexander Mcknight (RULP) ",,15,,"Total Votes: ",,,,,322
"KORTO, Joseph D. Z. (LERP) ",,,,0,"JEFFY, Paul R. (LP) ",,22,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,61,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,2,"NEUFVILLE, E. Danny (CDC) ",,42,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,0,"RAGLAND, Willie Dalleh (COTOL) ",,14,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"TOOMEY, J. Kla (NPP) ",,5,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,2,,"Valid Votes: ",555,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,14,,"Invalid Ballots: ",12,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,4,,"Valid Votes + Invalid Ballots: ",567,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,2,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,9,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,57,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,144,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,1,,,,,,,,,,
,"Valid Votes: ",,,313,,,,,,,,,,
,"Invalid Votes: ",,,10,,,,,,,,,,
,"Total Votes: ",,,323,,,,,,,,,,
"Precinct: 27041 ","Polling Place: ",3,,,,,,"Total: 478 ","Age 18-27: 56.7% ","Age 48-57: ",,,"5.9%",
"Pleebo III, Grand Public School, Maryland ",,,,,,,,"Males: 62.8% Females: 37.2% ","Age 28-37: 20.9% Age 38-47: 11.7% ","Age 58-67: Age 68+: ",,,"2.9%1.9%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Maryland ",,"Maryland, Electoral District 2",,,,,,
"Candidate ",,,"Votes ",,"Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,3,,"BALLOUT, JR., John Akel (UP) ",,142,"BROWN, Wilmont Yeabay (FAPL) ",,,,,,23
"BRUMSKINE, Charles Walker (LP) ",,,22,,"BEDELL, Anthony S. Wloflo (NDPL) ",,94,"CARR, SR., Abraham Tye (LP) ",,,,,,52
"CONNEH, Sekou Damate (PRODEM) ",,,3,,"BREWER, JR., Robert Alexandeer (NDPL) ",,42,"CHAMBERS, Bhofal  (UP) ",,,,,,123
"DIVINE, SR., Samuel Raymond (Ind) ",,,1,,"CLARK, Wilfred Ernest (COTOL) ",,11,"JOHNSON, Nathaniel Namuh (CDC) ",,,,,,34
"FARHAT, David M. (FDP) ",,,1,,"CLARK-WAH, Theodosia Minikon (APD) ",,22,"WILSON, Nathaniel C. (NDPL) ",,,,,,51
"JALLAH, Armah Zolu (NPL) ",,,1,,"COX, SR., James Lamark (LP) ",,27,"WILSON, Samuel S. T. (COTOL) ",,,,,,12
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,54,,"FOLEE, Eric Deiojue Kitue (CDC) ",,27,,"Valid Votes: ",,,,,295
"KIADII, George Momodu (NATVIPOL) ",,,2,,"GOE, Mason Chumue (APD) ",,26,,"Invalid Votes: ",,,,,18
"KIEH, JR., George Klay (NDM) ",,,2,,"HUTCHINS, Alexander Mcknight (RULP) ",,22,,"Total Votes: ",,,,,313
"KORTO, Joseph D. Z. (LERP) ",,,0,,"JEFFY, Paul R. (LP) ",,23,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"MUSU-SCOTT, Gloria Maya (UP) ",,64,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,,"NEUFVILLE, E. Danny (CDC) ",,44,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,1,,"RAGLAND, Willie Dalleh (COTOL) ",,21,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,"TOOMEY, J. Kla (NPP) ",,5,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,"Valid Votes: ",570,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,10,,,"Invalid Ballots: ",7,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,2,,,"Valid Votes + Invalid Ballots: ",577,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,3,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,8,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,59,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,124,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,3,,,,,,,,,,,
,"Valid Votes: ",,299,,,,,,,,,,,
,"Invalid Votes: ",,12,,,,,,,,,,,
,"Total Votes: ",,311,,,,,,,,,,,
"Precinct: 27042 ","Polling Place: ",1,,,,,"Total: 446 ","Age 18-27: 36.1% ","Age 48-57: ",,"7.0%",,,
"Bassa Community, Pleebo Bassa Tow n, Maryland ",,,,,,,"Males: 55.2% Females: 44.8% ","Age 28-37: 28.0% Age 38-47: 20.0% ","Age 58-67: Age 68+: ",,"4.9%4.0%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Maryland ",,"Maryland, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,"Votes",,
"BARNES, Milton Nathaniel (LDP) ",,,3,"BALLOUT, JR., John Akel (UP) ",,65,"DENNIS, Sophia Diode (LP) ",,,,,39,,
"BRUMSKINE, Charles Walker (LP) ",,,17,"BEDELL, Anthony S. Wloflo (NDPL) ",,111,"SAYDEE, David Gwiah (APD) ",,,,,77,,
"CONNEH, Sekou Damate (PRODEM) ",,,3,"BREWER, JR., Robert Alexandeer (NDPL) ",,41,"SMITH, Solomon Saide Nyemah (NPP) ",,,,,53,,
"DIVINE, SR., Samuel Raymond (Ind) ",,,1,"CLARK, Wilfred Ernest (COTOL) ",,17,"WAH, G. Glomah (UP) ",,,,,30,,
"FARHAT, David M. (FDP) ",,,0,"CLARK-WAH, Theodosia Minikon (APD) ",,24,"WALLACE, Adolphus G. (CDC) ",,,,,53,,
"JALLAH, Armah Zolu (NPL) ",,,2,"COX, SR., James Lamark (LP) ",,21,"WILSON, Ben J. (COTOL) ",,,,,21,,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,38,"FOLEE, Eric Deiojue Kitue (CDC) ",,40,,"Valid Votes: ",,,,273,,
"KIADII, George Momodu (NATVIPOL) ",,,1,"GOE, Mason Chumue (APD) ",,55,,"Invalid Votes: ",,,,36,,
"KIEH, JR., George Klay (NDM) ",,,1,"HUTCHINS, Alexander Mcknight (RULP) ",,16,,"Total Votes: ",,,,309,,
"KORTO, Joseph D. Z. (LERP) ",,,1,"JEFFY, Paul R. (LP) ",,39,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,50,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,2,"NEUFVILLE, E. Danny (CDC) ",,53,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,1,"RAGLAND, Willie Dalleh (COTOL) ",,16,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,"TOOMEY, J. Kla (NPP) ",,11,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,1,,"Valid Votes: ",559,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,7,,"Invalid Ballots: ",8,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,2,,"Valid Votes + Invalid Ballots: ",567,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,8,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,100,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,118,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,1,,,,,,,,,,,
,"Valid Votes: ",,307,,,,,,,,,,,
,"Invalid Votes: ",,15,,,,,,,,,,,
,"Total Votes: ",,322,,,,,,,,,,,
"Precinct: 27042 ","Polling Place: ",2,,,,,"Total: 432 ","Age 18-27: 34.5% ","Age 48-57: ",,,"9.5%",,
"Bassa Community, Pleebo Bassa Tow n, Maryland ",,,,,,,"Males: 49.3% Females: 50.7% ","Age 28-37: 31.3% Age 38-47: 18.8% ","Age 58-67: Age 68+: ",,,"3.5%2.5%",,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Maryland ",,"Maryland, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,7,"BALLOUT, JR., John Akel (UP) ",,70,"DENNIS, Sophia Diode (LP) ",,,,,,44,
"BRUMSKINE, Charles Walker (LP) ",,,12,"BEDELL, Anthony S. Wloflo (NDPL) ",,99,"SAYDEE, David Gwiah (APD) ",,,,,,65,
"CONNEH, Sekou Damate (PRODEM) ",,,4,"BREWER, JR., Robert Alexandeer (NDPL) ",,34,"SMITH, Solomon Saide Nyemah (NPP) ",,,,,,54,
"DIVINE, SR., Samuel Raymond (Ind) ",,,1,"CLARK, Wilfred Ernest (COTOL) ",,19,"WAH, G. Glomah (UP) ",,,,,,33,
"FARHAT, David M. (FDP) ",,,2,"CLARK-WAH, Theodosia Minikon (APD) ",,24,"WALLACE, Adolphus G. (CDC) ",,,,,,55,
"JALLAH, Armah Zolu (NPL) ",,,0,"COX, SR., James Lamark (LP) ",,13,"WILSON, Ben J. (COTOL) ",,,,,,19,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,40,"FOLEE, Eric Deiojue Kitue (CDC) ",,44,,"Valid Votes: ",,,,,270,
"KIADII, George Momodu (NATVIPOL) ",,,2,"GOE, Mason Chumue (APD) ",,42,,"Invalid Votes: ",,,,,34,
"KIEH, JR., George Klay (NDM) ",,,0,"HUTCHINS, Alexander Mcknight (RULP) ",,20,,"Total Votes: ",,,,,304,
"KORTO, Joseph D. Z. (LERP) ",,,0,"JEFFY, Paul R. (LP) ",,27,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,38,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,1,"NEUFVILLE, E. Danny (CDC) ",,57,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,2,"RAGLAND, Willie Dalleh (COTOL) ",,19,,,,,,,,
"MORLU, John Sembe (UDA) ",,,1,"TOOMEY, J. Kla (NPP) ",,4,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,1,,"Valid Votes: ",510,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,12,,"Invalid Ballots: ",0,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,"Valid Votes + Invalid Ballots: ",510,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,2,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,8,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,95,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,93,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,1,,,,,,,,,,,
,"Valid Votes: ",,284,,,,,,,,,,,
,"Invalid Votes: ",,20,,,,,,,,,,,
,"Total Votes: ",,304,,,,,,,,,,,
"Precinct: 27042 ","Polling Place: ",3,,,,,"Total: 477 ","Age 18-27: 36.9% ","Age 48-57: ",,,"6.5%",,
"Bassa Community, Pleebo Bassa Tow n, Maryland ",,,,,,,"Males: 49.7% Females: 50.3% ","Age 28-37: 28.9% Age 38-47: 17.6% ","Age 58-67: Age 68+: ",,,"6.9%3.1%",,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Maryland ",,"Maryland, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,5,"BALLOUT, JR., John Akel (UP) ",,101,"DENNIS, Sophia Diode (LP) ",,,,,,39,
"BRUMSKINE, Charles Walker (LP) ",,,21,"BEDELL, Anthony S. Wloflo (NDPL) ",,112,"SAYDEE, David Gwiah (APD) ",,,,,,89,
"CONNEH, Sekou Damate (PRODEM) ",,,1,"BREWER, JR., Robert Alexandeer (NDPL) ",,34,"SMITH, Solomon Saide Nyemah (NPP) ",,,,,,45,
"DIVINE, SR., Samuel Raymond (Ind) ",,,1,"CLARK, Wilfred Ernest (COTOL) ",,15,"WAH, G. Glomah (UP) ",,,,,,46,
"FARHAT, David M. (FDP) ",,,0,"CLARK-WAH, Theodosia Minikon (APD) ",,25,"WALLACE, Adolphus G. (CDC) ",,,,,,59,
"JALLAH, Armah Zolu (NPL) ",,,2,"COX, SR., James Lamark (LP) ",,25,"WILSON, Ben J. (COTOL) ",,,,,,15,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,45,"FOLEE, Eric Deiojue Kitue (CDC) ",,35,,"Valid Votes: ",,,,,293,
"KIADII, George Momodu (NATVIPOL) ",,,1,"GOE, Mason Chumue (APD) ",,54,,"Invalid Votes: ",,,,,39,
"KIEH, JR., George Klay (NDM) ",,,0,"HUTCHINS, Alexander Mcknight (RULP) ",,27,,"Total Votes: ",,,,,332,
"KORTO, Joseph D. Z. (LERP) ",,,1,"JEFFY, Paul R. (LP) ",,30,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,47,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,"NEUFVILLE, E. Danny (CDC) ",,49,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,2,"RAGLAND, Willie Dalleh (COTOL) ",,20,,,,,,,,
"MORLU, John Sembe (UDA) ",,,2,"TOOMEY, J. Kla (NPP) ",,7,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,1,,"Valid Votes: ",581,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,12,,"Invalid Ballots: ",14,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,3,,"Valid Votes + Invalid Ballots: ",595,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,13,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,89,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,113,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,2,,,,,,,,,,,
,"Valid Votes: ",,314,,,,,,,,,,,
,"Invalid Votes: ",,18,,,,,,,,,,,
,"Total Votes: ",,332,,,,,,,,,,,
"Precinct: 27043 ","Polling Place: ",1,,,,,,"Total: 335 ","Age 18-27: 46.6% ","Age 48-57: ",,"5.1%",,
"Geebio, Geebio Tow n, Maryland ",,,,,,,,"Males: 46.0% Females: 54.0% ","Age 28-37: 26.9% Age 38-47: 12.5% ","Age 58-67: Age 68+: ",,"6.3%2.7%",,
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Maryland ",,"Maryland, Electoral District 2",,,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,3,"BALLOUT, JR., John Akel (UP) ",,45,"BROWN, Wilmont Yeabay (FAPL) ",,,,,,38
"BRUMSKINE, Charles Walker (LP) ",,,,17,"BEDELL, Anthony S. Wloflo (NDPL) ",,67,"CARR, SR., Abraham Tye (LP) ",,,,,,31
"CONNEH, Sekou Damate (PRODEM) ",,,,5,"BREWER, JR., Robert Alexandeer (NDPL) ",,22,"CHAMBERS, Bhofal  (UP) ",,,,,,29
"DIVINE, SR., Samuel Raymond (Ind) ",,,,2,"CLARK, Wilfred Ernest (COTOL) ",,19,"JOHNSON, Nathaniel Namuh (CDC) ",,,,,,25
"FARHAT, David M. (FDP) ",,,,2,"CLARK-WAH, Theodosia Minikon (APD) ",,11,"WILSON, Nathaniel C. (NDPL) ",,,,,,37
"JALLAH, Armah Zolu (NPL) ",,,,1,"COX, SR., James Lamark (LP) ",,18,"WILSON, Samuel S. T. (COTOL) ",,,,,,10
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,22,"FOLEE, Eric Deiojue Kitue (CDC) ",,28,,"Valid Votes: ",,,,,170
"KIADII, George Momodu (NATVIPOL) ",,,,0,"GOE, Mason Chumue (APD) ",,25,,"Invalid Votes: ",,,,,26
"KIEH, JR., George Klay (NDM) ",,,,0,"HUTCHINS, Alexander Mcknight (RULP) ",,6,,"Total Votes: ",,,,,196
"KORTO, Joseph D. Z. (LERP) ",,,,1,"JEFFY, Paul R. (LP) ",,18,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,21,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,0,"NEUFVILLE, E. Danny (CDC) ",,36,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,1,"RAGLAND, Willie Dalleh (COTOL) ",,12,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"TOOMEY, J. Kla (NPP) ",,4,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",332,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,7,,"Invalid Ballots: ",26,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes + Invalid Ballots: ",358,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,1,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,41,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,74,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,1,,,,,,,,,,
,"Valid Votes: ",,,180,,,,,,,,,,
,"Invalid Votes: ",,,17,,,,,,,,,,
,"Total Votes: ",,,197,,,,,,,,,,
"Precinct: 27043 ","Polling Place: ",2,,,,,,"Total: 340 ","Age 18-27: 49.7% ","Age 48-57: ",,"5.9%",,
"Geebio, Geebio Tow n, Maryland ",,,,,,,,"Males: 49.1% Females: 50.9% ","Age 28-37: 28.5% Age 38-47: 10.3% ","Age 58-67: Age 68+: ",,"3.5%2.1%",,
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Maryland ",,"Maryland, Electoral District 2",,,,,,
"Candidate ",,,,"Votes ","Candidate ","Votes ",,"Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"BALLOUT, JR., John Akel (UP) ",48,,"BROWN, Wilmont Yeabay (FAPL) ",,,,,,29
"BRUMSKINE, Charles Walker (LP) ",,,,8,"BEDELL, Anthony S. Wloflo (NDPL) ",65,,"CARR, SR., Abraham Tye (LP) ",,,,,,37
