"KROMAH, Alhaji G. V. (ALCOP) ",,,2,"NEUFVILLE, E. Danny (CDC) ",,36,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,2,"RAGLAND, Willie Dalleh (COTOL) ",,25,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,"TOOMEY, J. Kla (NPP) ",,5,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,"Valid Votes: ",438,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,19,,"Invalid Ballots: ",12,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,3,,"Valid Votes + Invalid Ballots: ",450,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,3,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,7,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,88,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,86,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,2,,,,,,,,,,,
,"Valid Votes: ",,311,,,,,,,,,,,
,"Invalid Votes: ",,16,,,,,,,,,,,
,"Total Votes: ",,327,,,,,,,,,,,
"Precinct: 27023 ","Polling Place: ",1,,,,,"Total: 485 ","Age 18-27: 32.2% ","Age 48-57: ",,,"10.3%",,
"Free Tow n I. Elementary School, Dorrobo Freetow n, Maryland ",,,,,,,"Males: 47.0% Females: 53.0% ","Age 28-37: 26.4% Age 38-47: 19.2% ","Age 58-67: Age 68+: ",,,"8.5%3.5%",,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Maryland ",,"Maryland, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BALLOUT, JR., John Akel (UP) ",,26,"DENNIS, Sophia Diode (LP) ",,,,,,6,
"BRUMSKINE, Charles Walker (LP) ",,,1,"BEDELL, Anthony S. Wloflo (NDPL) ",,13,"SAYDEE, David Gwiah (APD) ",,,,,,59,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"BREWER, JR., Robert Alexandeer (NDPL) ",,6,"SMITH, Solomon Saide Nyemah (NPP) ",,,,,,216,
"DIVINE, SR., Samuel Raymond (Ind) ",,,2,"CLARK, Wilfred Ernest (COTOL) ",,27,"WAH, G. Glomah (UP) ",,,,,,23,
"FARHAT, David M. (FDP) ",,,0,"CLARK-WAH, Theodosia Minikon (APD) ",,10,"WALLACE, Adolphus G. (CDC) ",,,,,,2,
"JALLAH, Armah Zolu (NPL) ",,,0,"COX, SR., James Lamark (LP) ",,22,"WILSON, Ben J. (COTOL) ",,,,,,2,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,243,"FOLEE, Eric Deiojue Kitue (CDC) ",,15,,"Valid Votes: ",,,,,308,
"KIADII, George Momodu (NATVIPOL) ",,,1,"GOE, Mason Chumue (APD) ",,168,,"Invalid Votes: ",,,,,1,
"KIEH, JR., George Klay (NDM) ",,,0,"HUTCHINS, Alexander Mcknight (RULP) ",,6,,"Total Votes: ",,,,,309,
"KORTO, Joseph D. Z. (LERP) ",,,1,"JEFFY, Paul R. (LP) ",,19,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,290,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,"NEUFVILLE, E. Danny (CDC) ",,5,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,1,"RAGLAND, Willie Dalleh (COTOL) ",,4,,,,,,,,
"MORLU, John Sembe (UDA) ",,,1,"TOOMEY, J. Kla (NPP) ",,0,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,1,,"Valid Votes: ",611,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,4,,"Invalid Ballots: ",2,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,"Valid Votes + Invalid Ballots: ",613,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,1,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,19,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,14,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,23,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,312,,,,,,,,,,,
,"Invalid Votes: ",,2,,,,,,,,,,,
,"Total Votes: ",,314,,,,,,,,,,,
"Precinct: 27023 ","Polling Place: ",2,,,,,"Total: 476 ","Age 18-27: 32.4% ","Age 48-57: ",,,"10.9%",,
"Free Tow n I. Elementary School, Dorrobo Freetow n, Maryland ",,,,,,,"Males: 49.4% Females: 50.6% ","Age 28-37: 27.7% Age 38-47: 15.3% ","Age 58-67: Age 68+: ",,,"6.3%7.4%",,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Maryland ",,"Maryland, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,2,"BALLOUT, JR., John Akel (UP) ",,30,"DENNIS, Sophia Diode (LP) ",,,,,,15,
"BRUMSKINE, Charles Walker (LP) ",,,10,"BEDELL, Anthony S. Wloflo (NDPL) ",,127,"SAYDEE, David Gwiah (APD) ",,,,,,18,
"CONNEH, Sekou Damate (PRODEM) ",,,4,"BREWER, JR., Robert Alexandeer (NDPL) ",,23,"SMITH, Solomon Saide Nyemah (NPP) ",,,,,,14,
"DIVINE, SR., Samuel Raymond (Ind) ",,,1,"CLARK, Wilfred Ernest (COTOL) ",,9,"WAH, G. Glomah (UP) ",,,,,,29,
"FARHAT, David M. (FDP) ",,,0,"CLARK-WAH, Theodosia Minikon (APD) ",,37,"WALLACE, Adolphus G. (CDC) ",,,,,,12,
"JALLAH, Armah Zolu (NPL) ",,,1,"COX, SR., James Lamark (LP) ",,16,"WILSON, Ben J. (COTOL) ",,,,,,9,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,35,"FOLEE, Eric Deiojue Kitue (CDC) ",,7,,"Valid Votes: ",,,,,97,
"KIADII, George Momodu (NATVIPOL) ",,,1,"GOE, Mason Chumue (APD) ",,2,,"Invalid Votes: ",,,,,224,
"KIEH, JR., George Klay (NDM) ",,,1,"HUTCHINS, Alexander Mcknight (RULP) ",,2,,"Total Votes: ",,,,,321,
"KORTO, Joseph D. Z. (LERP) ",,,0,"JEFFY, Paul R. (LP) ",,2,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,8,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,1,"NEUFVILLE, E. Danny (CDC) ",,108,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,"RAGLAND, Willie Dalleh (COTOL) ",,17,,,,,,,,
"MORLU, John Sembe (UDA) ",,,1,"TOOMEY, J. Kla (NPP) ",,13,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,"Valid Votes: ",401,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,3,,"Invalid Ballots: ",47,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,"Valid Votes + Invalid Ballots: ",448,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,3,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,195,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,27,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,1,,,,,,,,,,,
,"Valid Votes: ",,286,,,,,,,,,,,
,"Invalid Votes: ",,38,,,,,,,,,,,
,"Total Votes: ",,324,,,,,,,,,,,
"Precinct: 27024 ","Polling Place: ",1,,,,,,"Total: 459 ","Age 18-27: 36.6% ","Age 48-57: ",,,"7.4%",
"Wutuke Elementary School, Wutuke, Maryland ",,,,,,,,"Males: 44.9% Females: 55.1% ","Age 28-37: 21.6% Age 38-47: 16.3% ","Age 58-67: Age 68+: ",,,"7.2%10.9%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Maryland ",,"Maryland, Electoral District 1",,,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,4,"BALLOUT, JR., John Akel (UP) ",,85,"DENNIS, Sophia Diode (LP) ",,,,,,23
"BRUMSKINE, Charles Walker (LP) ",,,,0,"BEDELL, Anthony S. Wloflo (NDPL) ",,2,"SAYDEE, David Gwiah (APD) ",,,,,,7
"CONNEH, Sekou Damate (PRODEM) ",,,,2,"BREWER, JR., Robert Alexandeer (NDPL) ",,6,"SMITH, Solomon Saide Nyemah (NPP) ",,,,,,13
"DIVINE, SR., Samuel Raymond (Ind) ",,,,2,"CLARK, Wilfred Ernest (COTOL) ",,6,"WAH, G. Glomah (UP) ",,,,,,281
"FARHAT, David M. (FDP) ",,,,2,"CLARK-WAH, Theodosia Minikon (APD) ",,15,"WALLACE, Adolphus G. (CDC) ",,,,,,2
"JALLAH, Armah Zolu (NPL) ",,,,2,"COX, SR., James Lamark (LP) ",,5,"WILSON, Ben J. (COTOL) ",,,,,,2
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,80,"FOLEE, Eric Deiojue Kitue (CDC) ",,10,,"Valid Votes: ",,,,,328
"KIADII, George Momodu (NATVIPOL) ",,,,1,"GOE, Mason Chumue (APD) ",,15,,"Invalid Votes: ",,,,,19
"KIEH, JR., George Klay (NDM) ",,,,0,"HUTCHINS, Alexander Mcknight (RULP) ",,23,,"Total Votes: ",,,,,347
"KORTO, Joseph D. Z. (LERP) ",,,,1,"JEFFY, Paul R. (LP) ",,22,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,279,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,0,"NEUFVILLE, E. Danny (CDC) ",,40,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,0,"RAGLAND, Willie Dalleh (COTOL) ",,19,,,,,,,
"MORLU, John Sembe (UDA) ",,,,2,"TOOMEY, J. Kla (NPP) ",,1,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,,"Valid Votes: ",528,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,4,,"Invalid Ballots: ",12,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,3,,"Valid Votes + Invalid Ballots: ",540,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,65,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,132,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,10,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,4,,,,,,,,,,
,"Valid Votes: ",,,315,,,,,,,,,,
,"Invalid Votes: ",,,28,,,,,,,,,,
,"Total Votes: ",,,343,,,,,,,,,,
"Precinct: 27025 ","Polling Place: ",1,,,,,"Total: 196 ","Age 18-27: 28.6% ","Age 48-57: ",,,"9.2%",,
"Pogbaken Elementary School , Pogbaken, Maryland ",,,,,,,"Males: 61.7% Females: 38.3% ","Age 28-37: 30.6% Age 38-47: 20.4% ","Age 58-67: Age 68+: ",,,"6.1%5.1%",,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Maryland ",,"Maryland, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,7,"BALLOUT, JR., John Akel (UP) ",,29,"DENNIS, Sophia Diode (LP) ",,,,,,19,
"BRUMSKINE, Charles Walker (LP) ",,,5,"BEDELL, Anthony S. Wloflo (NDPL) ",,10,"SAYDEE, David Gwiah (APD) ",,,,,,7,
"CONNEH, Sekou Damate (PRODEM) ",,,2,"BREWER, JR., Robert Alexandeer (NDPL) ",,11,"SMITH, Solomon Saide Nyemah (NPP) ",,,,,,21,
"DIVINE, SR., Samuel Raymond (Ind) ",,,1,"CLARK, Wilfred Ernest (COTOL) ",,4,"WAH, G. Glomah (UP) ",,,,,,63,
"FARHAT, David M. (FDP) ",,,2,"CLARK-WAH, Theodosia Minikon (APD) ",,4,"WALLACE, Adolphus G. (CDC) ",,,,,,8,
"JALLAH, Armah Zolu (NPL) ",,,1,"COX, SR., James Lamark (LP) ",,6,"WILSON, Ben J. (COTOL) ",,,,,,7,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,18,"FOLEE, Eric Deiojue Kitue (CDC) ",,7,,"Valid Votes: ",,,,,125,
"KIADII, George Momodu (NATVIPOL) ",,,0,"GOE, Mason Chumue (APD) ",,7,,"Invalid Votes: ",,,,,8,
"KIEH, JR., George Klay (NDM) ",,,0,"HUTCHINS, Alexander Mcknight (RULP) ",,4,,"Total Votes: ",,,,,133,
"KORTO, Joseph D. Z. (LERP) ",,,1,"JEFFY, Paul R. (LP) ",,2,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,70,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,1,"NEUFVILLE, E. Danny (CDC) ",,14,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,"RAGLAND, Willie Dalleh (COTOL) ",,10,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,"TOOMEY, J. Kla (NPP) ",,5,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,"Valid Votes: ",183,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,2,,"Invalid Ballots: ",4,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,1,,"Valid Votes + Invalid Ballots: ",187,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,4,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,49,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,28,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,2,,,,,,,,,,,
,"Valid Votes: ",,124,,,,,,,,,,,
,"Invalid Votes: ",,10,,,,,,,,,,,
,"Total Votes: ",,134,,,,,,,,,,,
"Precinct: 27026 ","Polling Place: ",1,,,,,,"Total: 428 ","Age 18-27: 34.8% ","Age 48-57: ",,,"6.8%",
"Manolu Elementary School, Manolu, Maryland ",,,,,,,,"Males: 50.5% Females: 49.5% ","Age 28-37: 23.4% Age 38-47: 16.1% ","Age 58-67: Age 68+: ",,,"7.9%11.0%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Maryland ",,"Maryland, Electoral District 1",,,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"BALLOUT, JR., John Akel (UP) ",,90,"DENNIS, Sophia Diode (LP) ",,,,,,12
"BRUMSKINE, Charles Walker (LP) ",,,,8,"BEDELL, Anthony S. Wloflo (NDPL) ",,2,"SAYDEE, David Gwiah (APD) ",,,,,,3
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"BREWER, JR., Robert Alexandeer (NDPL) ",,3,"SMITH, Solomon Saide Nyemah (NPP) ",,,,,,24
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"CLARK, Wilfred Ernest (COTOL) ",,2,"WAH, G. Glomah (UP) ",,,,,,286
"FARHAT, David M. (FDP) ",,,,0,"CLARK-WAH, Theodosia Minikon (APD) ",,3,"WALLACE, Adolphus G. (CDC) ",,,,,,4
"JALLAH, Armah Zolu (NPL) ",,,,0,"COX, SR., James Lamark (LP) ",,5,"WILSON, Ben J. (COTOL) ",,,,,,3
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,170,"FOLEE, Eric Deiojue Kitue (CDC) ",,5,,"Valid Votes: ",,,,,332
"KIADII, George Momodu (NATVIPOL) ",,,,1,"GOE, Mason Chumue (APD) ",,39,,"Invalid Votes: ",,,,,6
"KIEH, JR., George Klay (NDM) ",,,,0,"HUTCHINS, Alexander Mcknight (RULP) ",,1,,"Total Votes: ",,,,,338
"KORTO, Joseph D. Z. (LERP) ",,,,0,"JEFFY, Paul R. (LP) ",,10,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,309,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,0,"NEUFVILLE, E. Danny (CDC) ",,6,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,0,"RAGLAND, Willie Dalleh (COTOL) ",,13,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"TOOMEY, J. Kla (NPP) ",,0,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",488,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,6,,"Invalid Ballots: ",3,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes + Invalid Ballots: ",491,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,34,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,73,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,40,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,335,,,,,,,,,,
,"Invalid Votes: ",,,5,,,,,,,,,,
,"Total Votes: ",,,340,,,,,,,,,,
"Precinct: 27027 ","Polling Place: ",1,,,,,"Total: 443 ","Age 18-27: 33.2% ","Age 48-57: ",,,"12.2%",,
"Gbamake Tow n Hall, Gbaeken Gbamake, Maryland ",,,,,,,"Males: 51.7% Females: 48.3% ","Age 28-37: 21.2% Age 38-47: 19.9% ","Age 58-67: Age 68+: ",,,"6.1%7.4%",,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Maryland ",,"Maryland, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,1,"BALLOUT, JR., John Akel (UP) ",,72,"DENNIS, Sophia Diode (LP) ",,,,,,11,
"BRUMSKINE, Charles Walker (LP) ",,,4,"BEDELL, Anthony S. Wloflo (NDPL) ",,8,"SAYDEE, David Gwiah (APD) ",,,,,,64,
"CONNEH, Sekou Damate (PRODEM) ",,,3,"BREWER, JR., Robert Alexandeer (NDPL) ",,10,"SMITH, Solomon Saide Nyemah (NPP) ",,,,,,42,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"CLARK, Wilfred Ernest (COTOL) ",,26,"WAH, G. Glomah (UP) ",,,,,,54,
"FARHAT, David M. (FDP) ",,,0,"CLARK-WAH, Theodosia Minikon (APD) ",,13,"WALLACE, Adolphus G. (CDC) ",,,,,,16,
"JALLAH, Armah Zolu (NPL) ",,,1,"COX, SR., James Lamark (LP) ",,17,"WILSON, Ben J. (COTOL) ",,,,,,4,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,77,"FOLEE, Eric Deiojue Kitue (CDC) ",,15,,"Valid Votes: ",,,,,191,
"KIADII, George Momodu (NATVIPOL) ",,,1,"GOE, Mason Chumue (APD) ",,14,,"Invalid Votes: ",,,,,17,
"KIEH, JR., George Klay (NDM) ",,,1,"HUTCHINS, Alexander Mcknight (RULP) ",,3,,"Total Votes: ",,,,,208,
"KORTO, Joseph D. Z. (LERP) ",,,0,"JEFFY, Paul R. (LP) ",,4,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,160,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,"NEUFVILLE, E. Danny (CDC) ",,28,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,"RAGLAND, Willie Dalleh (COTOL) ",,12,,,,,,,,
"MORLU, John Sembe (UDA) ",,,1,"TOOMEY, J. Kla (NPP) ",,1,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,"Valid Votes: ",383,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,16,,"Invalid Ballots: ",7,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,2,,"Valid Votes + Invalid Ballots: ",390,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,3,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,33,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,52,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,1,,,,,,,,,,,
,"Valid Votes: ",,196,,,,,,,,,,,
,"Invalid Votes: ",,13,,,,,,,,,,,
,"Total Votes: ",,209,,,,,,,,,,,
"Precinct: 27028 ","Polling Place: ",1,,,,,"Total: 303 ","Age 18-27: 36.3% ","Age 48-57: ",,,"6.6%",,
"Henogbe Elementary School, Henogbe, Maryland ",,,,,,,"Males: 49.2% Females: 50.8% ","Age 28-37: 24.8% Age 38-47: 20.8% ","Age 58-67: Age 68+: ",,,"5.9%5.6%",,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Maryland ",,"Maryland, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,4,"BALLOUT, JR., John Akel (UP) ",,33,"DENNIS, Sophia Diode (LP) ",,,,,,39,
"BRUMSKINE, Charles Walker (LP) ",,,12,"BEDELL, Anthony S. Wloflo (NDPL) ",,19,"SAYDEE, David Gwiah (APD) ",,,,,,13,
"CONNEH, Sekou Damate (PRODEM) ",,,5,"BREWER, JR., Robert Alexandeer (NDPL) ",,9,"SMITH, Solomon Saide Nyemah (NPP) ",,,,,,18,
"DIVINE, SR., Samuel Raymond (Ind) ",,,3,"CLARK, Wilfred Ernest (COTOL) ",,19,"WAH, G. Glomah (UP) ",,,,,,143,
"FARHAT, David M. (FDP) ",,,2,"CLARK-WAH, Theodosia Minikon (APD) ",,11,"WALLACE, Adolphus G. (CDC) ",,,,,,2,
"JALLAH, Armah Zolu (NPL) ",,,3,"COX, SR., James Lamark (LP) ",,17,"WILSON, Ben J. (COTOL) ",,,,,,3,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,108,"FOLEE, Eric Deiojue Kitue (CDC) ",,7,,"Valid Votes: ",,,,,218,
"KIADII, George Momodu (NATVIPOL) ",,,2,"GOE, Mason Chumue (APD) ",,12,,"Invalid Votes: ",,,,,24,
"KIEH, JR., George Klay (NDM) ",,,0,"HUTCHINS, Alexander Mcknight (RULP) ",,6,,"Total Votes: ",,,,,242,
"KORTO, Joseph D. Z. (LERP) ",,,2,"JEFFY, Paul R. (LP) ",,11,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,152,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,1,"NEUFVILLE, E. Danny (CDC) ",,15,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,1,"RAGLAND, Willie Dalleh (COTOL) ",,94,,,,,,,,
"MORLU, John Sembe (UDA) ",,,2,"TOOMEY, J. Kla (NPP) ",,8,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,"Valid Votes: ",413,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,7,,"Invalid Ballots: ",16,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,1,,"Valid Votes + Invalid Ballots: ",429,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,14,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,22,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,19,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,2,,,,,,,,,,,
,"Valid Votes: ",,210,,,,,,,,,,,
,"Invalid Votes: ",,32,,,,,,,,,,,
,"Total Votes: ",,242,,,,,,,,,,,
"Precinct: 27029 ","Polling Place: ",1,,,,,,"Total: 419 ","Age 18-27: 33.2% ","Age 48-57: ",,,"9.1%",
"Wlow ein Tow n Hall, Wlow ein, Maryland ",,,,,,,,"Males: 50.1% Females: 49.9% ","Age 28-37: 34.8% Age 38-47: 12.6% ","Age 58-67: Age 68+: ",,,"6.9%3.3%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Maryland ",,"Maryland, Electoral District 1",,,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"BALLOUT, JR., John Akel (UP) ",,77,"DENNIS, Sophia Diode (LP) ",,,,,,15
"BRUMSKINE, Charles Walker (LP) ",,,,3,"BEDELL, Anthony S. Wloflo (NDPL) ",,54,"SAYDEE, David Gwiah (APD) ",,,,,,12
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"BREWER, JR., Robert Alexandeer (NDPL) ",,16,"SMITH, Solomon Saide Nyemah (NPP) ",,,,,,28
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"CLARK, Wilfred Ernest (COTOL) ",,70,"WAH, G. Glomah (UP) ",,,,,,206
"FARHAT, David M. (FDP) ",,,,1,"CLARK-WAH, Theodosia Minikon (APD) ",,6,"WALLACE, Adolphus G. (CDC) ",,,,,,19
"JALLAH, Armah Zolu (NPL) ",,,,0,"COX, SR., James Lamark (LP) ",,5,"WILSON, Ben J. (COTOL) ",,,,,,5
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,8,"FOLEE, Eric Deiojue Kitue (CDC) ",,4,,"Valid Votes: ",,,,,285
"KIADII, George Momodu (NATVIPOL) ",,,,1,"GOE, Mason Chumue (APD) ",,4,,"Invalid Votes: ",,,,,7
"KIEH, JR., George Klay (NDM) ",,,,0,"HUTCHINS, Alexander Mcknight (RULP) ",,13,,"Total Votes: ",,,,,292
"KORTO, Joseph D. Z. (LERP) ",,,,0,"JEFFY, Paul R. (LP) ",,10,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,0,"MUSU-SCOTT, Gloria Maya (UP) ",,174,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,0,"NEUFVILLE, E. Danny (CDC) ",,31,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,0,"RAGLAND, Willie Dalleh (COTOL) ",,7,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"TOOMEY, J. Kla (NPP) ",,4,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,,"Valid Votes: ",475,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,4,,"Invalid Ballots: ",2,,,,,,,
