"FARHAT, David M. (FDP) ","","",1 ,"MENDS-COLE, Edward Sumo (LP) ","",4 ,"SANYON, Filiman Sekou (NRP) ","","","","","",0
"JALLAH, Armah Zolu (NPL) ","","",22 ,"NAATEHN, SR., Daniel Flomo (UP) ","",7 ,"SARNOR, Armah  (LP) ","","","","","",12
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",49 ,"SEH, William M. (COTOL) ","",6 ,"SARNOR, Momo Gornah (UP) ","","","","","",47
"KIADII, George Momodu (NATVIPOL) ","","",2 ,"TARNUE, SR., Harris Fomba (NDPL) ","",30 ,"",Valid Votes: ,"","","","",118
"KIEH, JR., George Klay (NDM) ","","",1 ,"TAWEH, Joseph Jarleakai (UP) ","",5 ,"",Invalid Votes: ,"","","","",1
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"TORMETIE, Samuel Sumo (NRP) ","",97 ,"",Total Votes: ,"","","","",119
"KPOTO, Robert Momo (ULD) ","","",0 ,"WESSO, A. Kanie (Ind) ","",3,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"",Valid Votes: ,197,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",1 ,"",Invalid Ballots: ,1,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"",Valid Votes + Invalid Ballots: ,198,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",3,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",2,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",6,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",31,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",118,"","","","","","","","","",""
"",Invalid Votes: ,"",3,"","","","","","","","","",""
"",Total Votes: ,"",121,"","","","","","","","","",""
Precinct: 45012 ,Polling Place: ,1 ,"","","","",Total: 162 ,Age 18-27: 32.7% ,Age 48-57: ,"","",12.3%,""
"Elementary School,Manow elleh Tow n, Manow ellah, Gbarpolu ","","","","","","",Males: 55.6% Females: 44.4% ,Age 28-37: 25.9% Age 38-47: 19.8% ,Age 58-67: Age 68+: ,"","",5.6%3.7%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Gbarpolu ,"","Gbarpolu, Electoral District 2","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",3 ,"DUKUKY, Jestina V. (CDC) ","",9 ,"DAVID, SR., Norris Gbartoe (NDPL) ","","","","","",7
"BRUMSKINE, Charles Walker (LP) ","","",3 ,"KOLLIE, George Blama (LP) ","",1 ,"DORLEY, Bartu Marie (NPP) ","","","","","",10
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"KONNEH, SR., Siafa Varney Gaindeh (NPP) ","",4 ,"FALLAH, Yassah Gbissi-K (COTOL) ","","","","","",27
"DIVINE, SR., Samuel Raymond (Ind) ","","",2 ,"MANNAH, SR., Isaac Freeman (COTOL) ","",22 ,"MCCAY, Joseph Botoe (CDC) ","","","","","",10
"FARHAT, David M. (FDP) ","","",1 ,"MENDS-COLE, Edward Sumo (LP) ","",1 ,"SANYON, Filiman Sekou (NRP) ","","","","","",0
"JALLAH, Armah Zolu (NPL) ","","",1 ,"NAATEHN, SR., Daniel Flomo (UP) ","",23 ,"SARNOR, Armah  (LP) ","","","","","",12
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",74 ,"SEH, William M. (COTOL) ","",11 ,"SARNOR, Momo Gornah (UP) ","","","","","",52
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"TARNUE, SR., Harris Fomba (NDPL) ","",82 ,"",Valid Votes: ,"","","","",118
"KIEH, JR., George Klay (NDM) ","","",0 ,"TAWEH, Joseph Jarleakai (UP) ","",2 ,"",Invalid Votes: ,"","","","",1
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"TORMETIE, Samuel Sumo (NRP) ","",79 ,"",Total Votes: ,"","","","",119
"KPOTO, Robert Momo (ULD) ","","",0 ,"WESSO, A. Kanie (Ind) ","",11,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",1 ,"",Valid Votes: ,245,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",1 ,"",Invalid Ballots: ,0,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"",Valid Votes + Invalid Ballots: ,245,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",2,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",2,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",2,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",2,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",2,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",3,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",21,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",1,"","","","","","","","","",""
"",Valid Votes: ,"",121,"","","","","","","","","",""
"",Invalid Votes: ,"",0,"","","","","","","","","",""
"",Total Votes: ,"",121,"","","","","","","","","",""
Precinct: 45013 ,Polling Place: ,1 ,"","","","",Total: 577 ,Age 18-27: 35.2% ,Age 48-57: ,"","",12.3%,""
"Central High School Gbarma Tow n, Gbarma, Gbarpolu ","","","","","","",Males: 47.0% Females: 53.0% ,Age 28-37: 21.3% Age 38-47: 16.6% ,Age 58-67: Age 68+: ,"","",8.0%6.6%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Gbarpolu ,"","Gbarpolu, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",1 ,"DUKUKY, Jestina V. (CDC) ","",30 ,"GOBA, JR., Samuel V.G. (CDC) ","","","","","",29
"BRUMSKINE, Charles Walker (LP) ","","",45 ,"KOLLIE, George Blama (LP) ","",105 ,"LAMIN, Gertrude Tene (UP) ","","","","","",185
"CONNEH, Sekou Damate (PRODEM) ","","",3 ,"KONNEH, SR., Siafa Varney Gaindeh (NPP) ","",260 ,"MATHEWS, SR., Joseph Momo (NDM) ","","","","","",6
"DIVINE, SR., Samuel Raymond (Ind) ","","",2 ,"MANNAH, SR., Isaac Freeman (COTOL) ","",26 ,"MORLEY, David Nelson (NDPL) ","","","","","",59
"FARHAT, David M. (FDP) ","","",5 ,"MENDS-COLE, Edward Sumo (LP) ","",11 ,"OKAI, J. Varney (COTOL) ","","","","","",52
"JALLAH, Armah Zolu (NPL) ","","",3 ,"NAATEHN, SR., Daniel Flomo (UP) ","",14 ,"QUIAH, Gbondojever S. (NRP) ","","","","","",18
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",115 ,"SEH, William M. (COTOL) ","",65 ,"VOMOWOOD, Hiliary Alpha (LP) ","","","","","",16
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"TARNUE, SR., Harris Fomba (NDPL) ","",5 ,"",Valid Votes: ,"","","","",365
"KIEH, JR., George Klay (NDM) ","","",1 ,"TAWEH, Joseph Jarleakai (UP) ","",26 ,"",Invalid Votes: ,"","","","",7
"KORTO, Joseph D. Z. (LERP) ","","",1 ,"TORMETIE, Samuel Sumo (NRP) ","",26 ,"",Total Votes: ,"","","","",372
"KPOTO, Robert Momo (ULD) ","","",0 ,"WESSO, A. Kanie (Ind) ","",12,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"",Valid Votes: ,580,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",5 ,"",Invalid Ballots: ,3,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",1 ,"",Valid Votes + Invalid Ballots: ,583,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",3,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",34,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",1,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",2,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",25,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",32,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",82,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",1,"","","","","","","","","",""
"",Valid Votes: ,"",362,"","","","","","","","","",""
"",Invalid Votes: ,"",13,"","","","","","","","","",""
"",Total Votes: ,"",375,"","","","","","","","","",""
Precinct: 45013 ,Polling Place: ,2 ,"","","","",Total: 578 ,Age 18-27: 30.8% ,Age 48-57: ,"","",12.8%,""
"Central High School Gbarma Tow n, Gbarma, Gbarpolu ","","","","","","",Males: 52.8% Females: 47.2% ,Age 28-37: 23.9% Age 38-47: 16.3% ,Age 58-67: Age 68+: ,"","",9.0%7.3%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Gbarpolu ,"","Gbarpolu, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",8 ,"DUKUKY, Jestina V. (CDC) ","",38 ,"GOBA, JR., Samuel V.G. (CDC) ","","","","","",11
"BRUMSKINE, Charles Walker (LP) ","","",32 ,"KOLLIE, George Blama (LP) ","",99 ,"LAMIN, Gertrude Tene (UP) ","","","","","",136
"CONNEH, Sekou Damate (PRODEM) ","","",2 ,"KONNEH, SR., Siafa Varney Gaindeh (NPP) ","",204 ,"MATHEWS, SR., Joseph Momo (NDM) ","","","","","",9
"DIVINE, SR., Samuel Raymond (Ind) ","","",3 ,"MANNAH, SR., Isaac Freeman (COTOL) ","",58 ,"MORLEY, David Nelson (NDPL) ","","","","","",61
"FARHAT, David M. (FDP) ","","",2 ,"MENDS-COLE, Edward Sumo (LP) ","",6 ,"OKAI, J. Varney (COTOL) ","","","","","",83
"JALLAH, Armah Zolu (NPL) ","","",2 ,"NAATEHN, SR., Daniel Flomo (UP) ","",18 ,"QUIAH, Gbondojever S. (NRP) ","","","","","",17
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",112 ,"SEH, William M. (COTOL) ","",97 ,"VOMOWOOD, Hiliary Alpha (LP) ","","","","","",12
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"TARNUE, SR., Harris Fomba (NDPL) ","",13 ,"",Valid Votes: ,"","","","",329
"KIEH, JR., George Klay (NDM) ","","",8 ,"TAWEH, Joseph Jarleakai (UP) ","",45 ,"",Invalid Votes: ,"","","","",26
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"TORMETIE, Samuel Sumo (NRP) ","",15 ,"",Total Votes: ,"","","","",355
"KPOTO, Robert Momo (ULD) ","","",0 ,"WESSO, A. Kanie (Ind) ","",14,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"",Valid Votes: ,607,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",8 ,"",Invalid Ballots: ,14,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"",Valid Votes + Invalid Ballots: ,621,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",47,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",4,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",19,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",36,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",61,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",4,"","","","","","","","","",""
"",Valid Votes: ,"",348,"","","","","","","","","",""
"",Invalid Votes: ,"",9,"","","","","","","","","",""
"",Total Votes: ,"",357,"","","","","","","","","",""
Precinct: 45013 ,Polling Place: ,3 ,"","","","",Total: 537 ,Age 18-27: 31.1% ,Age 48-57: ,"","",12.3%,""
"Central High School Gbarma Tow n, Gbarma, Gbarpolu ","","","","","","",Males: 49.0% Females: 51.0% ,Age 28-37: 18.6% Age 38-47: 20.7% ,Age 58-67: Age 68+: ,"","",9.5%7.8%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Gbarpolu ,"","Gbarpolu, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",8 ,"DUKUKY, Jestina V. (CDC) ","",35 ,"GOBA, JR., Samuel V.G. (CDC) ","","","","","",26
"BRUMSKINE, Charles Walker (LP) ","","",43 ,"KOLLIE, George Blama (LP) ","",101 ,"LAMIN, Gertrude Tene (UP) ","","","","","",158
"CONNEH, Sekou Damate (PRODEM) ","","",3 ,"KONNEH, SR., Siafa Varney Gaindeh (NPP) ","",185 ,"MATHEWS, SR., Joseph Momo (NDM) ","","","","","",15
"DIVINE, SR., Samuel Raymond (Ind) ","","",10 ,"MANNAH, SR., Isaac Freeman (COTOL) ","",31 ,"MORLEY, David Nelson (NDPL) ","","","","","",52
"FARHAT, David M. (FDP) ","","",1 ,"MENDS-COLE, Edward Sumo (LP) ","",7 ,"OKAI, J. Varney (COTOL) ","","","","","",22
"JALLAH, Armah Zolu (NPL) ","","",3 ,"NAATEHN, SR., Daniel Flomo (UP) ","",12 ,"QUIAH, Gbondojever S. (NRP) ","","","","","",15
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",85 ,"SEH, William M. (COTOL) ","",77 ,"VOMOWOOD, Hiliary Alpha (LP) ","","","","","",22
"KIADII, George Momodu (NATVIPOL) ","","",3 ,"TARNUE, SR., Harris Fomba (NDPL) ","",7 ,"",Valid Votes: ,"","","","",310
"KIEH, JR., George Klay (NDM) ","","",6 ,"TAWEH, Joseph Jarleakai (UP) ","",26 ,"",Invalid Votes: ,"","","","",43
"KORTO, Joseph D. Z. (LERP) ","","",2 ,"TORMETIE, Samuel Sumo (NRP) ","",20 ,"",Total Votes: ,"","","","",353
"KPOTO, Robert Momo (ULD) ","","",0 ,"WESSO, A. Kanie (Ind) ","",10,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"",Valid Votes: ,511,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",5 ,"",Invalid Ballots: ,20,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",1 ,"",Valid Votes + Invalid Ballots: ,531,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",1,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",37,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",2,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",16,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",33,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",73,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",332,"","","","","","","","","",""
"",Invalid Votes: ,"",27,"","","","","","","","","",""
"",Total Votes: ,"",359,"","","","","","","","","",""
Precinct: 45014 ,Polling Place: ,1 ,"","","","",Total: 311 ,Age 18-27: 32.2% ,Age 48-57: ,"","",11.9%,""
"Primary School,Weamaw uo Tow n, Weamaw uo, Gbarpolu ","","","","","","",Males: 55.9% Females: 44.1% ,Age 28-37: 24.4% Age 38-47: 16.4% ,Age 58-67: Age 68+: ,"","",8.4%6.8%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Gbarpolu ,"","Gbarpolu, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",5 ,"DUKUKY, Jestina V. (CDC) ","",52 ,"GOBA, JR., Samuel V.G. (CDC) ","","","","","",63
"BRUMSKINE, Charles Walker (LP) ","","",6 ,"KOLLIE, George Blama (LP) ","",36 ,"LAMIN, Gertrude Tene (UP) ","","","","","",57
"CONNEH, Sekou Damate (PRODEM) ","","",3 ,"KONNEH, SR., Siafa Varney Gaindeh (NPP) ","",108 ,"MATHEWS, SR., Joseph Momo (NDM) ","","","","","",18
"DIVINE, SR., Samuel Raymond (Ind) ","","",3 ,"MANNAH, SR., Isaac Freeman (COTOL) ","",47 ,"MORLEY, David Nelson (NDPL) ","","","","","",23
"FARHAT, David M. (FDP) ","","",1 ,"MENDS-COLE, Edward Sumo (LP) ","",3 ,"OKAI, J. Varney (COTOL) ","","","","","",30
"JALLAH, Armah Zolu (NPL) ","","",1 ,"NAATEHN, SR., Daniel Flomo (UP) ","",14 ,"QUIAH, Gbondojever S. (NRP) ","","","","","",11
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",55 ,"SEH, William M. (COTOL) ","",78 ,"VOMOWOOD, Hiliary Alpha (LP) ","","","","","",4
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"TARNUE, SR., Harris Fomba (NDPL) ","",14 ,"",Valid Votes: ,"","","","",206
"KIEH, JR., George Klay (NDM) ","","",2 ,"TAWEH, Joseph Jarleakai (UP) ","",26 ,"",Invalid Votes: ,"","","","",11
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"TORMETIE, Samuel Sumo (NRP) ","",8 ,"",Total Votes: ,"","","","",217
"KPOTO, Robert Momo (ULD) ","","",0 ,"WESSO, A. Kanie (Ind) ","",1,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",1 ,"",Valid Votes: ,387,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",3 ,"",Invalid Ballots: ,3,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",3 ,"",Valid Votes + Invalid Ballots: ,390,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",15,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",1,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",10,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",17,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",84,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",210,"","","","","","","","","",""
"",Invalid Votes: ,"",8,"","","","","","","","","",""
"",Total Votes: ,"",218,"","","","","","","","","",""
Precinct: 45014 ,Polling Place: ,2 ,"","","","",Total: 295 ,Age 18-27: 32.2% ,Age 48-57: ,"","",9.5%,""
"Primary School,Weamaw uo Tow n, Weamaw uo, Gbarpolu ","","","","","","",Males: 50.5% Females: 49.5% ,Age 28-37: 27.1% Age 38-47: 16.9% ,Age 58-67: Age 68+: ,"","",8.1%6.1%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Gbarpolu ,"","Gbarpolu, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",2 ,"DUKUKY, Jestina V. (CDC) ","",32 ,"GOBA, JR., Samuel V.G. (CDC) ","","","","","",68
"BRUMSKINE, Charles Walker (LP) ","","",14 ,"KOLLIE, George Blama (LP) ","",33 ,"LAMIN, Gertrude Tene (UP) ","","","","","",46
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"KONNEH, SR., Siafa Varney Gaindeh (NPP) ","",112 ,"MATHEWS, SR., Joseph Momo (NDM) ","","","","","",14
"DIVINE, SR., Samuel Raymond (Ind) ","","",1 ,"MANNAH, SR., Isaac Freeman (COTOL) ","",41 ,"MORLEY, David Nelson (NDPL) ","","","","","",14
"FARHAT, David M. (FDP) ","","",1 ,"MENDS-COLE, Edward Sumo (LP) ","",5 ,"OKAI, J. Varney (COTOL) ","","","","","",26
"JALLAH, Armah Zolu (NPL) ","","",0 ,"NAATEHN, SR., Daniel Flomo (UP) ","",15 ,"QUIAH, Gbondojever S. (NRP) ","","","","","",12
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",38 ,"SEH, William M. (COTOL) ","",58 ,"VOMOWOOD, Hiliary Alpha (LP) ","","","","","",7
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"TARNUE, SR., Harris Fomba (NDPL) ","",5 ,"",Valid Votes: ,"","","","",187
"KIEH, JR., George Klay (NDM) ","","",0 ,"TAWEH, Joseph Jarleakai (UP) ","",29 ,"",Invalid Votes: ,"","","","",6
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"TORMETIE, Samuel Sumo (NRP) ","",2 ,"",Total Votes: ,"","","","",193
"KPOTO, Robert Momo (ULD) ","","",0 ,"WESSO, A. Kanie (Ind) ","",0,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",2 ,"",Valid Votes: ,332,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",2 ,"",Invalid Ballots: ,3,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",4 ,"",Valid Votes + Invalid Ballots: ,335,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",20,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",2,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",2,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",16,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",18,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",67,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",189,"","","","","","","","","",""
"",Invalid Votes: ,"",5,"","","","","","","","","",""
"",Total Votes: ,"",194,"","","","","","","","","",""
Precinct: 45015 ,Polling Place: ,1 ,"","","","",Total: 468 ,Age 18-27: 26.7% ,Age 48-57: ,"","",15.0%,""
"Junior High School,Yangayah Tow n, Yangayah, Gbarpolu ","","","","","","",Males: 45.9% Females: 54.1% ,Age 28-37: 20.9% Age 38-47: 17.5% ,Age 58-67: Age 68+: ,"","",12.2%7.7%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Gbarpolu ,"","Gbarpolu, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",1 ,"DUKUKY, Jestina V. (CDC) ","",16 ,"GOBA, JR., Samuel V.G. (CDC) ","","","","","",6
"BRUMSKINE, Charles Walker (LP) ","","",18 ,"KOLLIE, George Blama (LP) ","",35 ,"LAMIN, Gertrude Tene (UP) ","","","","","",110
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"KONNEH, SR., Siafa Varney Gaindeh (NPP) ","",97 ,"MATHEWS, SR., Joseph Momo (NDM) ","","","","","",3
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"MANNAH, SR., Isaac Freeman (COTOL) ","",19 ,"MORLEY, David Nelson (NDPL) ","","","","","",11
"FARHAT, David M. (FDP) ","","",0 ,"MENDS-COLE, Edward Sumo (LP) ","",9 ,"OKAI, J. Varney (COTOL) ","","","","","",201
"JALLAH, Armah Zolu (NPL) ","","",2 ,"NAATEHN, SR., Daniel Flomo (UP) ","",6 ,"QUIAH, Gbondojever S. (NRP) ","","","","","",1
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",207 ,"SEH, William M. (COTOL) ","",186 ,"VOMOWOOD, Hiliary Alpha (LP) ","","","","","",3
"KIADII, George Momodu (NATVIPOL) ","","",3 ,"TARNUE, SR., Harris Fomba (NDPL) ","",9 ,"",Valid Votes: ,"","","","",335
"KIEH, JR., George Klay (NDM) ","","",0 ,"TAWEH, Joseph Jarleakai (UP) ","",234 ,"",Invalid Votes: ,"","","","",6
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"TORMETIE, Samuel Sumo (NRP) ","",1 ,"",Total Votes: ,"","","","",341
"KPOTO, Robert Momo (ULD) ","","",0 ,"WESSO, A. Kanie (Ind) ","",1,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",1 ,"",Valid Votes: ,613,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",8 ,"",Invalid Ballots: ,1,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"",Valid Votes + Invalid Ballots: ,614,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",65,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",1,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",10,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",10,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",17,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",343,"","","","","","","","","",""
"",Invalid Votes: ,"",0,"","","","","","","","","",""
"",Total Votes: ,"",343,"","","","","","","","","",""
Precinct: 45016 ,Polling Place: ,1 ,"","","","",Total: 300 ,Age 18-27: 32.3% ,Age 48-57: ,"","",11.7%,""
"Tow n Hall, Tarkpoima Tow n , Tarkpoima, Gbarpolu ","","","","","","",Males: 55.0% Females: 45.0% ,Age 28-37: 21.7% Age 38-47: 16.0% ,Age 58-67: Age 68+: ,"","",10.3%8.0%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Gbarpolu ,"","Gbarpolu, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",1 ,"DUKUKY, Jestina V. (CDC) ","",35 ,"GOBA, JR., Samuel V.G. (CDC) ","","","","","",22
"BRUMSKINE, Charles Walker (LP) ","","",6 ,"KOLLIE, George Blama (LP) ","",4 ,"LAMIN, Gertrude Tene (UP) ","","","","","",67
"CONNEH, Sekou Damate (PRODEM) ","","",1 ,"KONNEH, SR., Siafa Varney Gaindeh (NPP) ","",126 ,"MATHEWS, SR., Joseph Momo (NDM) ","","","","","",3
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"MANNAH, SR., Isaac Freeman (COTOL) ","",83 ,"MORLEY, David Nelson (NDPL) ","","","","","",14
