"MORLU, John Sembe (UDA) ",,,,0,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,3,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"SORSOR, SR., Kollie Massayan (LP) ",,5,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,0,"TALI, Phillip Saa (COTOL) ",,0,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes: ",355,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,"Invalid Ballots: ",16,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,0,,"Valid Votes + Invalid Ballots: ",371,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,0,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,0,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,247,,,,,,,,,,
,"Invalid Votes: ",,,12,,,,,,,,,,
,"Total Votes: ",,,259,,,,,,,,,,
"Precinct: 21059 ","Polling Place: ",1,,,,,,"Total: 435 ","Age 18-27: 34.7% ","Age 48-57: ",,,"5.7%",
"Kolela Tow n Hall, KOLELA, Lofa ",,,,,,,,"Males: 47.6% Females: 52.4% ","Age 28-37: 28.7% Age 38-47: 21.6% ","Age 58-67: Age 68+: ",,,"4.8%4.4%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,0,"FARKOLLIE, Joseph Hinnah (CDC) ",,114,"BALLOH, Mary D. (NRP) ",,,,,,8
"BRUMSKINE, Charles Walker (LP) ",,,,1,"GBEGBE, Frederick Sayon (UDA) ",,1,"DUWOR, Frederick A. (LP) ",,,,,,1
"CONNEH, Sekou Damate (PRODEM) ",,,,2,"GBOLLIE, Fayah Joe Sahr (UP) ",,2,"FOFANA, Alhaji Sekou (COTOL) ",,,,,,34
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"JOE, Saa Philip (CDC) ",,5,"JALLABAH, Malian Kanneh (ALCOP) ",,,,,,135
"FARHAT, David M. (FDP) ",,,,0,"JOHNSON, Lavela Koboi (UP) ",,4,"KARGBO, Catherine Sonnie Akoi (UP) ",,,,,,14
"JALLAH, Armah Zolu (NPL) ",,,,0,"KAMARA, Alfred S. (NRP) ",,35,"KOLLIEBLEE, Ballahwala K. (NPP) ",,,,,,3
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,2,"KAMARA, Massaquoi Morlu (ULD) ",,6,"SHERIFF, Boakai Mohammed (PRODEM) ",,,,,,53
"KIADII, George Momodu (NATVIPOL) ",,,,1,"KANDAKAI, Lwopu Gawee (LP) ",,17,"VARNEY, Kula  (CDC) ",,,,,,4
"KIEH, JR., George Klay (NDM) ",,,,2,"KANNEH, Fomba  (ALCOP) ",,188,,"Valid Votes: ",,,,,252
"KORTO, Joseph D. Z. (LERP) ",,,,1,"KARBAR, Josephus M. (PRODEM) ",,4,,"Invalid Votes: ",,,,,19
"KPOTO, Robert Momo (ULD) ",,,,0,"KOKOLO, Flomo Yanquiwolo (APD) ",,5,,"Total Votes: ",,,,,271
"KROMAH, Alhaji G. V. (ALCOP) ",,,,202,"KPARKILLEN, Stanely Sumo (NPP) ",,12,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,2,"KUPEE, Sumo G. (COTOL) ",,16,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,5,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,"SORSOR, SR., Kollie Massayan (LP) ",,9,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,9,"TALI, Phillip Saa (COTOL) ",,1,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,2,,"Valid Votes: ",424,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,3,,"Invalid Ballots: ",30,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,15,,"Valid Votes + Invalid Ballots: ",454,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,0,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,5,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,250,,,,,,,,,,
,"Invalid Votes: ",,,33,,,,,,,,,,
,"Total Votes: ",,,283,,,,,,,,,,
"Precinct: 21059 ","Polling Place: ",2,,,,,,"Total: 438 ","Age 18-27: 36.8% ","Age 48-57: ",,,"6.8%",
"Kolela Tow n Hall, KOLELA, Lofa ",,,,,,,,"Males: 47.7% Females: 52.3% ","Age 28-37: 31.5% Age 38-47: 17.6% ","Age 58-67: Age 68+: ",,,"3.9%3.4%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,4,"FARKOLLIE, Joseph Hinnah (CDC) ",,143,"BALLOH, Mary D. (NRP) ",,,,,,25
"BRUMSKINE, Charles Walker (LP) ",,,,1,"GBEGBE, Frederick Sayon (UDA) ",,6,"DUWOR, Frederick A. (LP) ",,,,,,2
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"GBOLLIE, Fayah Joe Sahr (UP) ",,6,"FOFANA, Alhaji Sekou (COTOL) ",,,,,,39
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"JOE, Saa Philip (CDC) ",,5,"JALLABAH, Malian Kanneh (ALCOP) ",,,,,,139
"FARHAT, David M. (FDP) ",,,,1,"JOHNSON, Lavela Koboi (UP) ",,6,"KARGBO, Catherine Sonnie Akoi (UP) ",,,,,,7
"JALLAH, Armah Zolu (NPL) ",,,,1,"KAMARA, Alfred S. (NRP) ",,35,"KOLLIEBLEE, Ballahwala K. (NPP) ",,,,,,3
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,4,"KAMARA, Massaquoi Morlu (ULD) ",,8,"SHERIFF, Boakai Mohammed (PRODEM) ",,,,,,45
"KIADII, George Momodu (NATVIPOL) ",,,,1,"KANDAKAI, Lwopu Gawee (LP) ",,14,"VARNEY, Kula  (CDC) ",,,,,,2
"KIEH, JR., George Klay (NDM) ",,,,2,"KANNEH, Fomba  (ALCOP) ",,212,,"Valid Votes: ",,,,,262
"KORTO, Joseph D. Z. (LERP) ",,,,0,"KARBAR, Josephus M. (PRODEM) ",,5,,"Invalid Votes: ",,,,,20
"KPOTO, Robert Momo (ULD) ",,,,1,"KOKOLO, Flomo Yanquiwolo (APD) ",,0,,"Total Votes: ",,,,,282
"KROMAH, Alhaji G. V. (ALCOP) ",,,,245,"KPARKILLEN, Stanely Sumo (NPP) ",,10,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,2,"KUPEE, Sumo G. (COTOL) ",,16,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,1,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"SORSOR, SR., Kollie Massayan (LP) ",,5,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,7,"TALI, Phillip Saa (COTOL) ",,6,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes: ",478,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,"Invalid Ballots: ",13,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,6,,"Valid Votes + Invalid Ballots: ",491,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,0,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,1,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,278,,,,,,,,,,
,"Invalid Votes: ",,,4,,,,,,,,,,
,"Total Votes: ",,,282,,,,,,,,,,
"Precinct: 21059 ","Polling Place: ",3,,,,,,"Total: 429 ","Age 18-27: 38.2% ","Age 48-57: ",,,"7.7%",
"Kolela Tow n Hall, KOLELA, Lofa ",,,,,,,,"Males: 49.4% Females: 50.6% ","Age 28-37: 26.8% Age 38-47: 17.7% ","Age 58-67: Age 68+: ",,,"5.4%4.2%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"FARKOLLIE, Joseph Hinnah (CDC) ",,95,"BALLOH, Mary D. (NRP) ",,,,,,0
"BRUMSKINE, Charles Walker (LP) ",,,,1,"GBEGBE, Frederick Sayon (UDA) ",,6,"DUWOR, Frederick A. (LP) ",,,,,,6
"CONNEH, Sekou Damate (PRODEM) ",,,,2,"GBOLLIE, Fayah Joe Sahr (UP) ",,1,"FOFANA, Alhaji Sekou (COTOL) ",,,,,,30
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"JOE, Saa Philip (CDC) ",,3,"JALLABAH, Malian Kanneh (ALCOP) ",,,,,,152
"FARHAT, David M. (FDP) ",,,,1,"JOHNSON, Lavela Koboi (UP) ",,10,"KARGBO, Catherine Sonnie Akoi (UP) ",,,,,,14
"JALLAH, Armah Zolu (NPL) ",,,,0,"KAMARA, Alfred S. (NRP) ",,24,"KOLLIEBLEE, Ballahwala K. (NPP) ",,,,,,5
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,1,"KAMARA, Massaquoi Morlu (ULD) ",,5,"SHERIFF, Boakai Mohammed (PRODEM) ",,,,,,29
"KIADII, George Momodu (NATVIPOL) ",,,,0,"KANDAKAI, Lwopu Gawee (LP) ",,9,"VARNEY, Kula  (CDC) ",,,,,,1
"KIEH, JR., George Klay (NDM) ",,,,4,"KANNEH, Fomba  (ALCOP) ",,164,,"Valid Votes: ",,,,,237
"KORTO, Joseph D. Z. (LERP) ",,,,1,"KARBAR, Josephus M. (PRODEM) ",,9,,"Invalid Votes: ",,,,,27
"KPOTO, Robert Momo (ULD) ",,,,2,"KOKOLO, Flomo Yanquiwolo (APD) ",,2,,"Total Votes: ",,,,,264
"KROMAH, Alhaji G. V. (ALCOP) ",,,,187,"KPARKILLEN, Stanely Sumo (NPP) ",,14,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,0,"KUPEE, Sumo G. (COTOL) ",,12,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,1,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"SORSOR, SR., Kollie Massayan (LP) ",,28,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,11,"TALI, Phillip Saa (COTOL) ",,5,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes: ",388,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,"Invalid Ballots: ",19,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,16,,"Valid Votes + Invalid Ballots: ",407,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,1,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,9,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,241,,,,,,,,,,
,"Invalid Votes: ",,,23,,,,,,,,,,
,"Total Votes: ",,,264,,,,,,,,,,
"Precinct: 21060 ","Polling Place: ",1,,,,,,"Total: 400 ","Age 18-27: 33.0% ","Age 48-57: ",,,"7.0%",
"Marvekondo Tow n Hall, MARVEKONDO, Lofa ",,,,,,,,"Males: 44.3% Females: 55.8% ","Age 28-37: 31.8% Age 38-47: 16.5% ","Age 58-67: Age 68+: ",,,"5.8%6.0%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,0,"FARKOLLIE, Joseph Hinnah (CDC) ",,54,"BALLOH, Mary D. (NRP) ",,,,,,9
"BRUMSKINE, Charles Walker (LP) ",,,,1,"GBEGBE, Frederick Sayon (UDA) ",,2,"DUWOR, Frederick A. (LP) ",,,,,,1
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"GBOLLIE, Fayah Joe Sahr (UP) ",,10,"FOFANA, Alhaji Sekou (COTOL) ",,,,,,65
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"JOE, Saa Philip (CDC) ",,4,"JALLABAH, Malian Kanneh (ALCOP) ",,,,,,160
"FARHAT, David M. (FDP) ",,,,0,"JOHNSON, Lavela Koboi (UP) ",,30,"KARGBO, Catherine Sonnie Akoi (UP) ",,,,,,9
"JALLAH, Armah Zolu (NPL) ",,,,0,"KAMARA, Alfred S. (NRP) ",,33,"KOLLIEBLEE, Ballahwala K. (NPP) ",,,,,,0
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,12,"KAMARA, Massaquoi Morlu (ULD) ",,10,"SHERIFF, Boakai Mohammed (PRODEM) ",,,,,,57
"KIADII, George Momodu (NATVIPOL) ",,,,0,"KANDAKAI, Lwopu Gawee (LP) ",,14,"VARNEY, Kula  (CDC) ",,,,,,0
"KIEH, JR., George Klay (NDM) ",,,,2,"KANNEH, Fomba  (ALCOP) ",,270,,"Valid Votes: ",,,,,301
"KORTO, Joseph D. Z. (LERP) ",,,,0,"KARBAR, Josephus M. (PRODEM) ",,3,,"Invalid Votes: ",,,,,18
"KPOTO, Robert Momo (ULD) ",,,,3,"KOKOLO, Flomo Yanquiwolo (APD) ",,1,,"Total Votes: ",,,,,319
"KROMAH, Alhaji G. V. (ALCOP) ",,,,295,"KPARKILLEN, Stanely Sumo (NPP) ",,10,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,0,"KUPEE, Sumo G. (COTOL) ",,32,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,55,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"SORSOR, SR., Kollie Massayan (LP) ",,3,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,2,"TALI, Phillip Saa (COTOL) ",,1,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes: ",532,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,"Invalid Ballots: ",5,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,1,,"Valid Votes + Invalid Ballots: ",537,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,0,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,0,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,317,,,,,,,,,,
,"Invalid Votes: ",,,2,,,,,,,,,,
,"Total Votes: ",,,319,,,,,,,,,,
"Precinct: 21060 ","Polling Place: ",2,,,,,,"Total: 395 ","Age 18-27: 33.9% ","Age 48-57: ",,,"8.9%",
"Marvekondo Tow n Hall, MARVEKONDO, Lofa ",,,,,,,,"Males: 47.3% Females: 52.7% ","Age 28-37: 30.1% Age 38-47: 16.5% ","Age 58-67: Age 68+: ",,,"6.1%4.6%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,0,"FARKOLLIE, Joseph Hinnah (CDC) ",,31,"BALLOH, Mary D. (NRP) ",,,,,,3
"BRUMSKINE, Charles Walker (LP) ",,,,0,"GBEGBE, Frederick Sayon (UDA) ",,0,"DUWOR, Frederick A. (LP) ",,,,,,0
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"GBOLLIE, Fayah Joe Sahr (UP) ",,7,"FOFANA, Alhaji Sekou (COTOL) ",,,,,,54
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"JOE, Saa Philip (CDC) ",,1,"JALLABAH, Malian Kanneh (ALCOP) ",,,,,,209
"FARHAT, David M. (FDP) ",,,,0,"JOHNSON, Lavela Koboi (UP) ",,18,"KARGBO, Catherine Sonnie Akoi (UP) ",,,,,,7
"JALLAH, Armah Zolu (NPL) ",,,,0,"KAMARA, Alfred S. (NRP) ",,15,"KOLLIEBLEE, Ballahwala K. (NPP) ",,,,,,0
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,8,"KAMARA, Massaquoi Morlu (ULD) ",,2,"SHERIFF, Boakai Mohammed (PRODEM) ",,,,,,47
"KIADII, George Momodu (NATVIPOL) ",,,,0,"KANDAKAI, Lwopu Gawee (LP) ",,4,"VARNEY, Kula  (CDC) ",,,,,,0
"KIEH, JR., George Klay (NDM) ",,,,0,"KANNEH, Fomba  (ALCOP) ",,327,,"Valid Votes: ",,,,,320
"KORTO, Joseph D. Z. (LERP) ",,,,1,"KARBAR, Josephus M. (PRODEM) ",,2,,"Invalid Votes: ",,,,,8
"KPOTO, Robert Momo (ULD) ",,,,1,"KOKOLO, Flomo Yanquiwolo (APD) ",,1,,"Total Votes: ",,,,,328
"KROMAH, Alhaji G. V. (ALCOP) ",,,,307,"KPARKILLEN, Stanely Sumo (NPP) ",,4,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,0,"KUPEE, Sumo G. (COTOL) ",,13,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,165,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,"SORSOR, SR., Kollie Massayan (LP) ",,1,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,2,"TALI, Phillip Saa (COTOL) ",,1,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes: ",592,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,"Invalid Ballots: ",10,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,2,,"Valid Votes + Invalid Ballots: ",602,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,0,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,7,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,329,,,,,,,,,,
,"Invalid Votes: ",,,7,,,,,,,,,,
,"Total Votes: ",,,336,,,,,,,,,,
"Precinct: 21061 ","Polling Place: ",1,,,,,,"Total: 522 ","Age 18-27: 35.6% ","Age 48-57: ",,,"7.5%",
"Kondadu Tow n Hall, KONDADU, Lofa ",,,,,,,,"Males: 41.6% Females: 58.4% ","Age 28-37: 31.2% Age 38-47: 18.6% ","Age 58-67: Age 68+: ",,,"4.0%3.1%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,3,"FARKOLLIE, Joseph Hinnah (CDC) ",,3,"BALLOH, Mary D. (NRP) ",,,,,,6
"BRUMSKINE, Charles Walker (LP) ",,,,1,"GBEGBE, Frederick Sayon (UDA) ",,4,"DUWOR, Frederick A. (LP) ",,,,,,4
"CONNEH, Sekou Damate (PRODEM) ",,,,2,"GBOLLIE, Fayah Joe Sahr (UP) ",,3,"FOFANA, Alhaji Sekou (COTOL) ",,,,,,29
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"JOE, Saa Philip (CDC) ",,4,"JALLABAH, Malian Kanneh (ALCOP) ",,,,,,113
"FARHAT, David M. (FDP) ",,,,0,"JOHNSON, Lavela Koboi (UP) ",,5,"KARGBO, Catherine Sonnie Akoi (UP) ",,,,,,4
"JALLAH, Armah Zolu (NPL) ",,,,0,"KAMARA, Alfred S. (NRP) ",,48,"KOLLIEBLEE, Ballahwala K. (NPP) ",,,,,,7
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,4,"KAMARA, Massaquoi Morlu (ULD) ",,15,"SHERIFF, Boakai Mohammed (PRODEM) ",,,,,,107
"KIADII, George Momodu (NATVIPOL) ",,,,0,"KANDAKAI, Lwopu Gawee (LP) ",,16,"VARNEY, Kula  (CDC) ",,,,,,4
"KIEH, JR., George Klay (NDM) ",,,,1,"KANNEH, Fomba  (ALCOP) ",,217,,"Valid Votes: ",,,,,274
"KORTO, Joseph D. Z. (LERP) ",,,,3,"KARBAR, Josephus M. (PRODEM) ",,9,,"Invalid Votes: ",,,,,50
"KPOTO, Robert Momo (ULD) ",,,,3,"KOKOLO, Flomo Yanquiwolo (APD) ",,5,,"Total Votes: ",,,,,324
"KROMAH, Alhaji G. V. (ALCOP) ",,,,250,"KPARKILLEN, Stanely Sumo (NPP) ",,5,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,2,"KUPEE, Sumo G. (COTOL) ",,9,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,5,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,"SORSOR, SR., Kollie Massayan (LP) ",,44,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,1,"TALI, Phillip Saa (COTOL) ",,5,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes: ",397,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,"Invalid Ballots: ",41,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,0,,"Valid Votes + Invalid Ballots: ",438,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,0,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,2,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,274,,,,,,,,,,
,"Invalid Votes: ",,,48,,,,,,,,,,
,"Total Votes: ",,,322,,,,,,,,,,
"Precinct: 21061 ","Polling Place: ",2,,,,,,"Total: 558 ","Age 18-27: 38.4% ","Age 48-57: ",,,"7.0%",
"Kondadu Tow n Hall, KONDADU, Lofa ",,,,,,,,"Males: 37.5% Females: 62.5% ","Age 28-37: 27.6% Age 38-47: 19.5% ","Age 58-67: Age 68+: ",,,"4.7%2.9%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"FARKOLLIE, Joseph Hinnah (CDC) ",,18,"BALLOH, Mary D. (NRP) ",,,,,,15
"BRUMSKINE, Charles Walker (LP) ",,,,16,"GBEGBE, Frederick Sayon (UDA) ",,11,"DUWOR, Frederick A. (LP) ",,,,,,19
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"GBOLLIE, Fayah Joe Sahr (UP) ",,8,"FOFANA, Alhaji Sekou (COTOL) ",,,,,,35
"DIVINE, SR., Samuel Raymond (Ind) ",,,,2,"JOE, Saa Philip (CDC) ",,8,"JALLABAH, Malian Kanneh (ALCOP) ",,,,,,130
"FARHAT, David M. (FDP) ",,,,0,"JOHNSON, Lavela Koboi (UP) ",,11,"KARGBO, Catherine Sonnie Akoi (UP) ",,,,,,10
"JALLAH, Armah Zolu (NPL) ",,,,2,"KAMARA, Alfred S. (NRP) ",,52,"KOLLIEBLEE, Ballahwala K. (NPP) ",,,,,,15
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,10,"KAMARA, Massaquoi Morlu (ULD) ",,22,"SHERIFF, Boakai Mohammed (PRODEM) ",,,,,,67
"KIADII, George Momodu (NATVIPOL) ",,,,4,"KANDAKAI, Lwopu Gawee (LP) ",,23,"VARNEY, Kula  (CDC) ",,,,,,2
"KIEH, JR., George Klay (NDM) ",,,,3,"KANNEH, Fomba  (ALCOP) ",,192,,"Valid Votes: ",,,,,293
"KORTO, Joseph D. Z. (LERP) ",,,,0,"KARBAR, Josephus M. (PRODEM) ",,13,,"Invalid Votes: ",,,,,56
"KPOTO, Robert Momo (ULD) ",,,,11,"KOKOLO, Flomo Yanquiwolo (APD) ",,2,,"Total Votes: ",,,,,349
"KROMAH, Alhaji G. V. (ALCOP) ",,,,256,"KPARKILLEN, Stanely Sumo (NPP) ",,11,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,3,"KUPEE, Sumo G. (COTOL) ",,12,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"NGAIMA, SR., Samuel Kpehe (NDPL) ",,4,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,2,"SORSOR, SR., Kollie Massayan (LP) ",,61,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,0,"TALI, Phillip Saa (COTOL) ",,3,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes: ",451,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,2,,"Invalid Ballots: ",19,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,0,,"Valid Votes + Invalid Ballots: ",470,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,0,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,0,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,1,,,,,,,,,,
,"Valid Votes: ",,,315,,,,,,,,,,
,"Invalid Votes: ",,,35,,,,,,,,,,
,"Total Votes: ",,,350,,,,,,,,,,
"Precinct: 21061 ","Polling Place: ",3,,,,,,"Total: 517 ","Age 18-27: 39.8% ","Age 48-57: ",,,"8.9%",
"Kondadu Tow n Hall, KONDADU, Lofa ",,,,,,,,"Males: 43.1% Females: 56.9% ","Age 28-37: 26.1% Age 38-47: 17.0% ","Age 58-67: Age 68+: ",,,"4.3%3.9%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Lofa ",,,"Lofa, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,0,"FARKOLLIE, Joseph Hinnah (CDC) ",,11,"BALLOH, Mary D. (NRP) ",,,,,,19
"BRUMSKINE, Charles Walker (LP) ",,,,2,"GBEGBE, Frederick Sayon (UDA) ",,11,"DUWOR, Frederick A. (LP) ",,,,,,9
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"GBOLLIE, Fayah Joe Sahr (UP) ",,14,"FOFANA, Alhaji Sekou (COTOL) ",,,,,,59
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"JOE, Saa Philip (CDC) ",,10,"JALLABAH, Malian Kanneh (ALCOP) ",,,,,,162
