Precinct: 39001 ,Polling Place ,1 ,"","","","","",Total: 554 ,Age 18-27: 47.7% ,Age 48-57: ,"","",7.4%,""
"Multilateral High school, Farmerville, Sinoe ","","","","","","","",Males: 60.3% Females: 39.7% ,Age 28-37: 20.8% Age 38-47: 16.6% ,Age 57-68: Age 68+: ,"","",5.6%2.0%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Sinoe ,"","","Sinoe, Electoral District 2","","","","",""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Sinoe ,"","","Sinoe, Electoral District 3","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",1 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",102 ,"DOE-WLEH, SR., Saywon  (LP) ","","","","","",14
"BRUMSKINE, Charles Walker (LP) ","","",15 ,"CLARKE, Charles Amstard (UP) ","",22 ,"DWEH, Joseph D. (LPL) ","","","","","",82
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"DOE, Julius Blamo (LP) ","",52 ,"KANMOH, Jefferson Seykonmuh (APD) ","","","","","",78
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"GIBSON, Myrtle Francelle (PRODEM) ","",5 ,"MCCAULEY, SR., J. W. Nyeswah (UP) ","","","","","",64
"FARHAT, David M. (FDP) ","","",0 ,"NAGBE, Joseph Nyenetue (APD) ","",218 ,"NYENPAN, D. Wisseh (CDC) ","","","","","",30
"JALLAH, Armah Zolu (NPL) ","","",0 ,"NYENPAN, Mobutu Vlah (APD) ","",35 ,"SAYDEE, Annie S. (NDPL) ","","","","","",2
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",3 ,"SARPLOH, Stephen Sloh (CDC) ","",4 ,"SEONGBAE, SR., Augustus Theo (COTOL) ","","","","","",2
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"SLEWEON, SR., Harrison Nimleh (NPP) ","",55 ,"SOKAN, Abraham P. (NPP) ","","","","","",1
"KIEH, JR., George Klay (NDM) ","","",0 ,"TURPLUE, Emma G. (LP) ","",5 ,"",Valid Votes: ,"","","","",273
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"",Valid Votes: ,498 ,"",Invalid Votes: ,"","","","",15
"KPOTO, Robert Momo (ULD) ","","",0 ,"",Invalid Ballots: ,12 ,"",Total Votes: ,"","","","",288
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,510,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0,"","","","","","","","","",""
"MORLU, John Sembe (UDA) ","","",0,"","","","","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",2,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",0,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",210,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",1,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",0,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",41,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",273,"","","","","","","","","",""
"",Invalid Votes: ,"",15,"","","","","","","","","",""
"",Total Votes: ,"",288,"","","","","","","","","",""
Precinct: 39012 ,Polling Place ,2 ,"","","","",Total: 419 ,Age 18-27: 33.4% ,Age 48-57: ,"","",10.7%,""
"Kw itatuzon Elementary School, Kw itatuzon, Sinoe ","","","","","","",Males: 47.0% Females: 53.0% ,Age 28-37: 25.8% Age 38-47: 16.5% ,Age 57-68: Age 68+: ,"","",8.4%5.3%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Sinoe ,"","","Sinoe, Electoral District 3","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",0 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",101 ,"DOE-WLEH, SR., Saywon  (LP) ","","","","","",13
"BRUMSKINE, Charles Walker (LP) ","","",11 ,"CLARKE, Charles Amstard (UP) ","",22 ,"DWEH, Joseph D. (LPL) ","","","","","",77
"CONNEH, Sekou Damate (PRODEM) ","","",1 ,"DOE, Julius Blamo (LP) ","",51 ,"KANMOH, Jefferson Seykonmuh (APD) ","","","","","",74
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"GIBSON, Myrtle Francelle (PRODEM) ","",3 ,"MCCAULEY, SR., J. W. Nyeswah (UP) ","","","","","",76
"FARHAT, David M. (FDP) ","","",0 ,"NAGBE, Joseph Nyenetue (APD) ","",220 ,"NYENPAN, D. Wisseh (CDC) ","","","","","",24
"JALLAH, Armah Zolu (NPL) ","","",0 ,"NYENPAN, Mobutu Vlah (APD) ","",30 ,"SAYDEE, Annie S. (NDPL) ","","","","","",1
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",2 ,"SARPLOH, Stephen Sloh (CDC) ","",3 ,"SEONGBAE, SR., Augustus Theo (COTOL) ","","","","","",3
"KIADII, George Momodu (NATVIPOL) ","","",1 ,"SLEWEON, SR., Harrison Nimleh (NPP) ","",50 ,"SOKAN, Abraham P. (NPP) ","","","","","",2
"KIEH, JR., George Klay (NDM) ","","",1 ,"TURPLUE, Emma G. (LP) ","",7 ,"",Valid Votes: ,"","","","",270
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"",Valid Votes: ,487 ,"",Invalid Votes: ,"","","","",11
"KPOTO, Robert Momo (ULD) ","","",0 ,"",Invalid Ballots: ,7 ,"",Total Votes: ,"","","","",281
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,494,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0,"","","","","","","","","",""
"MORLU, John Sembe (UDA) ","","",0,"","","","","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",3,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",8,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",209,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",2,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",0,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",42,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",280,"","","","","","","","","",""
"",Invalid Votes: ,"",6,"","","","","","","","","",""
"",Total Votes: ,"",286,"","","","","","","","","",""
Precinct: 39013 ,Polling Place ,1 ,"","","","",Total: 394 ,Age 18-27: 32.5% ,Age 48-57: ,"","",11.2%,""
"Karquekpo Elementary School, Karquekpo, Sinoe ","","","","","","",Males: 48.0% Females: 52.0% ,Age 28-37: 24.4% Age 38-47: 17.5% ,Age 57-68: Age 68+: ,"","",9.6%4.8%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Sinoe ,"","","Sinoe, Electoral District 3","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",0 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",42 ,"DOE-WLEH, SR., Saywon  (LP) ","","","","","",13
"BRUMSKINE, Charles Walker (LP) ","","",9 ,"CLARKE, Charles Amstard (UP) ","",173 ,"DWEH, Joseph D. (LPL) ","","","","","",8
"CONNEH, Sekou Damate (PRODEM) ","","",3 ,"DOE, Julius Blamo (LP) ","",44 ,"KANMOH, Jefferson Seykonmuh (APD) ","","","","","",12
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"GIBSON, Myrtle Francelle (PRODEM) ","",1 ,"MCCAULEY, SR., J. W. Nyeswah (UP) ","","","","","",191
"FARHAT, David M. (FDP) ","","",0 ,"NAGBE, Joseph Nyenetue (APD) ","",174 ,"NYENPAN, D. Wisseh (CDC) ","","","","","",64
"JALLAH, Armah Zolu (NPL) ","","",2 ,"NYENPAN, Mobutu Vlah (APD) ","",35 ,"SAYDEE, Annie S. (NDPL) ","","","","","",0
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",18 ,"SARPLOH, Stephen Sloh (CDC) ","",2 ,"SEONGBAE, SR., Augustus Theo (COTOL) ","","","","","",1
"KIADII, George Momodu (NATVIPOL) ","","",1 ,"SLEWEON, SR., Harrison Nimleh (NPP) ","",64 ,"SOKAN, Abraham P. (NPP) ","","","","","",1
"KIEH, JR., George Klay (NDM) ","","",0 ,"TURPLUE, Emma G. (LP) ","",0 ,"",Valid Votes: ,"","","","",290
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"",Valid Votes: ,535 ,"",Invalid Votes: ,"","","","",7
"KPOTO, Robert Momo (ULD) ","","",0 ,"",Invalid Ballots: ,3 ,"",Total Votes: ,"","","","",297
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,538,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",1,"","","","","","","","","",""
"MORLU, John Sembe (UDA) ","","",0,"","","","","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",2,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",0,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",215,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",0,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",37,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",288,"","","","","","","","","",""
"",Invalid Votes: ,"",9,"","","","","","","","","",""
"",Total Votes: ,"",297,"","","","","","","","","",""
Precinct: 39013 ,Polling Place ,2 ,"","","","",Total: 398 ,Age 18-27: 32.4% ,Age 48-57: ,"","",10.3%,""
"Karquekpo Elementary School, Karquekpo, Sinoe ","","","","","","",Males: 52.0% Females: 48.0% ,Age 28-37: 28.1% Age 38-47: 17.3% ,Age 57-68: Age 68+: ,"","",7.8%4.0%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Sinoe ,"","","Sinoe, Electoral District 3","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",0 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",49 ,"DOE-WLEH, SR., Saywon  (LP) ","","","","","",9
"BRUMSKINE, Charles Walker (LP) ","","",9 ,"CLARKE, Charles Amstard (UP) ","",188 ,"DWEH, Joseph D. (LPL) ","","","","","",11
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"DOE, Julius Blamo (LP) ","",36 ,"KANMOH, Jefferson Seykonmuh (APD) ","","","","","",4
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"GIBSON, Myrtle Francelle (PRODEM) ","",8 ,"MCCAULEY, SR., J. W. Nyeswah (UP) ","","","","","",210
"FARHAT, David M. (FDP) ","","",0 ,"NAGBE, Joseph Nyenetue (APD) ","",180 ,"NYENPAN, D. Wisseh (CDC) ","","","","","",57
"JALLAH, Armah Zolu (NPL) ","","",1 ,"NYENPAN, Mobutu Vlah (APD) ","",42 ,"SAYDEE, Annie S. (NDPL) ","","","","","",0
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",11 ,"SARPLOH, Stephen Sloh (CDC) ","",3 ,"SEONGBAE, SR., Augustus Theo (COTOL) ","","","","","",0
"KIADII, George Momodu (NATVIPOL) ","","",1 ,"SLEWEON, SR., Harrison Nimleh (NPP) ","",6 ,"SOKAN, Abraham P. (NPP) ","","","","","",1
"KIEH, JR., George Klay (NDM) ","","",0 ,"TURPLUE, Emma G. (LP) ","",2 ,"",Valid Votes: ,"","","","",292
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"",Valid Votes: ,514 ,"",Invalid Votes: ,"","","","",11
"KPOTO, Robert Momo (ULD) ","","",0 ,"",Invalid Ballots: ,8 ,"",Total Votes: ,"","","","",303
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,522,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0,"","","","","","","","","",""
"MORLU, John Sembe (UDA) ","","",1,"","","","","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",1,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",4,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",199,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",8,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",3,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",1,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",50,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",289,"","","","","","","","","",""
"",Invalid Votes: ,"",15,"","","","","","","","","",""
"",Total Votes: ,"",304,"","","","","","","","","",""
Precinct: 39014 ,Polling Place ,1 ,"","","","","",Total: 405 ,Age 18-27: 37.5% ,Age 48-57: ,"","",9.4%,""
"Niplepo Palava Hut, Niplepo, Sinoe ","","","","","","","",Males: 47.9% Females: 52.1% ,Age 28-37: 25.9% Age 38-47: 17.8% ,Age 57-68: Age 68+: ,"","",7.7%1.7%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Sinoe ,"","","Sinoe, Electoral District 3","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",0 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",1 ,"DOE-WLEH, SR., Saywon  (LP) ","","","","","",4
"BRUMSKINE, Charles Walker (LP) ","","","",2 ,"CLARKE, Charles Amstard (UP) ","",32 ,"DWEH, Joseph D. (LPL) ","","","","","",96
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DOE, Julius Blamo (LP) ","",8 ,"KANMOH, Jefferson Seykonmuh (APD) ","","","","","",11
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"GIBSON, Myrtle Francelle (PRODEM) ","",0 ,"MCCAULEY, SR., J. W. Nyeswah (UP) ","","","","","",79
"FARHAT, David M. (FDP) ","","","",0 ,"NAGBE, Joseph Nyenetue (APD) ","",191 ,"NYENPAN, D. Wisseh (CDC) ","","","","","",29
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"NYENPAN, Mobutu Vlah (APD) ","",4 ,"SAYDEE, Annie S. (NDPL) ","","","","","",0
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",2 ,"SARPLOH, Stephen Sloh (CDC) ","",0 ,"SEONGBAE, SR., Augustus Theo (COTOL) ","","","","","",3
"KIADII, George Momodu (NATVIPOL) ","","","",1 ,"SLEWEON, SR., Harrison Nimleh (NPP) ","",1 ,"SOKAN, Abraham P. (NPP) ","","","","","",4
"KIEH, JR., George Klay (NDM) ","","","",0 ,"TURPLUE, Emma G. (LP) ","",0 ,"",Valid Votes: ,"","","","",226
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"",Valid Votes: ,237 ,"",Invalid Votes: ,"","","","",1
"KPOTO, Robert Momo (ULD) ","","","",0 ,"",Invalid Ballots: ,0 ,"",Total Votes: ,"","","","",227
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,237,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",0,"","","","","","","","","",""
"MORLU, John Sembe (UDA) ","","","",1,"","","","","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",1,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",1,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",208,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",0,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",13,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",229,"","","","","","","","","",""
"",Invalid Votes: ,"","",0,"","","","","","","","","",""
"",Total Votes: ,"","",229,"","","","","","","","","",""
Precinct: 39014 ,Polling Place ,2 ,"","","","","",Total: 380 ,Age 18-27: 36.8% ,Age 48-57: ,"","",11.1%,""
"Niplepo Palava Hut, Niplepo, Sinoe ","","","","","","","",Males: 44.5% Females: 55.5% ,Age 28-37: 25.5% Age 38-47: 17.9% ,Age 57-68: Age 68+: ,"","",5.3%3.4%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Sinoe ,"","","Sinoe, Electoral District 3","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",0 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",0 ,"DOE-WLEH, SR., Saywon  (LP) ","","","","","",4
"BRUMSKINE, Charles Walker (LP) ","","","",3 ,"CLARKE, Charles Amstard (UP) ","",7 ,"DWEH, Joseph D. (LPL) ","","","","","",59
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DOE, Julius Blamo (LP) ","",8 ,"KANMOH, Jefferson Seykonmuh (APD) ","","","","","",4
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"GIBSON, Myrtle Francelle (PRODEM) ","",0 ,"MCCAULEY, SR., J. W. Nyeswah (UP) ","","","","","",147
"FARHAT, David M. (FDP) ","","","",0 ,"NAGBE, Joseph Nyenetue (APD) ","",227 ,"NYENPAN, D. Wisseh (CDC) ","","","","","",7
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"NYENPAN, Mobutu Vlah (APD) ","",3 ,"SAYDEE, Annie S. (NDPL) ","","","","","",0
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",0 ,"SARPLOH, Stephen Sloh (CDC) ","",0 ,"SEONGBAE, SR., Augustus Theo (COTOL) ","","","","","",8
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"SLEWEON, SR., Harrison Nimleh (NPP) ","",1 ,"SOKAN, Abraham P. (NPP) ","","","","","",1
"KIEH, JR., George Klay (NDM) ","","","",0 ,"TURPLUE, Emma G. (LP) ","",0 ,"",Valid Votes: ,"","","","",230
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"",Valid Votes: ,246 ,"",Invalid Votes: ,"","","","",3
"KPOTO, Robert Momo (ULD) ","","","",0 ,"",Invalid Ballots: ,2 ,"",Total Votes: ,"","","","",233
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,248,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",0,"","","","","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0,"","","","","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",1,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",216,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",0,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",11,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",231,"","","","","","","","","",""
"",Invalid Votes: ,"","",2,"","","","","","","","","",""
"",Total Votes: ,"","",233,"","","","","","","","","",""
Precinct: 39015 ,Polling Place ,1 ,"","","","","",Total: 270 ,Age 18-27: 37.4% ,Age 48-57: ,"","",12.6%,""
"Tarlo Tow n palava Hut, Tarlo Tow n , Sinoe ","","","","","","","",Males: 43.7% Females: 56.3% ,Age 28-37: 22.6% Age 38-47: 14.4% ,Age 57-68: Age 68+: ,"","",6.3%6.7%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Sinoe ,"","","Sinoe, Electoral District 1","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",3 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",29 ,"BARH, Nelson Wah (UDA) ","","","","","",2
"BRUMSKINE, Charles Walker (LP) ","","","",0 ,"CLARKE, Charles Amstard (UP) ","",11 ,"BUSH, E. Ciah Jarwleh (CDC) ","","","","","",0
"CONNEH, Sekou Damate (PRODEM) ","","","",3 ,"DOE, Julius Blamo (LP) ","",2 ,"CARLOR, Samuel J. (UP) ","","","","","",2
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"GIBSON, Myrtle Francelle (PRODEM) ","",2 ,"JARWLEH, Joe Cheyetee (NDPL) ","","","","","",8
"FARHAT, David M. (FDP) ","","","",0 ,"NAGBE, Joseph Nyenetue (APD) ","",181 ,"JELLY, SR., A. Kai (NATVIPOL) ","","","","","",2
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"NYENPAN, Mobutu Vlah (APD) ","",9 ,"PANTOE, Papa Doe (LP) ","","","","","",1
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",11 ,"SARPLOH, Stephen Sloh (CDC) ","",1 ,"QUIOH, Thomas Romeo (APD) ","","","","","",1
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"SLEWEON, SR., Harrison Nimleh (NPP) ","",108 ,"TEAH, B. Darlington (NPP) ","","","","","",179
"KIEH, JR., George Klay (NDM) ","","","",0 ,"TURPLUE, Emma G. (LP) ","",0 ,"",Valid Votes: ,"","","","",195
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"",Valid Votes: ,343 ,"",Invalid Votes: ,"","","","",3
"KPOTO, Robert Momo (ULD) ","","","",0 ,"",Invalid Ballots: ,2 ,"",Total Votes: ,"","","","",198
"KROMAH, Alhaji G. V. (ALCOP) ","","","",1 ,"",Valid Votes + Invalid Ballots: ,345,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",0,"","","","","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0,"","","","","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",29,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",1,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",1,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",2,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",139,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",190,"","","","","","","","","",""
"",Invalid Votes: ,"","",4,"","","","","","","","","",""
"",Total Votes: ,"","",194,"","","","","","","","","",""
Precinct: 39016 ,Polling Place ,1 ,"","","","",Total: 438 ,Age 18-27: 37.7% ,Age 48-57: ,"","",14.4%,""
"Bilibokw li Junior High School, Bilibokw li, Sinoe ","","","","","","",Males: 50.2% Females: 49.8% ,Age 28-37: 21.2% Age 38-47: 14.6% ,Age 57-68: Age 68+: ,"","",6.4%5.7%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Sinoe ,"","","Sinoe, Electoral District 1","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",1 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",3 ,"BARH, Nelson Wah (UDA) ","","","","","",84
"BRUMSKINE, Charles Walker (LP) ","","",5 ,"CLARKE, Charles Amstard (UP) ","",31 ,"BUSH, E. Ciah Jarwleh (CDC) ","","","","","",0
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"DOE, Julius Blamo (LP) ","",2 ,"CARLOR, Samuel J. (UP) ","","","","","",99
"DIVINE, SR., Samuel Raymond (Ind) ","","",1 ,"GIBSON, Myrtle Francelle (PRODEM) ","",2 ,"JARWLEH, Joe Cheyetee (NDPL) ","","","","","",9
"FARHAT, David M. (FDP) ","","",1 ,"NAGBE, Joseph Nyenetue (APD) ","",8 ,"JELLY, SR., A. Kai (NATVIPOL) ","","","","","",117
"JALLAH, Armah Zolu (NPL) ","","",0 ,"NYENPAN, Mobutu Vlah (APD) ","",321 ,"PANTOE, Papa Doe (LP) ","","","","","",2
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",56 ,"SARPLOH, Stephen Sloh (CDC) ","",4 ,"QUIOH, Thomas Romeo (APD) ","","","","","",21
"KIADII, George Momodu (NATVIPOL) ","","",2 ,"SLEWEON, SR., Harrison Nimleh (NPP) ","",9 ,"TEAH, B. Darlington (NPP) ","","","","","",1
"KIEH, JR., George Klay (NDM) ","","",1 ,"TURPLUE, Emma G. (LP) ","",5 ,"",Valid Votes: ,"","","","",333
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"",Valid Votes: ,385 ,"",Invalid Votes: ,"","","","",4
"KPOTO, Robert Momo (ULD) ","","",4 ,"",Invalid Ballots: ,0 ,"",Total Votes: ,"","","","",337
"KROMAH, Alhaji G. V. (ALCOP) ","","",1 ,"",Valid Votes + Invalid Ballots: ,385,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0,"","","","","","","","","",""
"MORLU, John Sembe (UDA) ","","",0,"","","","","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",2,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",6,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",65,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",1,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",2,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",1,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",187,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",336,"","","","","","","","","",""
"",Invalid Votes: ,"",1,"","","","","","","","","",""
"",Total Votes: ,"",337,"","","","","","","","","",""
Precinct: 39016 ,Polling Place ,2 ,"","","","",Total: 418 ,Age 18-27: 37.8% ,Age 48-57: ,"","",10.5%,""
