Precinct: 39001 ,Polling Place ,1 ,"","","","","",Total: 554 ,Age 18-27: 47.7% ,Age 48-57: ,"","",7.4%,""
"Multilateral High school, Farmerville, Sinoe ","","","","","","","",Males: 60.3% Females: 39.7% ,Age 28-37: 20.8% Age 38-47: 16.6% ,Age 57-68: Age 68+: ,"","",5.6%2.0%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Sinoe ,"","","Sinoe, Electoral District 2","","","","",""
"KORTO, Joseph D. Z. (LERP) ","","",2 ,"",Valid Votes: ,462 ,"",Invalid Votes: ,"","","","",4
"KPOTO, Robert Momo (ULD) ","","",0 ,"",Invalid Ballots: ,1 ,"",Total Votes: ,"","","","",251
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,463,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",1,"","","","","","","","","",""
"MORLU, John Sembe (UDA) ","","",0,"","","","","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",3,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",20,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",1,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",2,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",188,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",1,"","","","","","","","","",""
"",Valid Votes: ,"",251,"","","","","","","","","",""
"",Invalid Votes: ,"",1,"","","","","","","","","",""
"",Total Votes: ,"",252,"","","","","","","","","",""
Precinct: 39022 ,Polling Place ,2 ,"","","","",Total: 345 ,Age 18-27: 33.0% ,Age 48-57: ,"","",12.5%,""
"Jacksonville Elementary School, Jacksonville, Sinoe ","","","","","","",Males: 48.7% Females: 51.3% ,Age 28-37: 27.5% Age 38-47: 17.1% ,Age 57-68: Age 68+: ,"","",5.5%4.3%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Sinoe ,"","","Sinoe, Electoral District 1","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",0 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",188 ,"BARH, Nelson Wah (UDA) ","","","","","",6
"BRUMSKINE, Charles Walker (LP) ","","",2 ,"CLARKE, Charles Amstard (UP) ","",59 ,"BUSH, E. Ciah Jarwleh (CDC) ","","","","","",0
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"DOE, Julius Blamo (LP) ","",10 ,"CARLOR, Samuel J. (UP) ","","","","","",2
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"GIBSON, Myrtle Francelle (PRODEM) ","",4 ,"JARWLEH, Joe Cheyetee (NDPL) ","","","","","",32
"FARHAT, David M. (FDP) ","","",0 ,"NAGBE, Joseph Nyenetue (APD) ","",194 ,"JELLY, SR., A. Kai (NATVIPOL) ","","","","","",12
"JALLAH, Armah Zolu (NPL) ","","",1 ,"NYENPAN, Mobutu Vlah (APD) ","",61 ,"PANTOE, Papa Doe (LP) ","","","","","",1
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",29 ,"SARPLOH, Stephen Sloh (CDC) ","",4 ,"QUIOH, Thomas Romeo (APD) ","","","","","",11
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"SLEWEON, SR., Harrison Nimleh (NPP) ","",17 ,"TEAH, B. Darlington (NPP) ","","","","","",210
"KIEH, JR., George Klay (NDM) ","","",0 ,"TURPLUE, Emma G. (LP) ","",3 ,"",Valid Votes: ,"","","","",274
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"",Valid Votes: ,540 ,"",Invalid Votes: ,"","","","",0
"KPOTO, Robert Momo (ULD) ","","",0 ,"",Invalid Ballots: ,0 ,"",Total Votes: ,"","","","",274
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,540,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0,"","","","","","","","","",""
"MORLU, John Sembe (UDA) ","","",0,"","","","","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0,"","","","","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",3,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",27,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",3,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",1,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",203,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",2,"","","","","","","","","",""
"",Valid Votes: ,"",271,"","","","","","","","","",""
"",Invalid Votes: ,"",4,"","","","","","","","","",""
"",Total Votes: ,"",275,"","","","","","","","","",""
Precinct: 39023 ,Polling Place ,1 ,"","","","","",Total: 518 ,Age 18-27: 32.4% ,Age 48-57: ,"","",12.7%,""
"Togba Tow n Palava Hut, Togba, Sinoe ","","","","","","","",Males: 46.3% Females: 53.7% ,Age 28-37: 26.1% Age 38-47: 18.7% ,Age 57-68: Age 68+: ,"","",6.2%3.7%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Sinoe ,"","","Sinoe, Electoral District 2","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",2 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",32 ,"DAVIES, James Timothy (APD) ","","","","","",59
"BRUMSKINE, Charles Walker (LP) ","","","",1 ,"CLARKE, Charles Amstard (UP) ","",216 ,"GREENE, Fannie Louise (LPL) ","","","","","",4
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DOE, Julius Blamo (LP) ","",11 ,"JABBAH, John T. A. (FDP) ","","","","","",4
"DIVINE, SR., Samuel Raymond (Ind) ","","","",1 ,"GIBSON, Myrtle Francelle (PRODEM) ","",6 ,"JARTEH, Priscillia G. Kargeor (NRP) ","","","","","",44
"FARHAT, David M. (FDP) ","","","",0 ,"NAGBE, Joseph Nyenetue (APD) ","",224 ,"MANEE, Manee Wion (UP) ","","","","","",46
"JALLAH, Armah Zolu (NPL) ","","","",2 ,"NYENPAN, Mobutu Vlah (APD) ","",114 ,"MONBOE, Alfred Gebeah (NPP) ","","","","","",8
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",59 ,"SARPLOH, Stephen Sloh (CDC) ","",9 ,"NAGBE, Nah T. (FAPL) ","","","","","",23
"KIADII, George Momodu (NATVIPOL) ","","","",2 ,"SLEWEON, SR., Harrison Nimleh (NPP) ","",14 ,"PANYONNOH, I, K-Hastings  (LERP) ","","","","","",8
"KIEH, JR., George Klay (NDM) ","","","",0 ,"TURPLUE, Emma G. (LP) ","",1 ,"QUIAH, Victor Soloe (CDC) ","","","","","",24
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"",Valid Votes: ,627 ,"ROBERTS, George M. W. (NDPL) ","","","","","",8
"KPOTO, Robert Momo (ULD) ","","","",1 ,"",Invalid Ballots: ,5 ,"SARKOR, Othello Wiah (NDM) ","","","","","",9
"KROMAH, Alhaji G. V. (ALCOP) ","","","",1 ,"",Valid Votes + Invalid Ballots: ,632 ,"TARPEH, Amos W. (COTOL) ","","","","","",108
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",2 ,"","","","TUOPAY, Virginia Blyee (LP) ","","","","","",0
"MORLU, John Sembe (UDA) ","","","",2 ,"","","","",Valid Votes: ,"","","","",345
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"","","","",Invalid Votes: ,"","","","",16
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",5 ,"","","","",Total Votes: ,"","","","",361
"TIPOTEH, Togba-Nah  (APD) ","","","",185,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",3,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",89,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",356,"","","","","","","","","",""
"",Invalid Votes: ,"","",6,"","","","","","","","","",""
"",Total Votes: ,"","",362,"","","","","","","","","",""
Precinct: 39023 ,Polling Place ,2 ,"","","","","",Total: 546 ,Age 18-27: 35.3% ,Age 48-57: ,"","",15.6%,""
"Togba Tow n Palava Hut, Togba, Sinoe ","","","","","","","",Males: 48.2% Females: 51.8% ,Age 28-37: 23.4% Age 38-47: 16.1% ,Age 57-68: Age 68+: ,"","",5.5%4.0%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Sinoe ,"","","Sinoe, Electoral District 2","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",3 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",60 ,"DAVIES, James Timothy (APD) ","","","","","",46
"BRUMSKINE, Charles Walker (LP) ","","","",1 ,"CLARKE, Charles Amstard (UP) ","",167 ,"GREENE, Fannie Louise (LPL) ","","","","","",3
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DOE, Julius Blamo (LP) ","",13 ,"JABBAH, John T. A. (FDP) ","","","","","",8
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"GIBSON, Myrtle Francelle (PRODEM) ","",17 ,"JARTEH, Priscillia G. Kargeor (NRP) ","","","","","",36
"FARHAT, David M. (FDP) ","","","",0 ,"NAGBE, Joseph Nyenetue (APD) ","",253 ,"MANEE, Manee Wion (UP) ","","","","","",50
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"NYENPAN, Mobutu Vlah (APD) ","",167 ,"MONBOE, Alfred Gebeah (NPP) ","","","","","",17
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",68 ,"SARPLOH, Stephen Sloh (CDC) ","",20 ,"NAGBE, Nah T. (FAPL) ","","","","","",21
"KIADII, George Momodu (NATVIPOL) ","","","",2 ,"SLEWEON, SR., Harrison Nimleh (NPP) ","",21 ,"PANYONNOH, I, K-Hastings  (LERP) ","","","","","",5
"KIEH, JR., George Klay (NDM) ","","","",0 ,"TURPLUE, Emma G. (LP) ","",4 ,"QUIAH, Victor Soloe (CDC) ","","","","","",36
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"",Valid Votes: ,722 ,"ROBERTS, George M. W. (NDPL) ","","","","","",16
"KPOTO, Robert Momo (ULD) ","","","",1 ,"",Invalid Ballots: ,5 ,"SARKOR, Othello Wiah (NDM) ","","","","","",9
"KROMAH, Alhaji G. V. (ALCOP) ","","","",1 ,"",Valid Votes + Invalid Ballots: ,727 ,"TARPEH, Amos W. (COTOL) ","","","","","",123
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",0 ,"","","","TUOPAY, Virginia Blyee (LP) ","","","","","",4
"MORLU, John Sembe (UDA) ","","","",1 ,"","","","",Valid Votes: ,"","","","",374
"REEVES, Alfred Garpee (NRP) ","","","",2 ,"","","","",Invalid Votes: ,"","","","",18
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",4 ,"","","","",Total Votes: ,"","","","",392
"TIPOTEH, Togba-Nah  (APD) ","","","",186,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",1,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",1,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",113,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",385,"","","","","","","","","",""
"",Invalid Votes: ,"","",8,"","","","","","","","","",""
"",Total Votes: ,"","",393,"","","","","","","","","",""
Precinct: 39024 ,Polling Place ,1 ,"","","","","",Total: 472 ,Age 18-27: 32.2% ,Age 48-57: ,"","",10.2%,""
"Baffu Camp Palava Hut, Baffu Camp, Sinoe ","","","","","","","",Males: 56.6% Females: 43.4% ,Age 28-37: 28.8% Age 38-47: 22.2% ,Age 57-68: Age 68+: ,"","",5.3%1.3%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Sinoe ,"","","Sinoe, Electoral District 2","","","","",""
Candidate ,"","",Votes ,"",Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",6 ,"","BARTEE, Nathaniel Sniweah (COTOL) ","",35 ,"DAVIES, James Timothy (APD) ","","","","","",17
"BRUMSKINE, Charles Walker (LP) ","","",4 ,"","CLARKE, Charles Amstard (UP) ","",108 ,"GREENE, Fannie Louise (LPL) ","","","","","",2
"CONNEH, Sekou Damate (PRODEM) ","","",2 ,"","DOE, Julius Blamo (LP) ","",32 ,"JABBAH, John T. A. (FDP) ","","","","","",12
"DIVINE, SR., Samuel Raymond (Ind) ","","",1 ,"","GIBSON, Myrtle Francelle (PRODEM) ","",28 ,"JARTEH, Priscillia G. Kargeor (NRP) ","","","","","",9
"FARHAT, David M. (FDP) ","","",2 ,"","NAGBE, Joseph Nyenetue (APD) ","",106 ,"MANEE, Manee Wion (UP) ","","","","","",22
"JALLAH, Armah Zolu (NPL) ","","",0 ,"","NYENPAN, Mobutu Vlah (APD) ","",90 ,"MONBOE, Alfred Gebeah (NPP) ","","","","","",8
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",39 ,"","SARPLOH, Stephen Sloh (CDC) ","",36 ,"NAGBE, Nah T. (FAPL) ","","","","","",2
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"","SLEWEON, SR., Harrison Nimleh (NPP) ","",24 ,"PANYONNOH, I, K-Hastings  (LERP) ","","","","","",22
"KIEH, JR., George Klay (NDM) ","","",4 ,"","TURPLUE, Emma G. (LP) ","",10 ,"QUIAH, Victor Soloe (CDC) ","","","","","",57
"KORTO, Joseph D. Z. (LERP) ","","",1 ,"","",Valid Votes: ,469 ,"ROBERTS, George M. W. (NDPL) ","","","","","",14
"KPOTO, Robert Momo (ULD) ","","",0 ,"","",Invalid Ballots: ,11 ,"SARKOR, Othello Wiah (NDM) ","","","","","",9
"KROMAH, Alhaji G. V. (ALCOP) ","","",1 ,"","",Valid Votes + Invalid Ballots: ,480 ,"TARPEH, Amos W. (COTOL) ","","","","","",69
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0 ,"","","","","TUOPAY, Virginia Blyee (LP) ","","","","","",3
"MORLU, John Sembe (UDA) ","","",0 ,"","","","","",Valid Votes: ,"","","","",246
"REEVES, Alfred Garpee (NRP) ","","",1 ,"","","","","",Invalid Votes: ,"","","","",21
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",2 ,"","","","","",Total Votes: ,"","","","",267
"TIPOTEH, Togba-Nah  (APD) ","","",13,"","","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",1,"","","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",1,"","","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",7,"","","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",172,"","","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",2,"","","","","","","","","","",""
"",Valid Votes: ,"",259,"","","","","","","","","","",""
"",Invalid Votes: ,"",8,"","","","","","","","","","",""
"",Total Votes: ,"",267,"","","","","","","","","","",""
Notes from County Office:,"","","","","","","","","","","","","",""
Total generated by the database on printing is 254 not 252 generated ,"","","","","","","","","","","","","",""
manually,"","","","","","","","","","","","","",""
Precinct: 39025 ,Polling Place ,1 ,"","","","",Total: 558 ,Age 18-27: 37.1% ,Age 48-57: ,"","",11.3%,""
"Grigsby Farm Elementary School, Grigsby Farm, Sinoe ","","","","","","",Males: 43.5% Females: 56.5% ,Age 28-37: 21.1% Age 38-47: 17.0% ,Age 57-68: Age 68+: ,"","",7.9%5.6%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Sinoe ,"","","Sinoe, Electoral District 2","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",0 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",3 ,"DAVIES, James Timothy (APD) ","","","","","",5
"BRUMSKINE, Charles Walker (LP) ","","",1 ,"CLARKE, Charles Amstard (UP) ","",2 ,"GREENE, Fannie Louise (LPL) ","","","","","",0
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"DOE, Julius Blamo (LP) ","",1 ,"JABBAH, John T. A. (FDP) ","","","","","",0
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"GIBSON, Myrtle Francelle (PRODEM) ","",0 ,"JARTEH, Priscillia G. Kargeor (NRP) ","","","","","",0
"FARHAT, David M. (FDP) ","","",1 ,"NAGBE, Joseph Nyenetue (APD) ","",3 ,"MANEE, Manee Wion (UP) ","","","","","",1
"JALLAH, Armah Zolu (NPL) ","","",1 ,"NYENPAN, Mobutu Vlah (APD) ","",488 ,"MONBOE, Alfred Gebeah (NPP) ","","","","","",1
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",27 ,"SARPLOH, Stephen Sloh (CDC) ","",0 ,"NAGBE, Nah T. (FAPL) ","","","","","",1
"KIADII, George Momodu (NATVIPOL) ","","",3 ,"SLEWEON, SR., Harrison Nimleh (NPP) ","",3 ,"PANYONNOH, I, K-Hastings  (LERP) ","","","","","",6
"KIEH, JR., George Klay (NDM) ","","",0 ,"TURPLUE, Emma G. (LP) ","",1 ,"QUIAH, Victor Soloe (CDC) ","","","","","",227
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"",Valid Votes: ,501 ,"ROBERTS, George M. W. (NDPL) ","","","","","",130
"KPOTO, Robert Momo (ULD) ","","",0 ,"",Invalid Ballots: ,3 ,"SARKOR, Othello Wiah (NDM) ","","","","","",0
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,504 ,"TARPEH, Amos W. (COTOL) ","","","","","",117
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",1 ,"","","","TUOPAY, Virginia Blyee (LP) ","","","","","",0
"MORLU, John Sembe (UDA) ","","",0 ,"","","","",Valid Votes: ,"","","","",488
"REEVES, Alfred Garpee (NRP) ","","",1 ,"","","","",Invalid Votes: ,"","","","",9
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",10 ,"","","","",Total Votes: ,"","","","",497
"TIPOTEH, Togba-Nah  (APD) ","","",80,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",2,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",1,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",2,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",344,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",474,"","","","","","","","","",""
"",Invalid Votes: ,"",24,"","","","","","","","","",""
"",Total Votes: ,"",498,"","","","","","","","","",""
Precinct: 39026 ,Polling Place ,1 ,"","","","",Total: 318 ,Age 18-27: 37.7% ,Age 48-57: ,"","",10.4%,""
"Butaw  Compound Administrative Building, Butaw  Compound, Sinoe ","","","","","","",Males: 46.5% Females: 53.5% ,Age 28-37: 20.4% Age 38-47: 16.0% ,Age 57-68: Age 68+: ,"","",11.3%4.1%,""
"","","","",Senate ,"","","",House of Representatives,"","","","",""
President and Vice-President ,"","","",Sinoe ,"","","","Sinoe, Electoral District 2","","","","",""
Candidate ,"","",Votes Candidate ,"","",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","1 BARTEE, Nathaniel Sniweah (COTOL) ","","",16 ,"DAVIES, James Timothy (APD) ","","","","","",8
"BRUMSKINE, Charles Walker (LP) ","","","0 CLARKE, Charles Amstard (UP) ","","",80 ,"GREENE, Fannie Louise (LPL) ","","","","","",8
"CONNEH, Sekou Damate (PRODEM) ","","","2 DOE, Julius Blamo (LP) ","","",9 ,"JABBAH, John T. A. (FDP) ","","","","","",58
"DIVINE, SR., Samuel Raymond (Ind) ","","","0 GIBSON, Myrtle Francelle (PRODEM) ","","",11 ,"JARTEH, Priscillia G. Kargeor (NRP) ","","","","","",10
"FARHAT, David M. (FDP) ","","","0 NAGBE, Joseph Nyenetue (APD) ","","",185 ,"MANEE, Manee Wion (UP) ","","","","","",6
"JALLAH, Armah Zolu (NPL) ","","","0 NYENPAN, Mobutu Vlah (APD) ","","",51 ,"MONBOE, Alfred Gebeah (NPP) ","","","","","",10
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","27 SARPLOH, Stephen Sloh (CDC) ","","",14 ,"NAGBE, Nah T. (FAPL) ","","","","","",5
"KIADII, George Momodu (NATVIPOL) ","","","1 SLEWEON, SR., Harrison Nimleh (NPP) ","","",32 ,"PANYONNOH, I, K-Hastings  (LERP) ","","","","","",89
"KIEH, JR., George Klay (NDM) ","","","1 TURPLUE, Emma G. (LP) ","","",1 ,"QUIAH, Victor Soloe (CDC) ","","","","","",8
"KORTO, Joseph D. Z. (LERP) ","","",1 ,Valid Votes: ,"",399 ,"ROBERTS, George M. W. (NDPL) ","","","","","",5
"KPOTO, Robert Momo (ULD) ","","",0 ,Invalid Ballots: ,"",7 ,"SARKOR, Othello Wiah (NDM) ","","","","","",1
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,Valid Votes + Invalid Ballots: ,"",406 ,"TARPEH, Amos W. (COTOL) ","","","","","",1
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",4 ,"","","","TUOPAY, Virginia Blyee (LP) ","","","","","",2
"MORLU, John Sembe (UDA) ","","",0 ,"","","","",Valid Votes: ,"","","","",211
"REEVES, Alfred Garpee (NRP) ","","",0 ,"","","","",Invalid Votes: ,"","","","",17
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",2 ,"","","","",Total Votes: ,"","","","",228
"TIPOTEH, Togba-Nah  (APD) ","","",109,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",0,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",71,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",219,"","","","","","","","","",""
"",Invalid Votes: ,"",11,"","","","","","","","","",""
"",Total Votes: ,"",230,"","","","","","","","","",""
Precinct: 39026 ,Polling Place ,2 ,"","","","",Total: 289 ,Age 18-27: 38.8% ,Age 48-57: ,"","",14.9%,""
"Butaw  Compound Administrative Building, Butaw  Compound, Sinoe ","","","","","","",Males: 43.6% Females: 56.4% ,Age 28-37: 18.0% Age 38-47: 16.6% ,Age 57-68: Age 68+: ,"","",9.0%2.8%,""
"","","","",Senate ,"","","",House of Representatives,"","","","",""
President and Vice-President ,"","","",Sinoe ,"","","","Sinoe, Electoral District 2","","","","",""
Candidate ,"","",Votes Candidate ,"","",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","2 BARTEE, Nathaniel Sniweah (COTOL) ","","",33 ,"DAVIES, James Timothy (APD) ","","","","","",17
"BRUMSKINE, Charles Walker (LP) ","","","2 CLARKE, Charles Amstard (UP) ","","",90 ,"GREENE, Fannie Louise (LPL) ","","","","","",4
"CONNEH, Sekou Damate (PRODEM) ","","","2 DOE, Julius Blamo (LP) ","","",16 ,"JABBAH, John T. A. (FDP) ","","","","","",34
"DIVINE, SR., Samuel Raymond (Ind) ","","","0 GIBSON, Myrtle Francelle (PRODEM) ","","",12 ,"JARTEH, Priscillia G. Kargeor (NRP) ","","","","","",10
"FARHAT, David M. (FDP) ","","","1 NAGBE, Joseph Nyenetue (APD) ","","",164 ,"MANEE, Manee Wion (UP) ","","","","","",14
"JALLAH, Armah Zolu (NPL) ","","","0 NYENPAN, Mobutu Vlah (APD) ","","",40 ,"MONBOE, Alfred Gebeah (NPP) ","","","","","",21
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","28 SARPLOH, Stephen Sloh (CDC) ","","",9 ,"NAGBE, Nah T. (FAPL) ","","","","","",1
"KIADII, George Momodu (NATVIPOL) ","","","0 SLEWEON, SR., Harrison Nimleh (NPP) ","","",20 ,"PANYONNOH, I, K-Hastings  (LERP) ","","","","","",80
"KIEH, JR., George Klay (NDM) ","","","0 TURPLUE, Emma G. (LP) ","","",4 ,"QUIAH, Victor Soloe (CDC) ","","","","","",4
"KORTO, Joseph D. Z. (LERP) ","","",0 ,Valid Votes: ,"",388 ,"ROBERTS, George M. W. (NDPL) ","","","","","",3
"KPOTO, Robert Momo (ULD) ","","",0 ,Invalid Ballots: ,"",13 ,"SARKOR, Othello Wiah (NDM) ","","","","","",4
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,Valid Votes + Invalid Ballots: ,"",401 ,"TARPEH, Amos W. (COTOL) ","","","","","",1
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0 ,"","","","TUOPAY, Virginia Blyee (LP) ","","","","","",2
"MORLU, John Sembe (UDA) ","","",0 ,"","","","",Valid Votes: ,"","","","",195
"REEVES, Alfred Garpee (NRP) ","","",0 ,"","","","",Invalid Votes: ,"","","","",23
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",0 ,"","","","",Total Votes: ,"","","","",218
"TIPOTEH, Togba-Nah  (APD) ","","",88,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",1,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",2,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",0,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",72,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",3,"","","","","","","","","",""
"",Valid Votes: ,"",201,"","","","","","","","","",""
"",Invalid Votes: ,"",17,"","","","","","","","","",""
"",Total Votes: ,"",218,"","","","","","","","","",""
Precinct: 39027 ,Polling Place ,1 ,"","","","",Total: 600 ,Age 18-27: 38.8% ,Age 48-57: ,"","",8.7%,""
"Ducorfree Junior High School, Ducorfree, Sinoe ","","","","","","",Males: 46.7% Females: 53.3% ,Age 28-37: 27.2% Age 38-47: 15.8% ,Age 57-68: Age 68+: ,"","",6.3%3.2%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Sinoe ,"","","Sinoe, Electoral District 3","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",0 ,"BARTEE, Nathaniel Sniweah (COTOL) ","",303 ,"DOE-WLEH, SR., Saywon  (LP) ","","","","","",3
