33031 ,Dinplay Public School ,Dinplay ,4 ,1546
33088 ,Gomahplay Public School ,Gomahplay ,3 ,1380
33208 ,Zuaplay Public School ,Zuaplay ,2 ,761
33166 ,Tiaplay Public School ,Tiaplay ,2 ,986
33165 ,Teahplay Public School ,Teahplay ,2 ,933
33160 ,Tanwea Public School ,Tanwea ,2 ,667
33140 ,Nyarlay Public School ,Nyarlay ,3 ,1374
33139 ,Lepula Public School ,Lepula ,3 ,1329
33007 ,Beadatuo Public School ,Beadatuo ,4 ,1611
33046 ,Gbanwea Public School ,Gbanwea ,3 ,1241
33209 ,Gbloulay Public School ,Gbloulay ,3 ,1488
33030 ,Frolay Public School ,Frolay ,4 ,1549
33027 ,Butuo Public School ,Butuo ,4 ,1538
33025 ,Buutuo Public School ,Nyor Buutuo ,4 ,1827
33015 ,Blemieplay Public School ,Blemieplay ,3 ,1359
33013 ,Glarlay Public School ,Glarlay ,4 ,1545
33009 ,Beeplay Public School ,Beeplay ,3 ,1378
33083 ,Glarlay Public School ,Glarlay New Town ,4 ,1693
