21130 ,Tenebu Town Hall ,Tennebu ,2 ,617
21129 ,Karsa Gas Station ,Karsa ,5 ,2094
21122 ,John's Town Public School ,John's ,2 ,1015
21121 ,Blakpalasu Public School ,Balakpalasu ,2 ,828
21131 ,Voinjama F.P. Mission School ,Voinjama ,4 ,1584
21108 ,Gbegbedu Public School ,Gbegbedu ,3 ,1292
21138 ,Kuluka Town Hall ,Kulukar ,2 ,671
21109 ,Kugbemai Public ,Kugbemai Town ,2 ,785
21132 ,LPMC Town Hall ,L.P.M.C Camp ,2 ,627
21133 ,Selega Town Hall ,Selega ,1 ,404
21134 ,Voinjama Market Hall ,Voinjama Market Community ,5 ,2272
21137 ,Kintoma Town Hall ,Kintoma Town ,4 ,1668
21139 ,Korwolane Town Hall ,Ward Nine ,2 ,728
21104 ,Tussu Public School ,Tussu ,2 ,725
21103 ,Kanela Public School ,Kanela ,2 ,630
21136 ,Voinjama Catholic School ,Voinjama ,3 ,1237
21008 ,Barziwen Public School ,Barziwen ,3 ,1016
21006 ,Barkedu Public School ,Barkedu ,3 ,1331
21107 ,Marverkonnedu Public School ,Marverkonnedu ,1 ,365
21007 ,Barkedu Town Hall ,Barkedu ,3 ,1505
21102 ,Korlela Public School ,Korlela ,2 ,672
21017 ,Dayzabah Public School ,Dayzabah ,1 ,384
21018 ,David Selma-ta Public School ,David Selma-ta ,2 ,961
21038 ,Karzah Public School ,Karzah Town ,2 ,509
21039 ,Wobeyammai Town Hall ,Wobeyammai ,1 ,307
21040 ,"Bazagizia, Public School ",Bazagizia ,2 ,844
21041 ,Betejama Public School ,Betejama ,2 ,628
21101 ,Vezala Public School ,Vezala ,2 ,958
21045 ,Luyeama Public School ,Luyeama ,2 ,754
21080 ,Sarkonedu Public School ,Sarkonedu ,3 ,1112
21081 ,Sarkonedu Public School ,Sarkonedu ,2 ,831
21082 ,Kondadu Public School ,Kondadu ,2 ,988
21088 ,Samodu Public School ,Samodu ,2 ,811
21089 ,Jarmulor Public School ,Jarmulor ,1 ,483
21044 ,Konia Public School ,Konia ,6 ,2500
