36029 ,Neegba Town Palava Hut ,Neegba ,2 ,508
36028 ,Farh Palava Hut ,Farh ,1 ,331
36011 ,Little Liberia School Building ,Little Liberia Village ,3 ,1473
36012 ,Yarpa's Town Hall ,Yarpa's Town ,5 ,2143
36013 ,Gesay Judu Palava Hut ,Gesay Judu ,1 ,494
36016 ,ITI Town Hall ,ITI ,2 ,961
36019 ,Charlie School Building ,Charlie ,1 ,439
36021 ,Quitoe Town Church ,Quitoe ,2 ,539
36008 ,Klabga Palava Hut ,klaygbe ,2 ,642
36026 ,Dunn Town Palava Hut ,Dunn Town ,1 ,425
36015 ,DangronGbor Church ,Dangron Gbor Town ,1 ,195
36030 ,Solo Gold Camp Palava Hut ,Solo Gold Camp ,1 ,154
36033 ,Borbor Palava Hut ,Borbor ,2 ,506
36034 ,Garyeazohn Palava Hut ,Garyeazohn ,1 ,390
36041 ,Cestos High School ,Cestos ,4 ,1865
36042 ,Darsaw Public School ,Darsaw ,3 ,1269
36031 ,Ceyea Town Palava Hut ,Ceyea ,2 ,767
36024 ,Voin Palava Hut ,Voin Town ,2 ,509
36017 ,Gborseo School Building ,Gborseo ,2 ,586
