12061 ,Senii Town Hall ,Senii Town ,2 ,608
12040 ,Mandina Public School ,Mandina ,5 ,2159
12041 ,Gbah Foboi Public School ,Gbah Foboi ,4 ,1580
12053 ,Sembehum Public School ,Sembehum ,1 ,310
12054 ,Latia Public School ,Latia ,1 ,454
12064 ,Islamic Model ,"Grassfield, Robertsport ",3 ,1109
12060 ,Bomboja Public School ,Bomboja Town ,2 ,721
12063 ,Robertsport High School ,Robertsport ,3 ,1003
12031 ,Mecca Community School ,Mecca ,1 ,469
12059 ,Kanga Public School ,Kanga Town ,2 ,850
12012 ,Kpeneji Town Hall ,Kpeneji I ,2 ,960
12032 ,Zaway Public School ,Zaway ,1 ,268
12030 ,Jundu Town Hall ,Jundu ,2 ,887
12029 ,Sinje Public School ,Sinje (A) ,4 ,1786
12027 ,Daniel Town Hall ,Daniel ,2 ,959
12026 ,Bendu Public School ,Bendu (A) ,2 ,692
12025 ,Vonzula Public School ,Vonzula ,3 ,1228
12019 ,Jenne Brown Public School ,Jenne Brown (A) ,3 ,1148
12018 ,King Jor Town Hall ,King Jor ,1 ,469
12039 ,Konja Town Hall ,Konja ,4 ,1571
12038 ,Mandoe Palava Hut ,Mandoe ,1 ,251
