12035 ,Weajue Public School ,Weajue ,3 ,1404
12036 ,Managorduah Town Hall ,Managorduah(A) ,2 ,554
12037 ,Varguaye Public School ,Varguaye ,1 ,391
12042 ,Camp Israel School Building ,Camp Israel ,1 ,263
12043 ,Fulah Camp Town Hall ,Fulah Camp ,1 ,274
12045 ,Mecca Public School ,Mecca ,2 ,691
12055 ,Tahn Town Public School ,Tahn Town ,2 ,992
12057 ,Marbon Dorley Town Public School ,Marbon Dorley Town ,1 ,311
12023 ,Bombor Old Town Hall ,Bombor Old Town ,2 ,572
12044 ,Marbon Wanga Town Hall ,Marbon Wanga ,1 ,341
12056 ,Lofa Bridge Public School ,Lofa Bridge ,4 ,1683
12007 ,Kongo Town Hall ,Kongo ,3 ,1285
12022 ,Butter Hill Public School ,Butter Hill ,2 ,558
12051 ,Varkianway I Town Hall ,Varkianway I ,2 ,748
12006 ,Kawelahun Town Hall ,Kawelahun ,2 ,647
12013 ,Keita Town Hall ,Keita ,1 ,256
12005 ,Fornor Town Hall ,Fornor ,1 ,390
12014 ,Behgondor Public School ,Behgondor ,2 ,808
12015 ,Gold Camp Public School ,Gold Camp (A) ,3 ,1070
12016 ,Bamballa Public School ,Bamballa Town (A) ,4 ,1918
12017 ,Laah Town Hall ,Laah Town ,2 ,541
12020 ,Jenne Mana Public School ,Jenne Mana ,2 ,544
12021 ,Small Benduma Town Hall ,Small Benduma ,1 ,458
12002 ,Largor Public School ,Largor ,2 ,560
