30230 ,Ma Bendu I. Sheriff School ,Zinc Factory ,4 ,1855
30231 ,Muslim Solidarity Arabic & English School ,Zinc Factory ,5 ,2327
30229 ,Calvary Temple A.G.M. High School ,Jacob Town ,5 ,2170
30228 ,Calvary Temple A.G.M. High School ,Jacob Town ,5 ,2155
30227 ,St. Francis School ,Jacob Town ,7 ,3106
30226 ,Bassa Town Community School ,Double Bridge/Peace Island ,2 ,607
30225 ,New Hope Academy ,Double Bridge/Peace Island ,5 ,2029
30224 ,Monrovia Vocational Training Center ,Double Bridge ,4 ,1754
30099 ,Hope For Life School ,"After the Towel on Pipe line road, City Vie ",4 ,1539
30223 ,Monrovia Vocational Training Center ,Double Bridge ,5 ,2307
30091 ,Fairfield Baptist School ,Neezoe ,4 ,1870
30036 ,Johnsonville Public School ,Johnsonville ,4 ,1577
30100 ,Our Lady of Fatama School ,"After the Towel on Pipe line road, City Vie ",6 ,2699
30192 ,Light Enterprises Academy & Vocational School System ,Lower Johnsonville ,4 ,1832
30193 ,YMCA - Nekely Town ,Lower Johnsonville ,5 ,2074
30213 ,NRC School ,Mount Barclay ,4 ,1785
30214 ,Child Friendly Space ,Mount Barclay ,3 ,1125
30232 ,Star Baptist School ,Rock Hill ,4 ,1685
