30295 ,Wesleyan School ,Stephen Tolbert Estate ,4 ,1680
30171 ,Star International Academy ,Kesselly Boulevard ,4 ,1576
30172 ,Wisdom Home Heritage Elem. School ,Kesselly Boulevard ,2 ,955
30216 ,St. Magarette School System ,MTA ,4 ,1710
30167 ,Euphemia Abdullia Primary Public School ,"Karduma Community, Johnsonville Road ",2 ,851
30264 ,OPHANAGE/WACI ,"Opp. Stephen Tolbert Estate, River View ",2 ,529
30217 ,Liberia Christian Community College ,MTA ,5 ,2415
30281 ,Picoli Preparatory School ,Shoe Factory ,4 ,1913
30294 ,Special Project School ,Stephen Tolbert Estate ,3 ,1478
30282 ,Richand Hunter Elem & Jr.High School ,"LPRC Road, Shoe Factory ",5 ,2417
30166 ,Euphemia Abdullia Primary Public School ,"Karduma Community, Johnsonville Road ",2 ,793
30265 ,Maranatha A.G.M School ,"Opp. Stephen Tolbert Estate, River View ",3 ,1035
30010 ,West African Christian Institute ,"Opp. Stephen Tolbert Estate, River View ",2 ,607
30051 ,Wells-Hairston School ,Chicken Soup Factory ,6 ,2574
30052 ,Wells-Hairston School ,Chicken Soup Factory ,4 ,1876
30053 ,A.G.M. School ,Chicken Soup Factory ,4 ,1546
30055 ,Free Penticostal Global Mission Church ,Opp. the market/ Chicken Soup Factory ,4 ,1762
30157 ,St. Philip School ,Snow Hill ,6 ,2959
30159 ,James Tue High School ,J.J.Y. - Snow Hill ,3 ,1289
30164 ,Emmanuel Community Polytechnic Jr. & Sr. School ,"Dry Rice Market Community, Johnsonville ",4 ,1683
30165 ,Emmanuel Community Polytechnic Jr. & Sr. School ,"Dry Rice Market Community, Johnsonville ",3 ,1472
30054 ,Christain David Elem & Jr. High School ,Chicken Soup Factory ,2 ,944
