30405 ,Child Foundation Academy ,Fiama ,3 ,1110
30395 ,Fiama Calvary Baptist School ,Fiama ,2 ,801
30396 ,Philip Perparatory School ,ICA Community ,3 ,1246
30397 ,Philip Perparatory School ,ICA Community ,3 ,1181
30398 ,St. Peter Lutheran School ,"14th Street, Sinkor ",2 ,906
30399 ,St. Peter Lutheran School ,"14th Street, Sinkor ",2 ,764
30400 ,Smythe institue ,"16th Street, Sinkor ",4 ,1905
30401 ,Calvary Baptish School ,"17th Street, Sinkor ",3 ,1267
30402 ,ACFI Lacy Kofi Memorial Academy ,"People United Comm., 20th Street ",3 ,1322
30406 ,Don Bosco Youth Center ,New Matadi ,5 ,2139
30404 ,New Matadi Community School ,New Matadi ,5 ,2218
30394 ,Fiama Calvary Baptist School ,Fiama ,2 ,810
30390 ,Wroto Town God of Mercy School ,Wroto Town ,4 ,1927
30403 ,St. Mark School ,Sinkor Airfield Community ,4 ,1598
30379 ,H.B. William Royal School ,Vamoma Community ,2 ,922
30240 ,Apostlic Building Foundation School ,Oldest Congo Town ,3 ,1488
30393 ,Fiama Community School ,Fiama ,2 ,870
30378 ,Lutheran International School System ,Raymond Field /Fiama ,3 ,1350
30392 ,Fiama Community School ,Fiama ,2 ,970
30380 ,Barnes Foundation School ,Central Lakpazee ,4 ,1551
30381 ,Barnes Foundation School ,Central Lakpazee ,3 ,1311
30382 ,Building for Tomorrow School ,Central Lakpazee ,2 ,858
30383 ,Building for Tomorrow School ,Central Lakpazee ,2 ,1001
30385 ,Nancy B. Doe Public School ,Old Matad ,2 ,955
30386 ,SOS Children Village ,Old Matad ,2 ,720
30387 ,SOS Children Village ,Old Matad ,2 ,525
30388 ,Emmanuel Temper School ,"Old GSA Yard, 24th Street ",3 ,1260
30389 ,Bright Stone Academy ,Gbangaye Town ,4 ,1979
30384 ,Nancy B. Doe Public School ,Old Matad ,3 ,1079
30349 ,A. Gienn Jr. High School ,"12st. Street, Sinkor ",3 ,1085
