30305 ,Bethel Temple African Glory Pentacostal Church ,"Tarr Town, Old Road ",2 ,988
30174 ,People Institute Building ,Key and Death Hole ,3 ,1093
30233 ,Nippay Town Public School ,Nippay Town ,3 ,1380
30241 ,Fofana Islamic School ,Oldest Congo Town ,2 ,655
30242 ,Mason Center School ,Oldest Congo Town ,5 ,2034
30251 ,Peace Island Community School ,"Peace Island, Congo Town ",4 ,1816
30252 ,Deolakeh Memorial Elem. & Jr. High School ,"Peace Island, Congo Town ",4 ,1512
30291 ,Ford Madden Christian Academy ,Smythe Road ,4 ,1794
30304 ,Rebecca J. Wilson Elem. School ,"Tarr Town, Old Road ",3 ,1391
30306 ,Amalca Cabral Estate Palava Hut ,"Amalca Cabral Estate, Old Road ",5 ,2419
30173 ,Bethlehem Baptist School ,Key and Death Hole ,2 ,671
30063 ,Joe B. Tate School ,Congo Town ,3 ,1252
30292 ,Guildford George Tompkins Jr.& Sr. High school ,Smythe Road ,2 ,999
30060 ,Greater Works Academy ,Chugbor ,4 ,1916
30134 ,St. Andrew Lutheran School ,Gaye Town Community ,4 ,1966
30065 ,Wells-Hairston School ,VP Road ,3 ,1047
30025 ,JHP Hope Academy ,Catholic Hospital ,3 ,1248
30061 ,Better Future Christian Institute ,Chugbor ,4 ,1520
30062 ,R.C. Lawson Institute ,Congo Town ,4 ,1802
30024 ,Faith Foundation ,Catholic Hospital ,4 ,1581
30004 ,Steve-Ernest Memorial Christian Academy ,Barchue Town ,1 ,415
30066 ,Open Bible school ,Congo Town Old Road ,2 ,652
30067 ,Open Bible school ,Congo Town Old Road ,2 ,726
30077 ,A.G.M. School Building ,Divine - Togba Camp ,2 ,891
30078 ,Namuwa English & Arabic School ,Divine - Togba Camp ,4 ,1759
30064 ,Susan Berry School ,Congo Town ,4 ,1934
30133 ,Gaye Town Public School ,Gaye Town Community ,4 ,1848
