42004 ,Chea Cheapo Elementry School ,Old Yassaken Town ,2 ,894
42007 ,Gbaweleken Market Hall ,Gbaweleken ,3 ,1372
42009 ,Taryaken Town Hall ,Taryaken ,2 ,601
42014 ,Yobloken Town Hall ,Yobloken ,1 ,149
42016 ,Freetown Palava Hut ,Free Town ,2 ,695
42017 ,Tom Wah Jr. High School ,Sarbo Sweaken Town ,3 ,1126
42025 ,Tarwarken Public School ,Tarwarken ,1 ,465
42027 ,Paaken Public School ,Paaken ,2 ,538
42030 ,Youbor Palava Hut ,Youbor ,1 ,432
42002 ,Webbo Teacher Training Institute ,Kronoken City ,5 ,2314
42006 ,Yargbeken Public School ,Yargbeken ,2 ,660
42028 ,Tuobo Sweaken Town Hall ,Toubo Sweaken ,1 ,482
