06066 ,Stephen-ta Palava Hut ,Stephen-ta ,1 ,408
06005 ,Beletanda Palava Hut ,Beletanda ,2 ,794
06009 ,Boryormah Palava Hut ,Boryormah One ,3 ,1162
06010 ,St. Paul catholic School ,Cephas Town ,3 ,1027
06011 ,Borlarmu Public School ,Degei ,2 ,864
06012 ,Boudala Public School ,Boduala ,2 ,566
06029 ,Gbamokollieta Palava Hut ,Gbamokollieta ,2 ,736
06030 ,Wumai Palava Hut ,Wumai Town ,2 ,791
06061 ,Haindii Clinic ,Haindii ,4 ,1970
06067 ,Kankalan Public School ,Kankalan Town ,2 ,687
06070 ,Kelebei Public School ,Kelebei ,2 ,990
06076 ,Winnie-ta Public School ,Winnie-ta ,3 ,1007
06080 ,Gbonokalai Palava Hut ,Gbonokalai Town ,2 ,505
06126 ,Yarbayeh Public School ,Yarbayeh Town ,3 ,1002
06047 ,Gbo Gbo Ta Public School ,Gbo Gbo Ta ,2 ,832
06131 ,Zamkpe Yama Palava Hut ,Zamkpe Yama ,1 ,282
06087 ,Nuamue Public School ,Nuamue I ,1 ,452
06120 ,Volomeni Palava Hut ,Volomeni Town ,2 ,812
06119 ,Lawana Public School ,Varnery Town ,3 ,1440
06112 ,Samah Town Palava Hut ,Samah ,1 ,191
06098 ,Sanoyea Market ,Sanoyea ,4 ,1995
06097 ,Sanoyea Lutheran School ,Sanoyea ,3 ,1168
06095 ,Popota Public School ,Popota ,3 ,1186
06094 ,Piata Palava Hut ,Piata ,2 ,685
06090 ,Nancy B. Doe Elem. School ,Nyean Town ,3 ,1414
06089 ,Nyeablia Public School ,Nyeablia Town ,4 ,1591
06134 ,Gbalala Clinic ,Gbalala Town ,2 ,510
