30329 ,New Land IDP Camp Community Hall ,Upper Careysburg ,1 ,447
30328 ,New Land IDP Camp Community Hall ,New Land ,1 ,374
30270 ,Sasstown Community School ,Sasstown ,1 ,444
30215 ,Zingbor Town Hall ,Zingbor ,2 ,777
30197 ,Manamu Town Palava Hut ,Manamu ,2 ,516
30196 ,Koon Town Public School ,Koon ,3 ,1285
30194 ,Gwee Town Palava Hut ,Gwee ,2 ,769
30330 ,Clean Town Palava Hut ,Clean Town/Todee ,1 ,500
30436 ,Pleemu Public School ,Pleemu Town ,3 ,1459
30195 ,Tarquoi Town Palava Hut ,Tarquoi ,1 ,423
30331 ,Zannah Town Public School ,Zannah Town/Todee ,3 ,1200
30332 ,Moisee Town Public School ,Morcee Town/Todee ,1 ,244
30333 ,Yeakpai Town Public School ,Yeakpai Town/Todee ,3 ,1110
30334 ,Yeagbah Town Public School ,Yeagbah Town/Todee ,2 ,753
30335 ,Nyehn Town Public School ,Nyehn Town/Todee ,3 ,1398
30432 ,C. H. Henry Public School ,Central White Plains ,1 ,127
30433 ,Jesus Christ Children Int'l School ,Central White Plains ,1 ,221
30191 ,Mary Paye Farm Public School ,Mary Farm ,1 ,490
30435 ,Yarkpazuah Palava Hut ,Yarkpazuah Town ,3 ,1021
30170 ,Kartoe Public School ,Kartoe Town ,2 ,550
30434 ,Hart Town Hall ,Hart Town ,1 ,221
30103 ,Blopa Public School ,Blopa ,2 ,726
30003 ,Sackie Town Public School ,Sackie ,2 ,621
30028 ,Careysburg High School ,Central Careysburg ,2 ,812
30029 ,Careysburg Administrative Building ,Central Careysburg ,3 ,1014
30072 ,Crozierville Town Hall ,Central Crozierville ,3 ,1069
30178 ,Kingsville Public School ,Central Kingsville ,4 ,1559
30102 ,Morris Farm School ,Morris Farm Community ,4 ,1968
30190 ,King's Farm Community School ,King's Farm ,3 ,1235
30104 ,Fendall Public School ,Central Fendall ,2 ,646
30105 ,Fendall U.L. Palava Hut ,Fendall ,4 ,1891
30138 ,Children Home School ,Children Home ,2 ,894
30180 ,Kpayaquelleh Palava Hut ,Kpayaquelleh ,1 ,377
30101 ,Euphemial Barclay School ,"Fahn Gotor, Bentol City ",3 ,1250
30189 ,Louisiana Waterside Community School ,Louisiana Waterside ,1 ,419
30140 ,Youth Camp Auditorium ,Bulu ,3 ,1322
