12047 ,Fahnja Town Hall ,Fahnja ,2 ,652
12048 ,Bo Waterside Public School ,Bo Waterside ,4 ,1946
12049 ,Mambo Public School ,Mambo Town ,3 ,1046
12050 ,Guassay Public School ,Gbanga ,3 ,1177
12052 ,Maveima Public School ,Maveima ,2 ,707
12058 ,Weima Town Hall ,Weima Town ,1 ,460
12062 ,Tallah Administrative Building ,Tallah ,1 ,231
12046 ,Jenne Wonde Public School ,Jenne Wonde ,4 ,1675
12008 ,Tiene Public School ,Tiene ,6 ,2643
12033 ,Kpallan Town Hall ,Kpallan ,1 ,209
12028 ,Zuanni Town Hall ,Zuanni-1 ,3 ,1077
12024 ,Messima Town Hall ,Messima ,1 ,142
12011 ,Boloma Gateweh Town Hall ,Boloma (Gateweh) ,2 ,553
12001 ,Goe Town Hall ,Goe ,2 ,720
12009 ,Diah Town Hall ,Diah ,3 ,1349
12003 ,Damballa Public School ,Damballa ,4 ,1822
12004 ,Bendaja Public School ,Bendaja (B) ,3 ,1126
12034 ,Gondama Town Hall ,Gondama ,3 ,1226
12010 ,Tahn Mafa Town Hall ,Tahn Mafa ,2 ,970
