09116 ,Somah Town Palava Hut ,Somah ,1 ,273
09175 ,Edina City Hall ,Edina ,1 ,474
09088 ,Zoe Town Palava Hut ,Zoe ,1 ,382
09091 ,Wrayn Town Palava Hut ,Wrayn ,1 ,152
09092 ,Betto Token Town Palava Hut ,Betto Token ,1 ,231
09093 ,Douweh Town Palava Hut ,Douweh/Wheeto Town ,2 ,550
09100 ,Mondeh Town Palava Hut ,Mondeh ,1 ,300
09101 ,Norr Town Palava Hut ,Norr Town ,1 ,490
09102 ,Saul Village Palava Hut ,Saul Village ,1 ,451
09089 ,Little Bassa Town Palava Hut ,Little Bassa ,2 ,736
09117 ,Kutuahn School Building ,Kutuahn ,1 ,187
09118 ,Kpawetro Town Palava Hut ,Kpawetro ,1 ,321
09119 ,Whoo's Town Palava Hut ,Whoo's ,1 ,370
09122 ,Zuzohn Palava Hut ,Zuzohn ,1 ,221
09160 ,Kingsville Palava Hut ,Kingsville ,2 ,566
09161 ,Camp Mechlin Palava Hut ,Camp Mechlin ,2 ,621
09162 ,Centrel Lloydsville Adm. Building ,Centrel Lloydsville ,4 ,1643
09163 ,Wrakon Town Palava Hut ,Wrakon ,2 ,557
09169 ,Diggs Town Palava Hut ,Diggs ,1 ,361
09168 ,Bueh's Town Palava Hut ,Bueh's ,1 ,277
09090 ,Civil # 1 Compoound Administrative Building ,Civil Compoound #1 ,3 ,1098
09087 ,Nuah Town Palava Hut ,Nuah ,1 ,339
09001 ,Kpaingba Town Palava Hut ,Kpaingba ,1 ,183
09002 ,Kamachea Town Palava Hut ,Kamachea ,1 ,425
09003 ,Paye Town Palava Hut ,Paye ,1 ,301
09010 ,Bokay Town Palava Hut ,Bokay ,4 ,1632
09011 ,Jeko Town Palava Hut ,Jeko ,1 ,245
09012 ,Owensgroove Administrative Building ,Owensgroove ,6 ,2493
09042 ,Gozohn Town Palava Hut ,Gozohn ,1 ,180
09043 ,Gbarkpeh Town Palava Hut ,Gbarkpeh Town ,2 ,560
09055 ,Neegeewein Elem. School ,Neegeewein ,3 ,1286
09056 ,Beon Town Palava Hut ,Beon ,2 ,568
09083 ,Gurlee Town Palava Hut ,Gurlee ,1 ,143
09060 ,Barclayville Town Palava Hut ,Barclayville ,2 ,874
09061 ,Doewein Town Palava Hut ,Doewein ,2 ,933
09062 ,Chuah Viankon Town Palava Hut ,Chuah Viankon ,2 ,584
