39011 ,Karquekpo Palava Hut ,Karquekpo ,3 ,1072
39022 ,Kajaliken Public School ,Kajaliken ,1 ,350
39037 ,Saygbeken Public School ,Saygbeken ,2 ,1004
39042 ,Kwiatuo Juaryen Palava Hut ,Kwiatuo Juaryen ,1 ,411
39047 ,Sethum Juaryen Public School ,Sethum Juaryen ,1 ,480
39049 ,Setta Kru Palava Hut ,Setta Kru ,2 ,542
39054 ,Jarpuken Public School ,Jarpuken ,1 ,433
39034 ,Nana Kru Palava Hut ,Nana kru ,2 ,563
39031 ,Titiyen Public School ,Tityyen Village ,1 ,262
39002 ,Kunwiah Palava Hut ,Kunwiah ,1 ,494
39030 ,Diyankpo Palava Hut ,Diyankpo ,3 ,1022
39006 ,Tuzonburg Public School ,Tuzon ,2 ,630
39019 ,Gmagmakpo Palava Hut ,Gmagmakpo ,1 ,484
39017 ,Old Government Camp Palava Hut ,Old Government Camp-Neeteah ,4 ,1916
39016 ,Gbarteken Public School ,Gbarteken ,1 ,224
39014 ,Joplokpo Palava Hut ,Joplokpo ,2 ,728
39013 ,Ducor Free Public School ,Ducor Free ,2 ,593
39012 ,Doodwicken Public School ,Doodwicken ,2 ,631
39036 ,Kwitatuzon Palava Hut ,Kwitatuson ,1 ,381
