03024 ,Gayah Hills Palava Hut ,Gayah Hill ,2 ,756
03075 ,"Court House, Moses Vincent Compound ",Vai Town II ,3 ,1419
03074 ,Administrative Building ,New Road ,1 ,302
03073 ,Yomo Town Public School ,Yomo Town ,1 ,192
03072 ,Bomi Jr. High School ,Gballasuah ,2 ,833
03071 ,C. H. Dewey High School ,Joseph Town ,2 ,548
03070 ,Joseph Town Palava Hut ,Joseph Town ,2 ,803
03069 ,Nyeila English & Arabic School ,Nyeila ,2 ,584
03068 ,Jimina A. Wilson Public School ,Damballa Town ,2 ,856
03067 ,Weakama Public School ,Weakama ,2 ,647
03049 ,Zamian Town Palava Hut ,Zamian ,1 ,156
03002 ,Barmo Palava Hut ,Barmo ,1 ,385
03042 ,Sackie Town Hall ,Sackie ,1 ,419
03076 ,Vai Town Cinema ,Vai Town III ,4 ,1621
03023 ,Boiling Camp Town Hall ,Boiling Camp ,1 ,292
03018 ,Bola Town Palava Hut ,Bola ,1 ,359
03009 ,Dependent Camp Town Hall ,Dependent Camp Town ,1 ,394
03008 ,Married Camp Town Hall ,Married Camp ,3 ,1071
03007 ,Government Farm Senjeh Town Hall ,Government Farm Old ,1 ,425
03006 ,Gba-Jakeh Gba Public School ,Gbah-Jakeh ,4 ,1590
03005 ,Besao palava Hut ,Besao ,2 ,863
03004 ,Beajah Public School ,Beajah ,1 ,321
03003 ,Beafinie Town Hall ,Beafinie ,1 ,488
03001 ,Baima Palava Hut ,Baima ,1 ,174
03047 ,Red Hill Palava Hut ,Red Hill ,1 ,475
