03035 ,FefehTown Public School ,FefehTown ,2 ,550
03052 ,Monnoh Town Hall ,Monnoh Town ,1 ,458
03051 ,Zordee Palava Hut ,Zordee ,2 ,588
03048 ,Beajojo’s Clinic ,Beajojo’s Clinic ,2 ,637
03045 ,Vortor Town Palava Hut ,Vortor ,1 ,366
03044 ,Government Farm Klay Palava Hut ,Government Farm Klay ,1 ,468
03043 ,Klay Town Hall ,Klay Town ,4 ,1937
03041 ,Manjama Palava Hut ,Manjama ,1 ,226
03040 ,Malema Town Hall ,Malema ,3 ,1050
03039 ,Gbakendu Palava Hut ,Gbakendu ,1 ,187
03010 ,Beh Town Hall ,Beh Town ,2 ,849
03036 ,Geveh Fahnsee Palava Hut ,Geveh Fahnsee ,1 ,230
03011 ,Sass Town Public School ,Sass Town ,3 ,1381
03033 ,Domagbamatina palava Hut ,Domagbamatina ,1 ,297
03032 ,Managbokai Palava Hut ,Managbokai ,1 ,395
03031 ,Guie Town Hall ,Guie ,2 ,908
03029 ,Golodee Lassana Public School ,Golodee ,2 ,578
03028 ,Gohnzipo Town Hall ,Gohnzipo ,2 ,550
03026 ,Goghen Palava Hut ,Gogehn ,2 ,606
03014 ,Gbargbah Palava Hut ,Gbargbah ,2 ,673
03013 ,Golodee Gayla Town Hall ,Golodee Gayla Town ,2 ,971
03012 ,Barmon Palava Hut ,Barmon Town ,2 ,636
03025 ,Gbaigbon Town Hall ,Gbaigbon ,1 ,439
03037 ,Kowadee Palava Hut ,Kowadee ,1 ,121
03027 ,Jawajeh Palava Hut ,Jawajeh ,2 ,636
