30273 ,Billie Call Christian Institute ,Wood Camp A ,5 ,2360
30274 ,Billie Call Christian Institute ,Wood Camp B ,5 ,2293
30288 ,Paynesville Central Academy ,Red Light/ Freeway ,8 ,3600
30283 ,David G. Barshell Sr. School ,Barclay Mission Road/Red Light ,6 ,2730
30280 ,Messiah Mission School ,Morris Farm/ Inside ,4 ,1893
30277 ,Practical Trade Training Center ,Coco Cola Factory Community ,6 ,2886
30276 ,Factory Community Christian Academy ,Coco Cola Factory Community/ Morris Fa ,5 ,2486
30092 ,Aaron G. Burgess Momerial Academy ,Neezoe ,5 ,2363
30272 ,Jawalla Community School ,Wood Camp ,4 ,1691
30271 ,Revival Temple A.G.M School ,Wood Camp Road ,5 ,2458
30097 ,Small Catholic & IDP Camp ,Pipe Line B ,5 ,2120
30096 ,International Christian School of Prime System ,Pipe Line B ,5 ,2102
30095 ,Salvation Army ,Pipe Line A ,7 ,3003
30094 ,New Jerusalem Baptist Church ,"Adjacent to the Police Station, Neezoe ",6 ,2619
30093 ,Christian Methodist School ,Neezoe ,4 ,1977
30275 ,Victorial A. William High School ,Morris Farm ,3 ,1455
