27034 ,Witchoken Elem. School ,Witchoken Mission ,1 ,379
27031 ,Libsuco Community School ,Libsuco Factory ,1 ,219
27002 ,Gborlobo Elem. School ,Gborlobo ,2 ,959
27030 ,Sadeken Town Hall ,Sadeken ,1 ,469
27027 ,Bassa Community Elem. School ,Plebo ,2 ,973
27026 ,Geebio Palava Hut ,Gebio Big ,3 ,1398
27025 ,Pleebo Grand Public School ,Plebo ,5 ,2497
27024 ,Pleebo High School ,Plebo ,7 ,3098
27023 ,Pleebo City Hall ,Plebo ,7 ,2998
27020 ,Old Sodoken Town Hall ,Old Sodoken ,2 ,548
27007 ,Gbaewen Elem. School ,Gbaewen Big Town ,1 ,124
27014 ,Division 5 Camp 5 Palava Hut ,Division 5 Camp 5 ,3 ,1098
27013 ,CRC High School ,Gedetarbo ,2 ,805
27012 ,CRC Kindergarten ,Evansville -1 ,2 ,807
27010 ,Gbololu Town Hall ,Gbololu ,1 ,347
27009 ,Gbloken Mission Elem. School ,Gbloken Mission Town ,1 ,359
27008 ,Gbeken Town Hall ,Gbeken Main Town ,1 ,155
27015 ,Golobo Elem. School ,Golobo ,1 ,245
