30123 ,Dave R. Inman Int'l School ,Duport Road North East/Mid Duport Road ,2 ,947
30124 ,Zinah Foundation School ,Cow Field/ Sharah Community Duport Ro ,2 ,945
30125 ,Stronger Hope Central Academy ,Zubah Town Road Right ,4 ,1978
30126 ,Rev. Mother Sarah School System ,Duport Road North /Zubah Town ,6 ,2875
30127 ,William Bean Institute/World Wide ,Paynesville Central ,4 ,1796
30128 ,Nathan E. Gibson School ,Paynesville Road/Water Tower ,5 ,2081
30129 ,Nathan E. Gibson School ,Paynesville Road/Water Tower ,6 ,2845
30279 ,Charles F. Caine School ,Bernard Farm/FDA Road ,5 ,2049
30109 ,Omega Community Christian Academy ,Omega Tower Red Hill Community ,2 ,800
30122 ,"Rik-C Day Care, Nursery & Pre-School ",Duport Road ,5 ,2059
30278 ,Whein Town Public School ,Whein Town Community ,5 ,2081
30112 ,Soul Clinic Mission/Maggie Lampkins Institute ,Soul Clinic Community ,5 ,2106
30108 ,Christian Home Ministries Church Int'l ,Omega Tower Community ,3 ,1223
30111 ,Soul Clinic Mission/Maggie Lampkins Institute ,Soul Clinic Community ,5 ,2122
30110 ,Brighter Day Perparatory School ,Soul Clinic Road ,4 ,1778
30120 ,Seymour Grann School ,Duport Road ,4 ,1605
30113 ,Kingdom Foundation Institute ,Soul Clinic/Moses Blah Community ,4 ,1566
30114 ,St. Samuel Elem .& Jr. High School ,"Old Diamond Creek, Kemah Town ",3 ,1449
30115 ,S. Patrick Jallah School ,"Old Field, Kemah Town ",4 ,1603
30116 ,Tomorrow People Foundation ,Soul Clinic Road ,4 ,1995
30117 ,Sammy M. Dukuly School ,Soul Clinic Right Side ,4 ,1612
30119 ,Seymour Grann School ,Duport Road ,4 ,1920
