33186 ,Yarsonnoh Public School ,Yarsonnoh ,2 ,741
33110 ,Kpein Public School ,Kpein ,5 ,2134
33141 ,Duayee Public School ,Duayee ,4 ,1554
33159 ,Sokpa Palava Hut ,Sokopa ,1 ,506
33168 ,Galaypa Public School ,Galaypa ,1 ,462
33170 ,Duo Public School ,Duo ,4 ,2017
33175 ,Beipa Palava Hut ,Beipa ,4 ,1533
33181 ,Kpoahpa Public School ,Kpoahpa ,2 ,887
33107 ,Kpallah Public School ,Kpallah ,4 ,1870
33109 ,Buttein Public School ,Buttein ,2 ,896
33180 ,Gbahn Public School ,Gbahn ,2 ,798
33005 ,Banlah Public School ,Banlah ,3 ,1019
33111 ,Venpa Public School ,Venpa ,2 ,662
33004 ,Banakpallah Public School ,Banakpallah ,2 ,1000
33096 ,Karnwee Public School ,Karnwee ,3 ,1302
33014 ,Sehwee Palava Hut ,Sehwee ,2 ,991
33016 ,Zahnboie Public School ,Zahnboie ,2 ,770
33024 ,Bunadin Public School ,Bunadin ,4 ,1507
33038 ,Flumpa Public School ,Flumpa ,5 ,2051
33050 ,Cocopa Camp Four School ,Cocopa Camp 4 ,2 ,899
33051 ,Cocopa Camp One School ,Cocopa Camp I ,2 ,997
33060 ,Zao Public School ,Zao ,3 ,1374
33082 ,Gipo Public School ,Gipo ,3 ,1377
33039 ,Gounla Public School ,Gounla ,1 ,501
