30357 ,Atherin School ,Wilson Corner / Brewerville ,3 ,1278
30356 ,Kpallah Public School ,Kpallah Town / Brewerville ,6 ,2519
30345 ,Isaac Tondo Public School ,Jah Tondo / Brewerville ,2 ,940
30343 ,A.G.M. Bible College ,AG Bible College Community / Brewervill ,4 ,1577
30342 ,Zunnah Town Public School ,Moulton Corner / Brewerville ,1 ,110
30358 ,Bamasee Public School ,Blamasee / Brewerville ,4 ,1502
30336 ,Gbondoi Public School ,Gbondol/ Upper Virginia ,1 ,186
30418 ,Sawegbeh Public School ,Sawegbeh / Brewerville ,1 ,286
30341 ,Wesleyan School ,Chase Town/ Brewerville ,1 ,352
30365 ,Ricks Institute ,Ricks Institute / Brewerville ,2 ,695
30366 ,Billey Town Public school ,Billey Town / Brewerville ,2 ,967
30367 ,Cheesemanburg Elem. & Jr. High School ,Quenyondee/ Cheesemanburg ,1 ,458
30420 ,Gandema Public School ,Gandema / Brewerville ,1 ,340
30391 ,Kubono Public School ,Kubono / Brewerville ,1 ,404
30419 ,Kperkor Public School ,Kperkor / Brewerville ,1 ,328
30302 ,Pingi Town Arabic School ,Pingie/ Clay Ashland ,1 ,390
30344 ,Madison Public School ,Parker Corner / Brewerville ,4 ,1622
30377 ,Lott Carey Mission School ,Lott Carey / Brewerville ,6 ,2796
30198 ,Sarah Barclay Public School ,Zaye Town/ Virgina ,6 ,2547
30346 ,Old Triump Church Mission School ,Central Brewerville ,4 ,1567
30210 ,Millsburg Community Center ,Central Millsburg ,1 ,273
30011 ,W.D. Coleman High School ,Central Clay Ashland ,2 ,654
30026 ,Central Arthington Palava Hut ,"Cross Road, Central Arthington ",2 ,605
30046 ,Royesville Public School ,Royesville ,1 ,381
30075 ,Neekon Public School ,Neekon/ Arthington ,1 ,341
30137 ,Jallabah Public school ,Jawajeh/ Arthington ,2 ,741
30199 ,Virginia Christian Academy ,Hote Africa Road / Virgina ,3 ,1473
30200 ,Banjor Public School Center ,Banjor Old Road / Virgina ,5 ,2469
30205 ,Gbarteah Palava Hut ,Gbarteah Town / Virgina ,3 ,1109
30208 ,Bamboo Town Public School ,Bamboo Town Community / Virgina ,1 ,286
30207 ,FAWE School of Excellence ,Red Hill / Virgina ,3 ,1381
30076 ,Samie Public School ,Samie/ Arthington ,1 ,417
30206 ,Goyee Jr. High School ,Kai Town / Virgina ,1 ,500
30201 ,Virginia Public School ,Central Virginia / Virgina ,2 ,698
30204 ,Mango Town Clinic ,Mango Town / Virgina ,2 ,957
30001 ,Blahn Public School ,Blahn Town/ Royesville ,1 ,245
