24109 ,Henry Town Palava Hut ,Henny Town ,1 ,489
24102 ,Lloydsville Public School ,Lloydsville / Zeechugb ,1 ,150
24103 ,Scheiffelin Commissioner's Office ,Scheiffelin ,3 ,1113
24104 ,J.P. Mitchell School ,Scheiffelin ,3 ,1454
24105 ,Dwazon Public School ,Dwazon ,6 ,2946
24106 ,Rock Institute School ,Rock Church Community ,6 ,2499
24108 ,Marshall City Hall ,Central Marshall ,2 ,667
24132 ,Zeeworh Palava Hut ,Zeeworh Town ,3 ,1031
24070 ,Foe-day Town School ,Foe-day ,2 ,989
24034 ,Garmaymu Town Palava Hut ,Garmaymu ,2 ,624
24107 ,Kpakpacon Palava Hut ,Kpakpacon ,1 ,359
24020 ,Division 6 Front Office ,Division 6 Front ,2 ,871
24050 ,Zeor Palava Hut ,Zeor ,2 ,848
24059 ,Joezohn Palava Hut ,Joezohn - Loongaye ,2 ,525
24019 ,Division 16 long Camp Office ,Division 16 long Camp ,5 ,2235
24021 ,Monclay Palava Hut ,Monclay ,2 ,931
24026 ,Duside Village Office ,Duside Village ,4 ,1984
24030 ,Division 9 Old Camp School ,Division 9 Old Camp ,3 ,1204
24031 ,Browne Town Palava Hut ,Browne Town ,2 ,739
24033 ,Division 11 Office ,Division 11 ,2 ,960
24036 ,Mambah Civil Compound Palava Hut ,Mambah Civil Compound ,3 ,1110
24018 ,Prince Wallace Estate Hall ,Prince Wallace Estate ,2 ,690
