09176 ,Central Paynesberry School Building ,Paynesberry ,1 ,160
09135 ,Upper Buchanan Clinic ,Upper Buchanan Community ,1 ,193
09152 ,Own Your Own Palava Hut ,Own Your Own ,1 ,328
09153 ,James Travis Elem. School ,Pearchzohn ,4 ,1661
09155 ,Watco Camp Palava Hut ,Watco Camp ,4 ,1969
09158 ,A.C.F.I. School Building ,Gonnigar ,5 ,2051
09174 ,Sahnwein Town School Building ,Sahnwein ,1 ,445
09127 ,Bassa High School ,Tinway Town Community ,5 ,2486
09134 ,P.C.S Christian Elem. School ,Corn Farm Community ,5 ,2044
09159 ,Four Houses Community School Building ,Four Houses Community ,1 ,380
09126 ,Korduah Community Hall ,Sugar Cane Farm ,3 ,1046
09129 ,Biafra Community Hall ,Sayepue Community ,5 ,2129
09133 ,Unification Pavillion ,Fair Ground ,5 ,2160
09125 ,Pillar of Fire School ,Otis Spot Community ,3 ,1118
09123 ,Christian High School ,Central Buchanan ,2 ,852
09128 ,County Administrative Building ,Dirt Hole Community ,4 ,1896
09130 ,W.P.L Brumskine Methodist School ,Old Field Community ,3 ,1390
09131 ,Moore's Town Community Palava Hut ,Moore's Town Community ,2 ,684
09132 ,Gorzohn Community Hall ,Gorzohn Community ,5 ,2130
09124 ,Parish Day School ,Preston/Roberts Streets ,4 ,1584
