24100 ,Charlesville Public School ,Charlesville ,2 ,716
24093 ,Children Hope Community School ,Unification Town ,4 ,1635
24087 ,Harbel Grove Palava hut ,Harbel Grove ,3 ,1145
24090 ,Cotton Tree Palava Hut ,"Cotton Tree, Harbel ",3 ,1203
24091 ,R I A Terminal ,R I A Community ,2 ,601
24092 ,R.S. Caulfield School ,Unification Town ,2 ,980
24094 ,Joe Blow Town Palava Hut ,Y.M.C.A ,2 ,648
24095 ,Clipper Camp1 ,Clipper Camp Community ,2 ,627
24096 ,Clipper Camp 2 ,Clipper Camp Community ,3 ,1178
24097 ,Dolo Town Community School ,Dolo Town ,4 ,1612
24099 ,Peter Town Jr. High School ,Peter Town ,2 ,733
24101 ,Exchem Compound ,Exchem Compound ,1 ,333
24098 ,Mother of Jesus Christ Catholic School ,Trouble Town ,5 ,2174
24074 ,Cotton Tree Community School ,Cotton Tree Community ,4 ,1774
24088 ,Harbel Field House ,Harbel Field House ,2 ,815
24075 ,Hydro Community School ,Hydro Community ,1 ,275
24077 ,Bethel World Outreach Church ,Bethel World Outreach ,2 ,553
24078 ,Divison 45 Offshore ,Divison 45 Offshore ,4 ,1650
24079 ,Divison 45 Dennisville Palava Hut ,Divison 45 Dennisville ,3 ,1012
24080 ,Divison 44 Walker School ,Divison 44 ,3 ,1378
24082 ,Barclay's Farm School ,Barclay's Farm ,2 ,986
24083 ,Harbel Multilateral Community School ,Harbel Multilateral Community ,3 ,1137
24084 ,Poinea Palava Hut ,Poinea ,1 ,114
24085 ,Divison 44 Pinco Camp Palava Hut ,Divison 44 Pinco Camp ,1 ,357
24086 ,Harbel Garden School ,Harbel Garden ,3 ,1373
24081 ,Central Cotton Tree Gas Station ,Central Cotton Tree ,3 ,1131
24089 ,Division 42 Suger Hill office ,Division 42 Suger Hill ,1 ,435
