21026 ,Foya Town Hall ,Foya ,6 ,2759
21046 ,Worsongar Public School ,Worsongar ,6 ,2907
21003 ,Porluma Town Hall ,Porluma ,6 ,2511
21115 ,Yelayaloe Town Hall ,Yelayaloe ,2 ,824
21083 ,Sengar Palava Hut ,Sengar ,4 ,1661
21070 ,Mendicorma Town Hall ,Mendicorma ,6 ,2821
21069 ,Ndama Public School ,Ndama ,4 ,1922
21066 ,Solumba Public School ,Solumba (A) ,5 ,2090
21047 ,Wahbengu Public School ,Wahbengu ,2 ,789
21005 ,Forbayman Public School ,Forbayma ,3 ,1169
21027 ,Foya New Market ,Foya ,5 ,2256
21025 ,Foya Market Hall ,Foya ,6 ,3000
21021 ,Mbenduma Public School ,Mbenduma ,3 ,1412
21020 ,Fassapoe (Old) Town Hall ,Fassapoe ,2 ,573
21012 ,Borliloe Town Hall ,Borliloe ,3 ,1051
21028 ,Foyakama Public School ,Foyakama ,4 ,1726
21004 ,Bandenin Melimu Town Hall ,Bandenin Melimu ,2 ,897
