30266 ,Marvia Sonu Elem. School ,"River View, Clara Town ",3 ,1071
30267 ,Marvia Sonu Elem. School ,"River View, Clara Town ",3 ,1101
30254 ,Timosa Elementary School ,"Patco Yard, Freeport ",5 ,2101
30268 ,Marvia Sonu Elem. School ,"River View, Clara Town ",2 ,920
30298 ,S.K.D. Community Elem. School ,Struggle Community ,3 ,1463
30300 ,Busroad Memorial Institute ,Struggle Community ,3 ,1234
30301 ,Busroad Memorial Institute ,Struggle Community ,2 ,955
30337 ,Vai Town Market Block Factory ,Vai Town A ,6 ,2758
30339 ,Imam Adullah Tunis School ,Vai Town B ,3 ,1276
30297 ,Maude Popla Memorial School ,Struggle Community ,5 ,2490
30253 ,Ophelia Hoff Saytuman School ,"Peugeot Garage, Clara Town ",3 ,1115
30338 ,Imam Adullah Tunis School ,Vai Town B ,3 ,1280
30033 ,Clara Town Central High School ,Central Clara Town II ,3 ,1046
30299 ,S.K.D. Community Elem. School ,Struggle Community ,4 ,1504
30250 ,Paity Town Gas Station ,Paity Town / Clara Town ,2 ,670
30030 ,Central Clara Town Hut ,Central Clara Town I ,4 ,1996
30032 ,Fanina Isaac School ,Central Clara Town I ,4 ,1524
30034 ,Clara Town Central High School ,Central Clara Town II ,2 ,872
30035 ,James Doe Young School ,Central Clara Town II ,4 ,1979
30068 ,Mac Foundation School ,Cow Factory ,3 ,1452
30069 ,Mac Foundation School ,Cow Factory ,3 ,1366
30139 ,Savaco Community School ,Giblata/ VIA Town ,5 ,2247
30150 ,Royal Foundation School ,Hope Community/ Clara Town ,2 ,809
30151 ,Royal Foundation School ,Hope Community / Clara Town ,2 ,997
30249 ,Paity Town Gas Station ,Paity Town/ Clara Town ,2 ,656
30031 ,Central Clara Town Hut ,Central Clara Town I ,4 ,1998
