15015 ,GBOLEKEN TOWN ,GBOLEKEN TOWN PUBLIC SCHOOL ,2 ,"1,020 ",- ,-
15016 ,ZWEDRU ,CITY HALL ZWEDRU ,4 ,"1,899 ",- ,-
15017 ,ZWEDRU ,MULT.HIGH SCHOOL ZWEDRU ,3 ,"1,514 ",- ,-
15018 ,ZWEDRU ,LOIC BUILDING ZWEDRU ,4 ,"1,963 ",- ,-
15019 ,ZWEDRU ,NIABO QUARTER SCHOOL BUILDING ZWEDRU ,3 ,"1,412 ",- ,-
15020 ,ZWEDRU ,SUAH QUARTER SCHOOL BUILDING ZWEDRU ,3 ,"1,683 ",- ,-
15021 ,ZWEDRU ,WEBBO QUARTER LIBRARY ,2 ,"1,005 ",- ,-
15022 ,ZWEDRU ,ZANWO QUARTER FINANCE OFFICE BUILDING ,2 ,898 ,- ,-
15023 ,GLAPLAYTOWN ,GLAPLAY TOWN PALAVA HUT ,1 ,262 ,- ,-
15024 ,BEH TOWN ,BEH TOWN PALAVA HUT ,1 ,276 ,- ,-
15025 ,JANZON  TOWN ,JANZON TOWN PUBLIC SCHOOL ,2 ,"1,084 ",- ,-
