39001 ,FARMERVILLE ,MULTILATERAL HIGH SCHOOL ,1 ,554 ,- ,-
39002 ,LEXINGTON ,LEXINGTON ELEMENTARY SCHOOL ,1 ,390 ,- ,-
39003 ,JOHNSTONE STREET ,ADMINISTRATION BUILDING ,4 ,"1,892 ",- ,-
39004 ,CONGO TOWN ,METHODIST JUNIOR HIGH SCHOOL ,4 ,"2,070 ",- ,-
39023 ,TOGBA ,TOGBA TOWN PALAVA HUT ,2 ,"1,064 ",- ,-
39024 ,BAFFU CAMP ,BAFFU CAMP PALAVA HUT ,1 ,472 ,- ,-
39025 ,GRIGSBY FARM ,GRIGSBY FARM ELEMENTARY SCHOOL ,1 ,558 ,- ,-
39026 ,BUTAW COMPOUND ,BUTAW COMPOUND ADMINISTRATIVE BUILDING ,2 ,607 ,- ,-
39040 ,SEEBEH ,SEEBEH JUNIOR HIGH SCHOOL ,2 ,838 ,- ,-
39041 ,BANNAH ,BANNAH TOWN HALL ,1 ,493 ,- ,-
39042 ,PANAMA ,PANAMA ELEMENTARY SCHOOL ,1 ,337 ,- ,-
