30538 ,PIPELINE ROAD ,CREDIT UNION BUILDING - I ,6 ,"3,355 ",- ,-
30539 ,PIPELINE ROAD ,CREDIT UNION BUILDING - II ,6 ,"3,320 ",- ,-
30543 ,SOMALIA DRIVE FREEWA ,PAYNESVILLE CENTRAL ACADEMY ,7 ,"3,960 ",- ,-
30544 ,SOMALIA DRIVE FREEWA ,KALITA SCHOOL BLDG. ,5 ,"2,989 ",- ,-
30545 ,72ND  BARRAC ,GOERGE TOE WASHINGTON SCHOOL ,6 ,"3,200 ",- ,-
30546 ,NEEZOE COMMUNITY ,CHRISTIAN METHODIST SCHOOL ,6 ,"3,470 ",- ,-
30547 ,NEEZOE COMMUNITY ,FAIRFIELD BAPTIST MISSION SCHOOL ,5 ,"2,991 ",- ,-
30548 ,JACOB’S TOWN ,ST. FRANCIS SCHOOL BLDG. ,5 ,"2,501 ",- ,-
30549 ,JACOB’S TOWN ,A.G.M. SCHOOL BLDG. ,6 ,"3,133 ",- ,-
30550 ,M.V.T.C. COMMUNITY. ,M.V.T.C. COMPOUND 1 ,5 ,"2,486 ",- ,-
30551 ,DOUBLE BRIDGE ,M.V.T.C. COMPOUND 2 ,4 ,"2,242 ",- ,-
