Code ,Locality ,Address ,Voters ,Places,""
9119 ,Whoo's Town Palava Hut ,Whoo's ,375 ,"",1
9122 ,Zuzohn Palava Hut ,Zuzohn ,224 ,"",1
9160 ,Kingsville Palava Hut ,Kingsville ,567 ,"",2
9161 ,Camp Mechlin Palava Hut ,Camp Mechlin ,618 ,"",2
9162 ,Centrel Lloydsville Adm. Building ,Centrel Lloydsville ,1666 ,"",4
9163 ,Wrakon Town Palava Hut ,Wrakon ,554 ,"",2
9168 ,Bueh's Town Palava Hut ,Bueh's ,280 ,"",1
9169 ,Diggs Town Palava Hut ,Diggs ,372 ,"",1
9175 ,Edina City Hall ,Edina ,492 ,"",1
